date,browser,visits
2024-01-04,Chrome,76218
2024-01-04,Safari,33109
2024-01-04,Edge,20160
2024-01-04,Firefox,2243
2024-01-04,Samsung Internet,1353
2024-01-04,Internet Explorer,572
2024-01-04,Android Webview,369
2024-01-04,Safari (in-app),307
2024-01-04,Opera,186
2024-01-04,Amazon Silk,156
2024-01-04,Mozilla Compatible Agent,94
2024-01-04,(not set),22
2024-01-04,Mozilla,4
2024-01-04,YaBrowser,3
2024-01-04,UC Browser,2
2024-01-04,Aloha Browser,1
2024-01-04,Android Runtime,1
2024-01-04,DuckDuckGo Browser,1
2024-01-04,Lynx,1
2024-01-03,Chrome,73944
2024-01-03,Safari,33207
2024-01-03,Edge,19259
2024-01-03,Firefox,2068
2024-01-03,Samsung Internet,1267
2024-01-03,Android Webview,355
2024-01-03,Safari (in-app),338
2024-01-03,Opera,198
2024-01-03,Amazon Silk,161
2024-01-03,Mozilla Compatible Agent,59
2024-01-03,(not set),33
2024-01-03,Internet Explorer,14
2024-01-03,Mozilla,4
2024-01-03,Aloha Browser,1
2024-01-03,DuckDuckGo Browser,1
2024-01-03,Meta Quest Browser,1
2024-01-03,SeaMonkey,1
2024-01-03,UC Browser,1
2024-01-03,YaBrowser,1
2024-01-02,Chrome,68344
2024-01-02,Safari,32484
2024-01-02,Edge,18045
2024-01-02,Firefox,2011
2024-01-02,Samsung Internet,1328
2024-01-02,Android Webview,377
2024-01-02,Safari (in-app),359
2024-01-02,Opera,146
2024-01-02,Amazon Silk,140
2024-01-02,Mozilla Compatible Agent,71
2024-01-02,(not set),31
2024-01-02,Internet Explorer,11
2024-01-02,YaBrowser,7
2024-01-02,Mozilla,4
2024-01-02,Aloha Browser,3
2024-01-02,Android Runtime,1
2024-01-02,Meta Quest Browser,1
2024-01-02,UC Browser,1
2024-01-01,Chrome,25101
2024-01-01,Safari,20267
2024-01-01,Edge,2762
2024-01-01,Samsung Internet,804
2024-01-01,Firefox,681
2024-01-01,Safari (in-app),240
2024-01-01,Android Webview,237
2024-01-01,Amazon Silk,111
2024-01-01,Opera,100
2024-01-01,Mozilla Compatible Agent,45
2024-01-01,Internet Explorer,12
2024-01-01,(not set),11
2024-01-01,UC Browser,5
2024-01-01,Mozilla,4
2024-01-01,YaBrowser,4
2024-01-01,Android Runtime,2
2024-01-01,Aloha Browser,1
2023-12-31,Chrome,20968
