date,browser,visits
2024-01-04,Internet Explorer,572
2023-12-28,Internet Explorer,113
2023-12-22,Internet Explorer,1250
2023-12-21,Internet Explorer,592
2023-12-16,Internet Explorer,516
2023-12-15,Internet Explorer,514
2023-12-14,Internet Explorer,129
2023-12-08,Internet Explorer,843
2023-12-01,Internet Explorer,851
2023-11-24,Internet Explorer,1016
2023-11-23,Internet Explorer,142
2023-11-18,Internet Explorer,644
2023-11-17,Internet Explorer,995
2023-11-10,Internet Explorer,1945
2023-11-09,Internet Explorer,325
2023-11-04,Internet Explorer,193
2023-11-03,Internet Explorer,774
2023-10-28,Internet Explorer,1277
2023-10-27,Internet Explorer,1884
2023-10-26,Internet Explorer,184
2023-10-21,Internet Explorer,1739
2023-10-20,Internet Explorer,2634
2023-10-19,Internet Explorer,1296
2023-10-18,Internet Explorer,450
2023-10-15,Internet Explorer,1226
2023-10-14,Internet Explorer,3774
2023-10-13,Internet Explorer,560
2023-10-12,Internet Explorer,297
2023-10-07,Internet Explorer,334
