date,browser,visits
2024-01-04,Chrome,76218
2024-01-04,Safari,33109
2024-01-04,Edge,20160
2024-01-04,Firefox,2243
2024-01-04,Samsung Internet,1353
2024-01-04,Internet Explorer,572
2024-01-04,Android Webview,369
2024-01-04,Safari (in-app),307
2024-01-04,Opera,186
2024-01-04,Amazon Silk,156
2024-01-03,Chrome,73944
2024-01-03,Safari,33207
2024-01-03,Edge,19259
2024-01-03,Firefox,2068
2024-01-03,Samsung Internet,1267
2024-01-03,Android Webview,355
2024-01-03,Safari (in-app),338
2024-01-03,Opera,198
2024-01-03,Amazon Silk,161
2024-01-02,Chrome,68344
2024-01-02,Safari,32484
2024-01-02,Edge,18045
2024-01-02,Firefox,2011
2024-01-02,Samsung Internet,1328
2024-01-02,Android Webview,377
2024-01-02,Safari (in-app),359
2024-01-02,Opera,146
2024-01-02,Amazon Silk,140
2024-01-01,Chrome,25101
2024-01-01,Safari,20267
2024-01-01,Edge,2762
2024-01-01,Samsung Internet,804
2024-01-01,Firefox,681
2024-01-01,Safari (in-app),240
2024-01-01,Android Webview,237
2024-01-01,Amazon Silk,111
2023-12-31,Chrome,20968
2023-12-31,Safari,17058
2023-12-31,Edge,2099
2023-12-31,Samsung Internet,710
2023-12-31,Firefox,626
2023-12-31,Android Webview,247
2023-12-31,Safari (in-app),201
2023-12-31,Amazon Silk,119
2023-12-30,Chrome,24192
2023-12-30,Safari,20924
2023-12-30,Edge,2531
2023-12-30,Samsung Internet,839
2023-12-30,Firefox,698
2023-12-30,Android Webview,301
2023-12-30,Safari (in-app),260
2023-12-30,Amazon Silk,115
2023-12-30,Opera,115
2023-12-29,Chrome,46189
2023-12-29,Safari,24375
2023-12-29,Edge,10278
2023-12-29,Firefox,1374
2023-12-29,Samsung Internet,1034
2023-12-29,Safari (in-app),344
2023-12-29,Android Webview,316
2023-12-29,Opera,142
2023-12-29,Amazon Silk,117
2023-12-28,Chrome,54023
2023-12-28,Safari,27027
2023-12-28,Edge,14118
2023-12-28,Firefox,1619
2023-12-28,Samsung Internet,1174
2023-12-28,Android Webview,337
2023-12-28,Safari (in-app),335
2023-12-28,Opera,155
2023-12-28,Amazon Silk,132
2023-12-28,Internet Explorer,113
2023-12-27,Chrome,61862
2023-12-27,Safari,27423
2023-12-27,Edge,14278
2023-12-27,Firefox,1636
2023-12-27,Samsung Internet,1090
