date,browser,os_version,visits
2024-01-04,Internet Explorer,10,7154
2024-01-03,Internet Explorer,10,5647
2024-01-02,Internet Explorer,10,637
2024-01-01,Internet Explorer,10,118
2023-12-30,Internet Explorer,10,147
2023-12-29,Internet Explorer,10,559
2023-12-28,Internet Explorer,10,674
2023-12-27,Internet Explorer,10,819
2023-12-26,Internet Explorer,10,451
2023-12-25,Internet Explorer,10,115
2023-12-23,Internet Explorer,10,160
2023-12-22,Internet Explorer,10,547
2023-12-21,Internet Explorer,10,815
2023-12-20,Internet Explorer,10,888
2023-12-19,Internet Explorer,10,917
2023-12-18,Internet Explorer,10,852
2023-12-17,Internet Explorer,10,241
2023-12-16,Internet Explorer,10,198
2023-12-15,Internet Explorer,10,720
2023-12-14,Internet Explorer,10,826
2023-12-13,Internet Explorer,10,1092
2023-12-12,Internet Explorer,10,1205
2023-12-11,Internet Explorer,10,1171
2023-12-10,Internet Explorer,10,486
2023-12-09,Internet Explorer,10,352
2023-12-08,Internet Explorer,10,966
2023-12-07,Internet Explorer,10,1178
2023-12-06,Internet Explorer,10,1215
2023-12-05,Internet Explorer,10,1229
2023-12-04,Internet Explorer,10,1275
2023-12-03,Internet Explorer,10,497
2023-12-02,Internet Explorer,10,441
2023-12-01,Internet Explorer,10,1045
2023-11-30,Internet Explorer,10,1241
2023-11-29,Internet Explorer,10,1255
2023-11-28,Internet Explorer,10,1337
2023-11-27,Internet Explorer,10,2586
2023-11-26,Internet Explorer,10,297
2023-11-25,Internet Explorer,10,208
2023-11-24,Internet Explorer,10,400
2023-11-23,Internet Explorer,10,277
2023-11-22,Internet Explorer,10,1299
2023-11-21,Internet Explorer,10,1312
2023-11-20,Internet Explorer,10,1266
2023-11-19,Internet Explorer,10,447
2023-11-18,Internet Explorer,10,329
2023-11-17,Internet Explorer,10,1044
2023-11-16,Internet Explorer,10,1166
2023-11-15,Internet Explorer,10,1329
2023-11-14,Internet Explorer,10,1288
2023-11-13,Internet Explorer,10,1005
2023-11-12,Internet Explorer,10,827
2023-11-11,Internet Explorer,10,1205
2023-11-10,Internet Explorer,10,1486
2023-11-09,Internet Explorer,10,7531
2023-11-08,Internet Explorer,10,8662
2023-11-07,Internet Explorer,10,8842
2023-11-06,Internet Explorer,10,9280
2023-11-05,Internet Explorer,10,2386
2023-11-04,Internet Explorer,10,2131
2023-11-03,Internet Explorer,10,7713
2023-11-02,Internet Explorer,10,10064
2023-11-01,Internet Explorer,10,9925
2023-10-31,Internet Explorer,10,8891
2023-10-30,Internet Explorer,10,9318
2023-10-29,Internet Explorer,10,1843
2023-10-28,Internet Explorer,10,1803
2023-10-27,Internet Explorer,10,7198
2023-10-26,Internet Explorer,10,9178
2023-10-25,Internet Explorer,10,9811
2023-10-24,Internet Explorer,10,9750
2023-10-23,Internet Explorer,10,10063
2023-10-22,Internet Explorer,10,2041
2023-10-21,Internet Explorer,10,1862
2023-10-20,Internet Explorer,10,7099
2023-10-19,Internet Explorer,10,10060
2023-10-18,Internet Explorer,10,10620
2023-10-17,Internet Explorer,10,10109
2023-10-16,Internet Explorer,10,10440
2023-10-15,Internet Explorer,10,2072
2023-10-14,Internet Explorer,10,1870
2023-10-13,Internet Explorer,10,7692
2023-10-12,Internet Explorer,10,9373
2023-10-11,Internet Explorer,10,10059
2023-10-10,Internet Explorer,10,9362
2023-10-09,Internet Explorer,10,1585
2023-10-08,Internet Explorer,10,1108
2023-10-07,Internet Explorer,10,1277
