date,browser,visits
2024-01-04,Internet Explorer,401
2024-01-03,Internet Explorer,295
2024-01-02,Internet Explorer,236
2023-12-29,Internet Explorer,149
2023-12-28,Internet Explorer,252
2023-12-27,Internet Explorer,211
2023-12-26,Internet Explorer,174
2023-12-25,Internet Explorer,105
2023-12-22,Internet Explorer,224
2023-12-21,Internet Explorer,268
2023-12-20,Internet Explorer,384
2023-12-19,Internet Explorer,406
2023-12-18,Internet Explorer,477
2023-12-17,Internet Explorer,117
2023-12-15,Internet Explorer,301
2023-12-14,Internet Explorer,350
2023-12-13,Internet Explorer,345
2023-12-12,Internet Explorer,355
2023-12-11,Internet Explorer,378
2023-12-09,Internet Explorer,110
2023-12-08,Internet Explorer,254
2023-12-07,Internet Explorer,319
2023-12-06,Internet Explorer,371
2023-12-05,Internet Explorer,397
2023-12-04,Internet Explorer,318
2023-12-03,Internet Explorer,126
2023-12-01,Internet Explorer,250
2023-11-30,Internet Explorer,372
2023-11-29,Internet Explorer,394
2023-11-28,Internet Explorer,386
2023-11-27,Internet Explorer,355
2023-11-26,Internet Explorer,140
2023-11-24,Internet Explorer,165
2023-11-23,Internet Explorer,128
2023-11-22,Internet Explorer,253
2023-11-21,Internet Explorer,350
2023-11-20,Internet Explorer,354
2023-11-19,Internet Explorer,107
2023-11-18,Internet Explorer,112
2023-11-17,Internet Explorer,284
2023-11-16,Internet Explorer,344
2023-11-15,Internet Explorer,379
2023-11-14,Internet Explorer,393
2023-11-13,Internet Explorer,314
2023-11-12,Internet Explorer,120
2023-11-10,Internet Explorer,141
2023-11-09,Internet Explorer,370
2023-11-08,Internet Explorer,385
2023-11-07,Internet Explorer,317
2023-11-06,Internet Explorer,294
2023-11-05,Internet Explorer,126
2023-11-04,Internet Explorer,111
2023-11-03,Internet Explorer,215
2023-11-02,Internet Explorer,246
2023-11-01,Internet Explorer,220
2023-10-31,Internet Explorer,276
2023-10-30,Internet Explorer,247
2023-10-29,Internet Explorer,167
2023-10-28,Internet Explorer,169
2023-10-27,Internet Explorer,258
2023-10-26,Internet Explorer,291
2023-10-25,Internet Explorer,281
2023-10-24,Internet Explorer,269
2023-10-23,Internet Explorer,234
2023-10-22,Internet Explorer,604
2023-10-21,Internet Explorer,163
2023-10-20,Internet Explorer,259
2023-10-19,Internet Explorer,300
2023-10-18,Internet Explorer,265
2023-10-17,Internet Explorer,378
2023-10-16,Internet Explorer,368
2023-10-15,Internet Explorer,205
2023-10-14,Internet Explorer,252
2023-10-13,Internet Explorer,378
2023-10-12,Internet Explorer,344
2023-10-11,Internet Explorer,366
2023-10-10,Internet Explorer,360
2023-10-09,Internet Explorer,325
2023-10-08,Internet Explorer,300
2023-10-07,Internet Explorer,260
