date,browser,os,visits
2024-01-04,Chrome,Windows,66708
2024-01-04,Chrome,Macintosh,13612
2024-01-04,Safari,Macintosh,6692
2024-01-04,Edge,Windows,6329
2024-01-04,Safari,iOS,5500
2024-01-04,Firefox,Windows,3688
2024-01-04,Chrome,Android,3233
2024-01-04,(not set),(not set),2965
2024-01-04,Chrome,Linux,2944
2024-01-04,Firefox,Macintosh,1771
2024-01-04,Chrome,iOS,1158
2024-01-04,Chrome,Chrome OS,1000
2024-01-04,Safari (in-app),iOS,346
2024-01-04,Samsung Internet,Android,282
2024-01-04,Firefox,Linux,258
2024-01-04,Android Webview,Android,232
2024-01-04,Edge,Macintosh,128
2024-01-04,Opera,Windows,117
2024-01-04,Mozilla Compatible Agent,Macintosh,50
2024-01-04,Firefox,Android,44
2024-01-04,Edge,Android,25
2024-01-04,Opera,Android,22
2024-01-04,Amazon Silk,Android,15
2024-01-04,Opera,Macintosh,12
2024-01-04,Edge,Linux,10
2024-01-04,Internet Explorer,Windows,10
2024-01-04,Opera Mini,(not set),9
2024-01-04,UC Browser,Android,7
2024-01-04,Whale Browser,Windows,7
2024-01-04,Samsung Internet,Linux,6
2024-01-04,(not set),Windows,3
2024-01-04,Mozilla,Windows,3
2024-01-04,Safari,Windows,3
2024-01-04,YaBrowser,Android,3
2024-01-04,YaBrowser,Windows,3
2024-01-04,Android Browser,Android,2
2024-01-04,Whale Browser,Android,2
2024-01-04,Chrome,(not set),1
2024-01-04,Chrome,Fuchsia,1
2024-01-04,DuckDuckGo Browser,Android,1
2024-01-04,DuckDuckGo Browser,iOS,1
2024-01-04,Firefox,Firefox OS,1
2024-01-04,Meta Quest Browser,Linux,1
2024-01-04,Opera,Linux,1
2024-01-04,Phoenix Browser,Android,1
2024-01-04,UC Browser,iOS,1
2024-01-04,Whale Browser,Macintosh,1
2024-01-04,YaBrowser,Macintosh,1
2024-01-03,Chrome,Windows,27677
2024-01-03,Chrome,Macintosh,12686
2024-01-03,Safari,Macintosh,6269
2024-01-03,Edge,Windows,5805
2024-01-03,Safari,iOS,5031
2024-01-03,Firefox,Windows,3497
2024-01-03,Chrome,Android,3189
2024-01-03,(not set),(not set),2912
2024-01-03,Chrome,Linux,2849
2024-01-03,Firefox,Macintosh,1603
2024-01-03,Chrome,iOS,1081
2024-01-03,Chrome,Chrome OS,758
2024-01-03,Safari (in-app),iOS,411
2024-01-03,Samsung Internet,Android,387
2024-01-03,Android Webview,Android,306
2024-01-03,Firefox,Linux,198
2024-01-03,Edge,Macintosh,101
2024-01-03,Opera,Windows,64
2024-01-03,Mozilla Compatible Agent,Macintosh,55
2024-01-03,Firefox,Android,35
2024-01-03,Edge,Android,24
2024-01-03,Opera,Macintosh,17
2024-01-03,Edge,Linux,14
2024-01-03,Opera,Android,14
2024-01-03,Amazon Silk,Android,12
2024-01-03,Mozilla Compatible Agent,(not set),11
2024-01-03,UC Browser,Android,7
2024-01-03,Whale Browser,Windows,7
2024-01-03,Samsung Internet,Linux,6
2024-01-03,Android Browser,Android,4
2024-01-03,Chrome,(not set),4
2024-01-03,Mozilla,Windows,4
2024-01-03,YaBrowser,Windows,4
2024-01-03,Internet Explorer,Windows,3
2024-01-03,Safari,Windows,3
2024-01-03,UC Browser,iOS,3
2024-01-03,YaBrowser,iOS,2
2024-01-03,Firefox,OS/2,1
2024-01-03,Opera Mini,Android,1
2024-01-03,Safari,Linux,1
2024-01-03,Whale Browser,Android,1
2024-01-03,YaBrowser,Android,1
2024-01-02,Chrome,Windows,24910
2024-01-02,Chrome,Macintosh,11413
2024-01-02,Safari,Macintosh,5528
2024-01-02,Edge,Windows,5222
2024-01-02,Safari,iOS,4339
2024-01-02,Chrome,Linux,2938
2024-01-02,(not set),(not set),2934
2024-01-02,Chrome,Android,2887
2024-01-02,Firefox,Windows,2774
2024-01-02,Firefox,Macintosh,1466
2024-01-02,Chrome,iOS,876
2024-01-02,Chrome,Chrome OS,423
2024-01-02,Samsung Internet,Android,396
2024-01-02,Android Webview,Android,342
2024-01-02,Safari (in-app),iOS,264
2024-01-02,Firefox,Linux,193
2024-01-02,Edge,Macintosh,88
2024-01-02,Opera,Windows,73
2024-01-02,Mozilla Compatible Agent,Macintosh,58
2024-01-02,Firefox,Android,32
2024-01-02,Opera,Android,18
2024-01-02,Samsung Internet,Linux,14
2024-01-02,Edge,Linux,13
2024-01-02,Whale Browser,Windows,13
2024-01-02,Edge,Android,12
2024-01-02,Amazon Silk,Android,10
2024-01-02,Opera,Macintosh,7
2024-01-02,UC Browser,Android,7
2024-01-02,Mozilla,Windows,6
2024-01-02,YaBrowser,Windows,5
2024-01-02,Mozilla Compatible Agent,(not set),4
2024-01-02,Opera Mini,(not set),4
2024-01-02,Android Browser,Android,3
2024-01-02,(not set),Windows,2
2024-01-02,Chrome,(not set),2
2024-01-02,Safari,Linux,2
2024-01-02,UC Browser,iOS,2
2024-01-02,Aloha Browser,Android,1
2024-01-02,Coc Coc,Windows,1
2024-01-02,Firefox,FreeBSD,1
2024-01-02,Firefox,OpenBSD,1
2024-01-02,Lynx,(not set),1
2024-01-02,Mozilla Compatible Agent,Windows,1
2024-01-02,Nintendo Browser,(not set),1
2024-01-02,Opera Mini,Android,1
2024-01-02,Safari,Windows,1
2024-01-02,SeaMonkey,Windows,1
2024-01-02,Waterfox,Windows,1
2024-01-02,Whale Browser,Android,1
2024-01-02,YaBrowser,Android,1
2024-01-02,YaBrowser,Macintosh,1
2024-01-02,YaBrowser,iOS,1
2024-01-01,Chrome,Windows,8205
2024-01-01,Chrome,Macintosh,4595
2024-01-01,Safari,iOS,3637
2024-01-01,(not set),(not set),2920
2024-01-01,Chrome,Linux,2649
2024-01-01,Safari,Macintosh,2484
2024-01-01,Chrome,Android,2413
2024-01-01,Edge,Windows,1560
2024-01-01,Chrome,iOS,713
2024-01-01,Firefox,Windows,680
2024-01-01,Firefox,Macintosh,412
2024-01-01,Samsung Internet,Android,333
2024-01-01,Android Webview,Android,324
2024-01-01,Safari (in-app),iOS,186
2024-01-01,Chrome,Chrome OS,178
2024-01-01,Firefox,Linux,105
2024-01-01,Opera,Windows,63
2024-01-01,Mozilla Compatible Agent,Macintosh,44
2024-01-01,Edge,Macintosh,42
2024-01-01,Firefox,Android,33
2024-01-01,Amazon Silk,Android,24
2024-01-01,Edge,Android,24
2024-01-01,Edge,Linux,18
2024-01-01,Opera,Android,11
2024-01-01,Samsung Internet,Linux,10
2024-01-01,Opera,Macintosh,6
2024-01-01,Mozilla,Windows,4
2024-01-01,UC Browser,Android,4
2024-01-01,Whale Browser,Windows,4
2024-01-01,Opera Mini,(not set),3
2024-01-01,YaBrowser,Windows,3
2024-01-01,Android Browser,Android,2
2024-01-01,Chrome,(not set),2
2024-01-01,Internet Explorer,Windows,2
2024-01-01,Opera Mini,Android,2
2024-01-01,YaBrowser,Macintosh,2
2024-01-01,(not set),Windows,1
2024-01-01,Whale Browser,Android,1
2023-12-31,Chrome,Windows,6604
2023-12-31,Chrome,Macintosh,3776
2023-12-31,Safari,iOS,3252
2023-12-31,(not set),(not set),2957
2023-12-31,Chrome,Linux,2592
2023-12-31,Chrome,Android,2282
2023-12-31,Safari,Macintosh,1992
2023-12-31,Edge,Windows,1128
2023-12-31,Firefox,Windows,684
2023-12-31,Chrome,iOS,666
2023-12-31,Samsung Internet,Android,417
2023-12-31,Firefox,Macintosh,336
2023-12-31,Android Webview,Android,303
2023-12-31,Safari (in-app),iOS,145
2023-12-31,Chrome,Chrome OS,136
2023-12-31,Firefox,Linux,66
2023-12-31,Firefox,Android,36
2023-12-31,Opera,Windows,31
2023-12-31,Edge,Macintosh,30
2023-12-31,Mozilla Compatible Agent,Macintosh,27
2023-12-31,Edge,Android,14
2023-12-31,Opera,Android,13
2023-12-31,Edge,Linux,10
2023-12-31,Amazon Silk,Android,7
2023-12-31,Opera Mini,(not set),6
2023-12-31,Whale Browser,Windows,6
2023-12-31,UC Browser,Android,5
