date,browser,visits
2024-01-04,Chrome,1385479
2024-01-04,Safari,898607
2024-01-04,Edge,252694
2024-01-04,Safari (in-app),95457
2024-01-04,Firefox,48228
2024-01-04,Samsung Internet,42635
2024-01-04,Android Webview,24818
2024-01-04,(not set),15226
2024-01-04,Opera,4994
2024-01-04,Whale Browser,1391
2024-01-04,Mozilla Compatible Agent,1347
2024-01-04,Amazon Silk,873
2024-01-04,Internet Explorer,604
2024-01-04,YaBrowser,424
2024-01-04,UC Browser,183
2024-01-04,Android Runtime,121
2024-01-04,Coc Coc,102
2024-01-04,Opera Mini,86
2024-01-04,Aloha Browser,34
2024-01-04,Mozilla,27
2024-01-04,Seznam,12
2024-01-04,Meta Quest Browser,11
2024-01-04,Phoenix Browser,10
2024-01-04,Android Browser,6
2024-01-04,PaleMoon,6
2024-01-04,SeaMonkey,6
2024-01-04,DuckDuckGo Browser,5
2024-01-04,Vivaldi,4
2024-01-04,Waterfox,4
2024-01-04,Lynx,3
2024-01-04,BlackBerry,1
2024-01-04,Iron,1
2024-01-04,Maxthon,1
2024-01-03,Chrome,1461372
2024-01-03,Safari,949602
2024-01-03,Edge,261736
2024-01-03,Safari (in-app),93891
2024-01-03,Firefox,47109
2024-01-03,Samsung Internet,44954
2024-01-03,Android Webview,25732
2024-01-03,(not set),15122
2024-01-03,Opera,5022
2024-01-03,Whale Browser,1489
2024-01-03,Mozilla Compatible Agent,1117
2024-01-03,Amazon Silk,963
2024-01-03,Internet Explorer,430
2024-01-03,YaBrowser,390
2024-01-03,UC Browser,175
2024-01-03,Android Runtime,117
2024-01-03,Opera Mini,95
2024-01-03,Coc Coc,94
2024-01-03,Aloha Browser,37
2024-01-03,Mozilla,25
2024-01-03,Seznam,16
2024-01-03,DuckDuckGo Browser,11
2024-01-03,Meta Quest Browser,11
2024-01-03,Phoenix Browser,11
2024-01-03,Android Browser,7
2024-01-03,Waterfox,7
2024-01-03,SeaMonkey,6
2024-01-03,PaleMoon,3
2024-01-03,Maxthon,2
2024-01-03,Vivaldi,2
2024-01-03,AdobeAIR,1
2024-01-03,Lynx,1
2024-01-03,Puffin,1
2024-01-02,Chrome,1398121
2024-01-02,Safari,948684
2024-01-02,Edge,261010
2024-01-02,Safari (in-app),94954
2024-01-02,Firefox,48966
2024-01-02,Samsung Internet,44641
2024-01-02,Android Webview,24756
2024-01-02,(not set),14839
2024-01-02,Opera,4985
2024-01-02,Whale Browser,1524
2024-01-02,Mozilla Compatible Agent,1079
2024-01-02,Amazon Silk,966
2024-01-02,Internet Explorer,387
2024-01-02,YaBrowser,385
2024-01-02,UC Browser,156
2024-01-02,Android Runtime,97
2024-01-02,Opera Mini,88
2024-01-02,Coc Coc,80
2024-01-02,Mozilla,27
2024-01-02,Aloha Browser,24
2024-01-02,DuckDuckGo Browser,20
2024-01-02,Seznam,19
2024-01-02,Android Browser,10
2024-01-02,Meta Quest Browser,5
2024-01-02,Phoenix Browser,5
2024-01-02,SeaMonkey,5
2024-01-02,Lynx,3
2024-01-02,PaleMoon,3
2024-01-02,Netscape,2
2024-01-02,Puffin,2
2024-01-02,BlackBerry,1
2024-01-02,Galeon,1
2024-01-02,Iron,1
2024-01-02,MRCHROME,1
2024-01-02,NetFront,1
2024-01-02,OmniWeb,1
2024-01-01,Chrome,655168
2024-01-01,Safari,615298
2024-01-01,Edge,72995
2024-01-01,Safari (in-app),67147
2024-01-01,Samsung Internet,29485
2024-01-01,Firefox,22066
2024-01-01,Android Webview,18141
2024-01-01,(not set),14170
2024-01-01,Opera,3078
2024-01-01,Whale Browser,1106
2024-01-01,Mozilla Compatible Agent,807
2024-01-01,Amazon Silk,804
2024-01-01,YaBrowser,253
2024-01-01,Internet Explorer,239
2024-01-01,UC Browser,126
2024-01-01,Android Runtime,78
2024-01-01,Coc Coc,68
2024-01-01,Opera Mini,44
2024-01-01,Mozilla,40
2024-01-01,DuckDuckGo Browser,24
2024-01-01,Aloha Browser,22
2024-01-01,Android Browser,11
2024-01-01,PaleMoon,7
2024-01-01,Phoenix Browser,7
2024-01-01,Seznam,7
2024-01-01,Maxthon,6
2024-01-01,Meta Quest Browser,5
2024-01-01,Iron,4
2024-01-01,Puffin,4
2024-01-01,SeaMonkey,3
2024-01-01,Nintendo Browser,2
2024-01-01,Waterfox,2
2024-01-01,BlackBerry,1
2024-01-01,Vivaldi,1
2023-12-31,Chrome,525102
2023-12-31,Safari,495047
2023-12-31,Edge,54002
2023-12-31,Safari (in-app),45491
2023-12-31,Samsung Internet,24601
2023-12-31,Firefox,15790
