page_title,event_label,page,total_events
"Employment Eligibility Verification | USCIS",file_download,www.uscis.gov/i-9,69451
"Affidavit of Support Under Section 213A of the INA | USCIS",file_download,www.uscis.gov/i-864,35473
"Application to Register Permanent Residence or Adjust Status | USCIS",file_download,www.uscis.gov/i-485,31099
"Application for Employment Authorization | USCIS",file_download,www.uscis.gov/i-765,28450
"Petition for Alien Relative | USCIS",file_download,www.uscis.gov/i-130,25278
"Application for Naturalization | USCIS",file_download,www.uscis.gov/n-400,18847
"Study for the Test | USCIS",file_download,www.uscis.gov/citizenship/find-study-materials-and-resources/study-for-the-test,15433
"Application to Replace Permanent Resident Card (Green Card) | USCIS",file_download,www.uscis.gov/i-90,14260
I94 - Official Website,file_download,i94.cbp.dhs.gov/I94/#/home,13626
"Application for Travel Document | USCIS",file_download,www.uscis.gov/i-131,13545
"Request for Fee Waiver | USCIS",file_download,www.uscis.gov/i-912,12188
"Report of Immigration Medical Examination and Vaccination Record | USCIS",file_download,www.uscis.gov/i-693,11814
"Declaration of Financial Support | USCIS",file_download,www.uscis.gov/i-134,11749
"Petition to Remove Conditions on Residence | USCIS",file_download,www.uscis.gov/i-751,11251
"Alien’s Change of Address Card | USCIS",file_download,www.uscis.gov/ar-11,10080
"Application for Asylum and for Withholding of Removal | USCIS",file_download,www.uscis.gov/i-589,9539
CBP DTOPS - Checkout Payment Confirmation,file_download,dtops.cbp.dhs.gov/main/paymentReturn.html,9327
"100 Civics Questions and Answers for the 2008 Test with MP3 Audio (English version) | USCIS",file_download,www.uscis.gov/citizenship/find-study-materials-and-resources/study-for-the-test/100-civics-questions-and-answers-with-mp3-audio-english-version,8899
"Petition for Alien Fiancé(e) | USCIS",file_download,www.uscis.gov/i-129f,8751
"Form 6059B Customs Declaration - English (Fillable) | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/forms/form-6059b-customs-declaration-english-fillable,8031
"E-Notification of Application/Petition Acceptance | USCIS",file_download,www.uscis.gov/g-1145,7265
"Notice of Entry of Appearance as Attorney or Accredited Representative | USCIS",file_download,www.uscis.gov/g-28,7240
"Six-Month Validity Update | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/bulletins/six-month-validity-update,6881
"USCIS To Publish Revised Form I-9 | USCIS",file_download,www.uscis.gov/newsroom/alerts/uscis-to-publish-revised-form-i-9,6428
"Petition for a Nonimmigrant Worker | USCIS",file_download,www.uscis.gov/i-129,6381
"Consideration of Deferred Action for Childhood Arrivals | USCIS",file_download,www.uscis.gov/i-821d,6262
"Immigrant Petition for Alien Workers | USCIS",file_download,www.uscis.gov/i-140,5879
"Application to Extend/Change Nonimmigrant Status | USCIS",file_download,www.uscis.gov/i-539,5689
"Contract Between Sponsor and Household Member | USCIS",file_download,www.uscis.gov/i-864a,5596
"Authorization for Credit Card Transactions | USCIS",file_download,www.uscis.gov/g-1450,4891
Checklist NMC,file_download,www.dco.uscg.mil/nmc/checklist/,4875
Merchant Mariner Credential NMC,file_download,www.dco.uscg.mil/nmc/merchant_mariner_credential/,4727
"TSA PreCheck® | Transportation Security Administration",file_download,www.tsa.gov/precheck,4704
"Immigration and Citizenship Data | USCIS",file_download,www.uscis.gov/tools/reports-and-studies/immigration-and-citizenship-data,4611
"My personal information has changed. How do I update my information so that I can continue to receive TSA PreCheck®? | Transportation Security Administration",file_download,www.tsa.gov/travel/frequently-asked-questions/my-personal-information-has-changed-how-do-i-update-my,4522
"Form I-94 Arrival/Departure Record | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/forms/form-i-94-arrivaldeparture-record,4175
"Application for Temporary Protected Status | USCIS",file_download,www.uscis.gov/i-821,3773
"Application for Action on an Approved Application or Petition | USCIS",file_download,www.uscis.gov/i-824,3623
"AAO Non-Precedent Decisions | USCIS",file_download,www.uscis.gov/administrative-appeals/aao-decisions/aao-non-precedent-decisions,3615
CBP DTOPS - Purchasing - Orders (History),file_download,dtops.cbp.dhs.gov/main/pendingOrder.htm,3572
"Fee Schedule | USCIS",file_download,www.uscis.gov/g-1055,3555
"Green Card | USCIS",file_download,www.uscis.gov/green-card,3546
"Application for Certificate of Citizenship | USCIS",file_download,www.uscis.gov/n-600,3537
"Build A Kit | Ready.gov",file_download,www.ready.gov/kit,3532
I94 - Sitio web oficial,file_download,i94.cbp.dhs.gov/I94/#/home,3478
"10 Steps to Naturalization | USCIS",file_download,www.uscis.gov/citizenship/learn-about-citizenship/10-steps-to-naturalization,3355
CVC-2 Detentions,file_download,www.dco.uscg.mil/Our-Organization/Assistant-Commandant-for-Prevention-Policy-CG-5P/Inspections-Compliance-CG-5PC-/Commercial-Vessel-Compliance/Foreign-Offshore-Compliance-Division/Port-State-Control/Detentions/#119,3271
"Application for Waiver of Grounds of Inadmissibility | USCIS",file_download,www.uscis.gov/i-601,3263
"Solicitud de Autorización de Empleo | USCIS",file_download,www.uscis.gov/es/i-765,3194
"Secure Cloud Business Applications (SCuBA) Project | CISA",file_download,www.cisa.gov/resources-tools/services/secure-cloud-business-applications-scuba-project,3055
"Medical Certification for Disability Exceptions | USCIS",file_download,www.uscis.gov/n-648,3005
"Request for Exemption for Intending Immigrant's Affidavit of Support | USCIS",file_download,www.uscis.gov/i-864w,2942
National Vessel Documentation Center - Instructions and Forms,file_download,www.dco.uscg.mil/Our-Organization/Assistant-Commandant-for-Prevention-Policy-CG-5P/Inspections-Compliance-CG-5PC-/National-Vessel-Documentation-Center/Instructions-and-Forms/,2916
"Affidavit of Support Under Section 213A of the Act | USCIS",file_download,www.uscis.gov/i-864ez,2735
"Solicitud de Asilo y de Suspensión de Remoción | USCIS",file_download,www.uscis.gov/es/i-589,2493
"Solicitud de Registro de Residencia Permanente o Ajustar Estatus | USCIS",file_download,www.uscis.gov/es/i-485,2410
"Application for Replacement Naturalization/Citizenship Document | USCIS",file_download,www.uscis.gov/n-565,2332
"Certification of Origin Template | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/guidance/certification-origin-template,2309
"Petición de Familiar Extranjero | USCIS",file_download,www.uscis.gov/es/i-130,2292
Careers,file_download,www.secretservice.gov/careers,2236
"Petition for Amerasian, Widow(er), or Special Immigrant | USCIS",file_download,www.uscis.gov/i-360,2163
"Petition for U Nonimmigrant Status | USCIS",file_download,www.uscis.gov/I-918,2131
"100 Civics Questions and Answers with MP3 Audio (Spanish version) | USCIS",file_download,www.uscis.gov/100-civics-questions-and-answers-with-mp3-audio-spanish-version-0,2118
"Immigration and Citizenship Data | USCIS",file_download,www.uscis.gov/tools/reports-and-studies/immigration-and-citizenship-data?query=,2053
"Notice of Appeal or Motion | USCIS",file_download,www.uscis.gov/i-290b,2013
"Handbook for Employers M-274 | USCIS",file_download,www.uscis.gov/i-9-central/form-i-9-resources/handbook-for-employers-m-274,2006
"Citizenship Resources in Text-Only Format | USCIS",file_download,www.uscis.gov/citizenship-resource-center/find-study-materials-and-resources/study-for-the-test/citizenship-resources-in-text-only-format,1985
"Assistance to Firefighters Grants Documents | FEMA.gov",file_download,www.fema.gov/grants/preparedness/firefighters/assistance-grants/documents,1868
"CBP Traveler Entry Forms | U.S. Customs and Border Protection",file_download,www.cbp.gov/travel/clearing-cbp/traveler-entry-form,1781
"Form I-736 - Guam CNMI Visa Waiver Information (English) | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/forms/form-i-736-guam-cnmi-visa-waiver-information-english,1774
Forms NMC,file_download,www.dco.uscg.mil/nmc/forms/,1764
"Claims | Transportation Security Administration",file_download,www.tsa.gov/travel/passenger-support/claims,1739
"Record of Abandonment of Lawful Permanent Resident Status | USCIS",file_download,www.uscis.gov/i-407,1698
"Tarjeta de Cambio de Dirección de Extranjero | USCIS",file_download,www.uscis.gov/es/ar-11,1646
Medical Certificate,file_download,www.dco.uscg.mil/nmc/medical_certificate/,1550
"Filing Fees | USCIS",file_download,www.uscis.gov/forms/filing-fees,1539
"Pay With a Credit Card | USCIS",file_download,www.uscis.gov/pay-with-a-credit-card,1436
"Application for Provisional Unlawful Presence Waiver | USCIS",file_download,www.uscis.gov/i-601a,1397
"Supplement A to Form I-485, Adjustment of Status Under Section 245(i) | USCIS",file_download,www.uscis.gov/i-485supa,1373
"Disabilities and Medical Conditions | Transportation Security Administration",file_download,www.tsa.gov/travel/special-procedures,1308
"Naturalization Test Redesign Development 2022 | USCIS",file_download,www.uscis.gov/citizenship-resource-center/naturalization-test-and-study-resources/naturalization-test-redesign-development-2022,1286
"Solicitud de Naturalización | USCIS",file_download,www.uscis.gov/es/n-400,1271
"Application for Carrier Documentation | USCIS",file_download,www.uscis.gov/i-131a,1214
"Refugee/Asylee Relative Petition | USCIS",file_download,www.uscis.gov/i-730,1185
"USCIS Updates Policy Guidance for International Students | USCIS",file_download,www.uscis.gov/newsroom/alerts/uscis-updates-policy-guidance-for-international-students,1182
"Application for Permission to Reapply for Admission into the United States After Deportation or Removal | USCIS",file_download,www.uscis.gov/i-212,1172
"Form I-94W - Visa Waiver Arrival/Departure Record | U.S. Customs and Border Protection",file_download,www.cbp.gov/document/forms/form-i-94w-visa-waiver-arrivaldeparture-record,1170
"Declaración Jurada de Patrocinio Económico bajo la Sección 213A de la Ley | USCIS",file_download,www.uscis.gov/es/i-864,1149
"Request for Premium Processing Service | USCIS",file_download,www.uscis.gov/i-907,1147
"Plan Ahead for Disasters | Ready.gov",file_download,www.ready.gov/,1145
"Elevation Certificate | FEMA.gov",file_download,www.fema.gov/glossary/elevation-certificate,1141
