date,device,visits
2024-01-04,mobile,1404777
2024-01-04,desktop,1362006
2024-01-04,tablet,25015
2024-01-04,smart tv,86
2024-01-03,mobile,1428730
2024-01-03,desktop,1426609
2024-01-03,tablet,26595
2024-01-03,smart tv,83
2024-01-02,mobile,1444002
2024-01-02,desktop,1371879
2024-01-02,tablet,26641
2024-01-02,smart tv,94
2024-01-01,mobile,975731
2024-01-01,desktop,525127
2024-01-01,tablet,22199
2024-01-01,smart tv,63
2023-12-31,mobile,762928
2023-12-31,desktop,392805
2023-12-31,tablet,14775
2023-12-31,smart tv,33
2023-12-30,mobile,1002298
2023-12-30,desktop,482888
2023-12-30,tablet,17358
2023-12-30,smart tv,45
2023-12-29,mobile,1198061
2023-12-29,desktop,815352
2023-12-29,tablet,19402
2023-12-29,smart tv,72
2023-12-28,mobile,1364345
2023-12-28,desktop,952875
2023-12-28,tablet,21031
2023-12-28,smart tv,90
2023-12-27,mobile,1452890
2023-12-27,desktop,993181
2023-12-27,tablet,21505
2023-12-27,smart tv,68
2023-12-26,mobile,1241336
2023-12-26,desktop,833802
2023-12-26,tablet,19711
2023-12-26,smart tv,62
2023-12-25,mobile,859152
2023-12-25,desktop,397053
2023-12-25,tablet,13707
2023-12-25,smart tv,59
2023-12-24,mobile,760966
2023-12-24,desktop,338204
2023-12-24,tablet,12881
2023-12-24,smart tv,47
2023-12-23,mobile,922061
2023-12-23,desktop,425417
2023-12-23,tablet,15589
2023-12-23,smart tv,40
2023-12-22,mobile,1122020
2023-12-22,desktop,828179
2023-12-22,tablet,17679
2023-12-22,smart tv,57
2023-12-21,mobile,1195191
2023-12-21,desktop,1028274
2023-12-21,tablet,18527
2023-12-21,smart tv,64
2023-12-20,mobile,1185084
2023-12-20,desktop,1147723
2023-12-20,tablet,19233
2023-12-20,smart tv,49
2023-12-19,mobile,1207568
2023-12-19,desktop,1202677
2023-12-19,tablet,19867
2023-12-19,smart tv,68
2023-12-18,desktop,1258858
2023-12-18,mobile,1241952
2023-12-18,tablet,21080
2023-12-18,smart tv,69
2023-12-17,mobile,977926
2023-12-17,desktop,551639
2023-12-17,tablet,17915
2023-12-17,smart tv,49
2023-12-16,mobile,979667
2023-12-16,desktop,522275
2023-12-16,tablet,16318
2023-12-16,smart tv,48
2023-12-15,mobile,1146436
2023-12-15,desktop,998330
2023-12-15,tablet,18091
2023-12-15,smart tv,60
2023-12-14,mobile,1270535
2023-12-14,desktop,1182898
2023-12-14,tablet,19673
2023-12-14,smart tv,65
2023-12-13,mobile,1396656
2023-12-13,desktop,1226902
2023-12-13,tablet,20076
2023-12-13,smart tv,68
2023-12-12,mobile,1281826
2023-12-12,desktop,1271702
2023-12-12,tablet,21533
2023-12-12,smart tv,57
2023-12-11,mobile,1364499
2023-12-11,desktop,1357365
2023-12-11,tablet,24664
2023-12-11,smart tv,71
2023-12-10,mobile,995750
2023-12-10,desktop,556395
2023-12-10,tablet,20703
2023-12-10,smart tv,56
2023-12-09,mobile,946469
2023-12-09,desktop,521903
2023-12-09,tablet,18476
2023-12-09,smart tv,38
2023-12-08,mobile,1140196
2023-12-08,desktop,1012783
2023-12-08,tablet,18694
2023-12-08,smart tv,60
2023-12-07,mobile,1216087
2023-12-07,desktop,1202569
2023-12-07,tablet,21263
2023-12-07,smart tv,56
2023-12-06,desktop,1265508
2023-12-06,mobile,1234508
2023-12-06,tablet,21843
2023-12-06,smart tv,57
