date,browser,os_version,visits
2024-01-04,Internet Explorer,10,136
2024-01-03,Internet Explorer,10,158
2024-01-02,Internet Explorer,10,143
2023-12-29,Internet Explorer,10,110
2023-12-28,Internet Explorer,10,118
2023-12-27,Internet Explorer,10,129
2023-12-26,Internet Explorer,10,124
2023-12-22,Internet Explorer,10,137
2023-12-21,Internet Explorer,10,164
2023-12-20,Internet Explorer,10,162
2023-12-19,Internet Explorer,10,151
2023-12-18,Internet Explorer,10,152
2023-12-16,Internet Explorer,10,103
2023-12-15,Internet Explorer,10,145
2023-12-14,Internet Explorer,10,147
2023-12-13,Internet Explorer,10,140
2023-12-12,Internet Explorer,10,179
2023-12-11,Internet Explorer,10,154
2023-12-10,Internet Explorer,10,121
2023-12-08,Internet Explorer,10,165
2023-12-07,Internet Explorer,10,199
2023-12-06,Internet Explorer,10,175
2023-12-05,Internet Explorer,10,205
2023-12-04,Internet Explorer,2000,3488
2023-12-04,Internet Explorer,10,157
2023-12-03,Internet Explorer,2000,115
2023-12-03,Internet Explorer,10,111
2023-12-01,Internet Explorer,10,154
2023-11-30,Internet Explorer,10,170
2023-11-29,Internet Explorer,10,177
2023-11-28,Internet Explorer,2000,385
2023-11-28,Internet Explorer,10,210
2023-11-27,Internet Explorer,2000,268
2023-11-27,Internet Explorer,10,173
2023-11-26,Internet Explorer,10,102
2023-11-24,Internet Explorer,10,126
2023-11-23,Internet Explorer,10,137
2023-11-22,Internet Explorer,10,201
2023-11-21,Internet Explorer,10,250
2023-11-20,Internet Explorer,10,222
2023-11-19,Internet Explorer,10,124
2023-11-17,Internet Explorer,10,147
2023-11-16,Internet Explorer,10,222
2023-11-15,Internet Explorer,10,644
2023-11-14,Internet Explorer,10,176
2023-11-13,Internet Explorer,10,177
2023-11-12,Internet Explorer,10,117
2023-11-10,Internet Explorer,10,176
2023-11-09,Internet Explorer,10,175
2023-11-08,Internet Explorer,10,183
2023-11-07,Internet Explorer,10,209
2023-11-06,Internet Explorer,10,244
2023-11-05,Internet Explorer,10,121
2023-11-03,Internet Explorer,10,230
2023-11-02,Internet Explorer,10,224
2023-11-01,Internet Explorer,10,212
2023-10-31,Internet Explorer,10,220
2023-10-30,Internet Explorer,10,212
2023-10-29,Internet Explorer,10,118
2023-10-27,Internet Explorer,10,250
2023-10-26,Internet Explorer,10,256
2023-10-25,Internet Explorer,10,258
2023-10-24,Internet Explorer,10,256
2023-10-23,Internet Explorer,10,245
2023-10-22,Internet Explorer,10,108
2023-10-20,Internet Explorer,10,207
2023-10-19,Internet Explorer,10,228
2023-10-18,Internet Explorer,10,238
2023-10-17,Internet Explorer,10,257
2023-10-16,Internet Explorer,10,240
2023-10-15,Internet Explorer,10,130
2023-10-13,Internet Explorer,10,223
2023-10-12,Internet Explorer,10,239
2023-10-11,Internet Explorer,10,234
2023-10-10,Internet Explorer,10,286
2023-10-09,Internet Explorer,10,238
2023-10-08,Internet Explorer,10,123
2023-10-07,Internet Explorer,10,165
