date,browser,visits
2024-01-04,Chrome,1452332
2024-01-04,Safari,580394
2024-01-04,Edge,366788
2024-01-04,Firefox,64255
2024-01-04,Android Webview,19894
2024-01-04,Samsung Internet,19746
2024-01-04,Safari (in-app),15227
2024-01-04,Internet Explorer,5477
2024-01-04,(not set),3712
2024-01-04,Amazon Silk,2617
2024-01-04,Opera,2502
2024-01-04,Mozilla Compatible Agent,1410
2024-01-04,YaBrowser,234
2024-01-03,Chrome,1527635
2024-01-03,Safari,600392
2024-01-03,Edge,359057
2024-01-03,Firefox,64435
2024-01-03,Android Webview,19031
2024-01-03,Safari (in-app),18151
2024-01-03,Samsung Internet,18038
2024-01-03,(not set),3954
2024-01-03,Opera,2550
2024-01-03,Amazon Silk,2372
2024-01-03,Mozilla Compatible Agent,967
2024-01-03,Internet Explorer,888
2024-01-03,YaBrowser,265
2024-01-03,Whale Browser,119
2024-01-02,Chrome,1456110
2024-01-02,Safari,619783
2024-01-02,Edge,375491
2024-01-02,Firefox,69213
2024-01-02,Safari (in-app),21494
2024-01-02,Samsung Internet,18901
2024-01-02,Android Webview,18123
2024-01-02,(not set),3828
2024-01-02,Opera,2556
2024-01-02,Amazon Silk,2508
2024-01-02,Mozilla Compatible Agent,1013
2024-01-02,Internet Explorer,951
2024-01-02,YaBrowser,226
2024-01-02,Whale Browser,130
2024-01-01,Chrome,657141
2024-01-01,Safari,389256
2024-01-01,Edge,109657
2024-01-01,Firefox,31229
2024-01-01,Safari (in-app),14096
2024-01-01,Android Webview,12822
2024-01-01,Samsung Internet,12062
2024-01-01,(not set),3363
2024-01-01,Amazon Silk,1868
2024-01-01,Opera,1517
2024-01-01,Mozilla Compatible Agent,857
2024-01-01,Internet Explorer,606
2024-01-01,YaBrowser,124
2023-12-31,Chrome,499543
2023-12-31,Safari,263658
2023-12-31,Edge,77217
2023-12-31,Firefox,19871
2023-12-31,Android Webview,11722
2023-12-31,Samsung Internet,9003
2023-12-31,Safari (in-app),7092
2023-12-31,(not set),2951
2023-12-31,Amazon Silk,1389
2023-12-31,Opera,1023
2023-12-31,Mozilla Compatible Agent,722
2023-12-31,Internet Explorer,531
2023-12-31,YaBrowser,103
2023-12-30,Chrome,595609
2023-12-30,Safari,321705
2023-12-30,Edge,89577
2023-12-30,Firefox,25027
2023-12-30,Android Webview,13650
2023-12-30,Samsung Internet,10856
2023-12-30,Safari (in-app),8734
2023-12-30,(not set),3146
2023-12-30,Amazon Silk,1569
2023-12-30,Opera,1138
2023-12-30,Mozilla Compatible Agent,734
2023-12-30,Internet Explorer,549
2023-12-30,YaBrowser,163
2023-12-29,Chrome,946876
2023-12-29,Safari,430615
2023-12-29,Edge,197239
2023-12-29,Firefox,39764
2023-12-29,Samsung Internet,14751
2023-12-29,Android Webview,14278
2023-12-29,Internet Explorer,10917
2023-12-29,Safari (in-app),10654
2023-12-29,(not set),3260
2023-12-29,Amazon Silk,1959
2023-12-29,Opera,1679
2023-12-29,Mozilla Compatible Agent,763
2023-12-29,YaBrowser,259
2023-12-28,Chrome,1094636
2023-12-28,Safari,452574
2023-12-28,Edge,244589
2023-12-28,Firefox,45531
2023-12-28,Samsung Internet,15730
2023-12-28,Android Webview,14846
2023-12-28,Safari (in-app),12173
2023-12-28,Internet Explorer,4048
2023-12-28,(not set),3174
2023-12-28,Amazon Silk,1836
2023-12-28,Opera,1808
2023-12-28,Mozilla Compatible Agent,889
2023-12-28,YaBrowser,305
2023-12-27,Chrome,1055525
2023-12-27,Safari,437408
2023-12-27,Edge,237682
2023-12-27,Firefox,44512
2023-12-27,Samsung Internet,15230
