date,os_version,visits
2015-09-18,(not set),1087
2015-09-18,10,808672
2015-09-18,7,6825657
2015-09-18,8,154414
2015-09-18,8.1,1335218
2015-09-18,Server 2003,9402
2015-09-18,Vista,225964
2015-09-18,XP,392288
2015-09-19,(not set),1111
2015-09-19,10,647518
2015-09-19,7,2345251
2015-09-19,8,110648
2015-09-19,8.1,959223
2015-09-19,Server 2003,3130
2015-09-19,Vista,171509
2015-09-19,XP,223495
2015-09-20,(not set),1219
2015-09-20,10,741446
2015-09-20,7,2490777
2015-09-20,8,127865
2015-09-20,8.1,1134107
2015-09-20,Server 2003,2536
2015-09-20,Vista,181929
2015-09-20,XP,220707
2015-09-21,(not set),1082
2015-09-21,10,1008376
2015-09-21,7,8346141
2015-09-21,8,198663
2015-09-21,8.1,1804793
2015-09-21,Server 2003,10116
2015-09-21,Vista,255849
2015-09-21,XP,484967
2015-09-22,(not set),1093
2015-09-22,10,974051
2015-09-22,7,8126600
2015-09-22,8,191436
2015-09-22,8.1,1626124
2015-09-22,Server 2003,10247
2015-09-22,Vista,244469
2015-09-22,XP,460473
2015-09-23,(not set),1042
2015-09-23,10,969928
2015-09-23,7,7799536
2015-09-23,8,185482
2015-09-23,8.1,1598315
2015-09-23,Server 2003,9517
2015-09-23,Vista,239343
2015-09-23,XP,436720
2015-09-24,(not set),1018
2015-09-24,10,940666
2015-09-24,7,7592443
2015-09-24,8,175810
2015-09-24,8.1,1544590
2015-09-24,Server 2003,9206
2015-09-24,Vista,231285
2015-09-24,XP,421943
2015-09-25,(not set),1002
2015-09-25,10,862501
2015-09-25,7,6599234
2015-09-25,8,154242
2015-09-25,8.1,1398482
2015-09-25,Server 2003,8487
2015-09-25,Vista,212049
2015-09-25,XP,390471
2015-09-26,(not set),1019
2015-09-26,10,700899
2015-09-26,7,2343205
2015-09-26,8,110952
2015-09-26,8.1,993312
2015-09-26,Server 2003,2933
2015-09-26,Vista,170178
2015-09-26,XP,218500
2015-09-27,(not set),1134
2015-09-27,10,1104355
2015-09-27,7,3098710
2015-09-27,8,169471
2015-09-27,8.1,1427201
2015-09-27,Server 2003,2966
2015-09-27,Vista,224902
2015-09-27,XP,265263
2015-09-28,(not set),1186
2015-09-28,10,1368406
2015-09-28,7,9348357
2015-09-28,8,228886
2015-09-28,8.1,2039710
2015-09-28,Server 2003,10980
2015-09-28,Vista,287655
2015-09-28,XP,535542
2015-09-29,(not set),1225
2015-09-29,10,1185728
2015-09-29,7,9186208
2015-09-29,8,222201
2015-09-29,8.1,1911099
2015-09-29,Server 2003,11082
2015-09-29,Vista,278903
2015-09-29,XP,541759
2015-09-30,(not set),1179
2015-09-30,10,1132345
2015-09-30,7,8812163
2015-09-30,8,203920
2015-09-30,8.1,1856924
2015-09-30,Server 2003,10277
2015-09-30,Vista,272357
2015-09-30,XP,485883
2015-10-01,(not set),1351
2015-10-01,10,1177894
2015-10-01,7,8986750
2015-10-01,8,213220
2015-10-01,8.1,1822307
2015-10-01,Server 2003,10656
2015-10-01,Vista,275493
2015-10-01,XP,517901
2015-10-02,(not set),1388
2015-10-02,10,1050346
2015-10-02,7,7628006
2015-10-02,8,188158
2015-10-02,8.1,1545558
2015-10-02,Server 2003,9001
2015-10-02,Vista,250717
2015-10-02,XP,477208
2015-10-03,(not set),1209
2015-10-03,10,849895
2015-10-03,7,2865002
2015-10-03,8,138364
2015-10-03,8.1,1192280
2015-10-03,Server 2003,3474
2015-10-03,Vista,204444
2015-10-03,XP,296043
2015-10-04,(not set),1321
2015-10-04,10,936359
2015-10-04,7,2917998
2015-10-04,8,151252
2015-10-04,8.1,1299971
2015-10-04,Server 2003,2860
2015-10-04,Vista,206186
2015-10-04,XP,275186
2015-10-05,(not set),1316
2015-10-05,10,1177838
2015-10-05,7,8640726
2015-10-05,8,215234
2015-10-05,8.1,1859642
2015-10-05,Server 2003,9726
2015-10-05,Vista,261080
2015-10-05,XP,512260
2015-10-06,(not set),1099
2015-10-06,10,1123496
2015-10-06,7,8462896
2015-10-06,8,210168
2015-10-06,8.1,1830276
2015-10-06,Server 2003,10016
2015-10-06,Vista,249581
2015-10-06,XP,495437
2015-10-07,(not set),1161
2015-10-07,10,1125042
2015-10-07,7,8322251
2015-10-07,8,206398
2015-10-07,8.1,1747094
2015-10-07,Server 2003,10005
2015-10-07,Vista,247235
2015-10-07,XP,489065
2015-10-08,(not set),1160
2015-10-08,10,1103560
2015-10-08,7,8070439
2015-10-08,8,196432
2015-10-08,8.1,1665216
2015-10-08,Server 2003,9502
2015-10-08,Vista,242948
2015-10-08,XP,476439
2015-10-09,(not set),1200
2015-10-09,10,976244
2015-10-09,7,6795857
2015-10-09,8,169807
2015-10-09,8.1,1473222
2015-10-09,Server 2003,8746
2015-10-09,Vista,223747
2015-10-09,XP,426644
2015-10-10,(not set),1034
2015-10-10,10,766773
2015-10-10,7,2468371
2015-10-10,8,124865
2015-10-10,8.1,1121600
2015-10-10,Server 2003,3082
2015-10-10,Vista,169116
2015-10-10,XP,256568
2015-10-11,(not set),1076
2015-10-11,10,855086
2015-10-11,7,2573543
2015-10-11,8,137423
2015-10-11,8.1,1190435
2015-10-11,Server 2003,2701
2015-10-11,Vista,178302
2015-10-11,XP,243635
2015-10-12,(not set),1214
2015-10-12,10,1149669
2015-10-12,7,6497006
2015-10-12,8,199892
2015-10-12,8.1,1671037
