date,language,visits
2024-01-04,English,268784
2024-01-04,Chinese,4883
2024-01-04,Spanish,2908
2024-01-04,German,1957
2024-01-04,French,1732
2024-01-04,Japanese,1728
2024-01-04,Russian,1027
2024-01-04,Dutch,1000
2024-01-04,Korean,997
2024-01-04,Danish,885
2024-01-04,Italian,703
2024-01-04,(other),678
2024-01-04,Portuguese,529
2024-01-04,Swedish,486
2024-01-04,Norwegian Bokmål,427
2024-01-04,Arabic,387
2024-01-04,Polish,338
2024-01-04,Turkish,288
2024-01-04,Ukrainian,280
2024-01-04,Hebrew,148
2024-01-04,Finnish,144
2024-01-04,Vietnamese,144
2024-01-04,Czech,116
2024-01-04,Greek,107
2024-01-04,Indonesian,106
2024-01-04,Hungarian,103
2024-01-04,Romanian,77
2024-01-04,Slovak,72
2024-01-04,Thai,64
2024-01-04,Croatian,35
2024-01-04,Bulgarian,34
2024-01-04,Catalan,34
2024-01-04,Persian,30
2024-01-04,Slovenian,29
2024-01-04,Serbian,27
2024-01-04,Lithuanian,23
2024-01-04,Estonian,21
2024-01-04,Latvian,12
2024-01-04,Uzbek,9
2024-01-04,Icelandic,8
2024-01-04,Albanian,7
2024-01-04,Azerbaijani,7
2024-01-04,Amharic,6
2024-01-04,Hindi,6
2024-01-04,Norwegian,6
2024-01-04,Armenian,4
2024-01-04,Bengali,4
2024-01-04,Tamil,4
2024-01-04,Telugu,4
2024-01-04,Afrikaans,3
2024-01-04,Basque,3
2024-01-04,Bosnian,3
2024-01-04,Macedonian,3
2024-01-04,Malay,3
2024-01-04,Marathi,3
2024-01-04,Mongolian,3
2024-01-04,Belarusian,2
2024-01-04,Burmese,2
2024-01-04,Central Khmer,2
2024-01-04,Corsican,2
2024-01-04,Georgian,2
2024-01-04,Igbo,2
2024-01-04,Irish,2
2024-01-04,Malayalam,2
2024-01-04,Maori,2
2024-01-04,Sinhala,2
2024-01-04,Western Frisian,2
2024-01-04,Zulu,2
2024-01-04,Breton,1
2024-01-04,Faroese,1
2024-01-04,Gujarati,1
2024-01-04,Somali,1
2024-01-04,Tibetan,1
2024-01-04,Tigrinya,1
2024-01-04,Welsh,1
2024-01-03,English,257374
2024-01-03,Chinese,3881
2024-01-03,Spanish,2773
2024-01-03,Japanese,1891
2024-01-03,German,1856
2024-01-03,French,1646
2024-01-03,Danish,1182
2024-01-03,Dutch,892
2024-01-03,Korean,780
2024-01-03,Portuguese,773
2024-01-03,Russian,733
2024-01-03,Italian,698
2024-01-03,(other),601
2024-01-03,Arabic,567
