date,os_version,visits
2024-01-04,10,58666
2024-01-04,11,21714
2024-01-04,7,3237
2024-01-04,8.1,873
2024-01-04,8,297
2024-01-04,(not set),28
2024-01-04,XP,26
2024-01-04,Vista,18
2024-01-04,NT,4
2024-01-04,Server 2003,3
2024-01-03,10,51626
2024-01-03,11,20800
2024-01-03,7,2461
2024-01-03,8.1,560
2024-01-03,8,189
2024-01-03,(not set),25
2024-01-03,XP,25
2024-01-03,Vista,12
2024-01-03,NT,3
2024-01-03,CE,1
2024-01-03,Server 2003,1
2024-01-02,10,43447
2024-01-02,11,17100
2024-01-02,7,1950
2024-01-02,8.1,403
2024-01-02,8,151
2024-01-02,(not set),27
2024-01-02,XP,24
2024-01-02,Vista,6
2024-01-02,NT,3
2024-01-02,Server 2003,1
2024-01-01,10,32637
2024-01-01,11,7130
2024-01-01,7,973
2024-01-01,8.1,210
2024-01-01,8,74
2024-01-01,(not set),26
2024-01-01,XP,22
2024-01-01,Vista,9
2024-01-01,NT,5
2024-01-01,Server 2003,1
2023-12-31,10,10259
2023-12-31,11,5519
2023-12-31,7,1112
2023-12-31,8.1,288
2023-12-31,8,113
2023-12-31,(not set),25
2023-12-31,XP,18
2023-12-31,Vista,8
2023-12-31,NT,5
2023-12-31,Server 2003,2
2023-12-31,98,1
2023-12-31,CE,1
2023-12-30,10,12822
2023-12-30,11,6864
2023-12-30,7,1487
2023-12-30,8.1,396
2023-12-30,8,133
2023-12-30,(not set),28
2023-12-30,XP,25
2023-12-30,NT,7
2023-12-30,Vista,4
2023-12-30,CE,1
2023-12-30,Server 2003,1
2023-12-29,10,25369
2023-12-29,11,10784
2023-12-29,7,1755
2023-12-29,8.1,448
2023-12-29,8,169
2023-12-29,XP,28
2023-12-29,(not set),26
2023-12-29,Vista,6
2023-12-29,NT,5
2023-12-29,2000,1
2023-12-29,Server 2003,1
2023-12-28,10,27043
2023-12-28,11,10969
2023-12-28,7,2227
2023-12-28,8.1,520
2023-12-28,8,211
2023-12-28,(not set),28
2023-12-28,XP,22
2023-12-28,Vista,8
2023-12-28,Server 2003,3
2023-12-28,NT,2
2023-12-27,10,28748
2023-12-27,11,11328
2023-12-27,7,3093
2023-12-27,8.1,777
2023-12-27,8,281
2023-12-27,XP,32
2023-12-27,(not set),31
2023-12-27,Vista,10
2023-12-27,NT,5
2023-12-27,98,1
2023-12-27,CE,1
2023-12-26,10,24518
2023-12-26,11,9480
2023-12-26,7,2204
2023-12-26,8.1,514
2023-12-26,8,183
2023-12-26,XP,37
2023-12-26,(not set),26
2023-12-26,Vista,12
2023-12-26,NT,7
2023-12-26,Server 2003,2
2023-12-25,10,10642
2023-12-25,11,5083
2023-12-25,7,1125
2023-12-25,8.1,193
2023-12-25,8,52
2023-12-25,(not set),41
2023-12-25,XP,22
2023-12-25,NT,4
2023-12-25,Vista,4
2023-12-25,Server 2003,1
2023-12-24,10,11389
2023-12-24,11,5269
2023-12-24,7,1351
2023-12-24,8.1,315
2023-12-24,8,84
2023-12-24,(not set),37
2023-12-24,XP,30
2023-12-24,Vista,6
2023-12-24,NT,4
2023-12-24,98,1
2023-12-23,10,16885
2023-12-23,11,6883
2023-12-23,7,1943
2023-12-23,8.1,313
2023-12-23,8,113
2023-12-23,XP,29
2023-12-23,(not set),28
2023-12-23,Vista,9
2023-12-23,NT,5
2023-12-23,98,1
2023-12-23,CE,1
2023-12-22,10,41629
2023-12-22,11,16144
2023-12-22,7,2266
2023-12-22,8.1,438
2023-12-22,8,147
2023-12-22,XP,36
2023-12-22,(not set),24
2023-12-22,Vista,15
2023-12-22,2000,3
2023-12-22,Server 2003,3
2023-12-22,98,2
2023-12-22,CE,2
2023-12-22,NT,2
2023-12-21,10,49762
2023-12-21,11,16641
2023-12-21,7,2944
2023-12-21,8.1,767
2023-12-21,8,262
2023-12-21,(not set),28
2023-12-21,XP,22
2023-12-21,Vista,20
2023-12-21,Server 2003,5
2023-12-21,NT,4
2023-12-21,2000,1
2023-12-20,10,65042
2023-12-20,11,19770
2023-12-20,7,10117
2023-12-20,8.1,3057
2023-12-20,8,1361
2023-12-20,XP,38
2023-12-20,(not set),28
2023-12-20,Vista,10
2023-12-20,Server 2003,6
2023-12-20,NT,2
2023-12-20,95,1
2023-12-19,10,53161
2023-12-19,11,20676
2023-12-19,7,3552
2023-12-19,8.1,919
2023-12-19,8,342
2023-12-19,(not set),36
2023-12-19,XP,25
2023-12-19,Vista,14
2023-12-19,Server 2003,7
2023-12-19,NT,2
2023-12-19,CE,1
2023-12-18,10,50931
2023-12-18,11,20192
2023-12-18,7,4154
2023-12-18,8.1,1095
2023-12-18,8,436
2023-12-18,(not set),34
2023-12-18,XP,26
2023-12-18,Vista,9
2023-12-18,NT,5
2023-12-18,2000,1
2023-12-18,CE,1
2023-12-17,10,17434
2023-12-17,11,10041
