date,browser,os,visits
2024-01-04,Safari,iOS,71352
2024-01-04,Chrome,Windows,60627
2024-01-04,Chrome,Android,59879
2024-01-04,Safari,Macintosh,19689
2024-01-04,Chrome,Chrome OS,18279
2024-01-04,Edge,Windows,18190
2024-01-04,Chrome,Macintosh,15309
2024-01-04,Chrome,iOS,7391
2024-01-04,Chrome,Linux,5788
2024-01-04,Safari (in-app),iOS,4052
2024-01-04,Samsung Internet,Android,3580
2024-01-04,Firefox,Windows,3180
2024-01-04,Android Webview,Android,2301
2024-01-04,Firefox,Macintosh,1170
2024-01-04,Firefox,Android,566
2024-01-04,Safari,Linux,496
2024-01-04,Opera,Windows,491
2024-01-04,Amazon Silk,Android,305
2024-01-04,Firefox,Linux,270
2024-01-04,Edge,Android,260
2024-01-04,(not set),(not set),235
2024-01-04,Edge,Linux,223
2024-01-04,Opera,Android,165
2024-01-04,Lynx,(not set),154
2024-01-04,Edge,Macintosh,146
2024-01-04,Internet Explorer,Windows,142
2024-01-04,Mozilla Compatible Agent,Macintosh,109
2024-01-04,YaBrowser,Windows,76
2024-01-04,Android Runtime,Android,75
2024-01-04,Samsung Internet,Linux,73
2024-01-04,Mozilla,Linux,47
2024-01-04,Opera Mini,(not set),42
2024-01-04,YaBrowser,Android,32
2024-01-04,Opera,Macintosh,27
2024-01-04,UC Browser,Android,26
2024-01-04,Whale Browser,Windows,25
2024-01-04,Mozilla Compatible Agent,(not set),22
2024-01-04,Android Browser,Android,15
2024-01-04,YaBrowser,iOS,14
2024-01-04,Mozilla Compatible Agent,Linux,12
2024-01-04,Opera Mini,Android,10
2024-01-04,Firefox,Firefox OS,8
2024-01-04,Firefox,OS/2,7
2024-01-04,Safari,Playstation 4,6
2024-01-04,Samsung Internet,Tizen,6
2024-01-04,Chrome,Fuchsia,5
2024-01-04,Phoenix Browser,Android,5
2024-01-04,SeaMonkey,Windows,5
2024-01-04,Whale Browser,Android,5
2024-01-04,Chrome,(not set),4
2024-01-04,Mozilla Compatible Agent,Windows,4
2024-01-04,Safari,Windows,4
2024-01-04,UC Browser,iOS,4
2024-01-04,(not set),Windows,3
2024-01-04,(not set),iOS,3
2024-01-04,Coc Coc,Windows,3
2024-01-04,BlackBerry,BlackBerry,2
2024-01-04,Meta Quest Browser,Linux,2
2024-01-04,Opera Mini,Windows Phone,2
2024-01-04,Safari,Windows Phone,2
2024-01-04,YaBrowser,Macintosh,2
2024-01-04,(not set),Android,1
2024-01-04,(not set),Linux,1
2024-01-04,Aloha Browser,Android,1
2024-01-04,Aloha Browser,iOS,1
2024-01-04,Chrome,UNIX,1
2024-01-04,Coc Coc,Macintosh,1
2024-01-04,DuckDuckGo Browser,iOS,1
2024-01-04,Iron,iOS,1
2024-01-04,NetFront,Sony,1
2024-01-04,Opera,Linux,1
2024-01-04,Opera Mini,BlackBerry,1
2024-01-04,PaleMoon,Linux,1
2024-01-04,PaleMoon,Windows,1
2024-01-04,Safari,(not set),1
2024-01-04,Whale Browser,Macintosh,1
2024-01-04,YaBrowser,Linux,1
2024-01-03,Safari,iOS,77697
2024-01-03,Chrome,Windows,53547
2024-01-03,Chrome,Android,49523
2024-01-03,Safari,Macintosh,19357
2024-01-03,Edge,Windows,18023
2024-01-03,Chrome,Macintosh,13676
2024-01-03,Chrome,Chrome OS,13056
2024-01-03,Chrome,iOS,6981
2024-01-03,Chrome,Linux,5545
2024-01-03,Safari (in-app),iOS,4287
2024-01-03,Samsung Internet,Android,3433
2024-01-03,Firefox,Windows,3158
2024-01-03,Android Webview,Android,2074
2024-01-03,Firefox,Macintosh,1193
2024-01-03,Firefox,Android,568
2024-01-03,Opera,Windows,471
2024-01-03,Safari,Linux,425
2024-01-03,Edge,Android,303
2024-01-03,Amazon Silk,Android,297
2024-01-03,Firefox,Linux,257
2024-01-03,(not set),(not set),235
2024-01-03,Edge,Macintosh,183
2024-01-03,Opera,Android,159
2024-01-03,Lynx,(not set),144
2024-01-03,Mozilla Compatible Agent,Macintosh,142
2024-01-03,Internet Explorer,Windows,132
2024-01-03,Edge,Linux,130
2024-01-03,Samsung Internet,Linux,73
2024-01-03,Opera Mini,(not set),49
2024-01-03,Mozilla,Linux,47
2024-01-03,YaBrowser,Windows,46
2024-01-03,Android Runtime,Android,33
2024-01-03,Whale Browser,Windows,31
2024-01-03,Opera,Macintosh,30
2024-01-03,YaBrowser,Android,29
2024-01-03,UC Browser,Android,24
2024-01-03,Mozilla Compatible Agent,Linux,16
2024-01-03,Opera Mini,Android,13
2024-01-03,Android Browser,Android,12
2024-01-03,Whale Browser,Android,11
2024-01-03,(not set),iOS,10
2024-01-03,Coc Coc,Windows,10
2024-01-03,YaBrowser,Macintosh,8
2024-01-03,Chrome,Fuchsia,7
2024-01-03,Iron,iOS,7
2024-01-03,Safari,Windows,6
2024-01-03,Samsung Internet,Tizen,6
2024-01-03,(not set),Windows,5
2024-01-03,Mozilla Compatible Agent,Windows,5
2024-01-03,Opera,Linux,5
2024-01-03,YaBrowser,iOS,5
2024-01-03,Aloha Browser,Android,4
2024-01-03,Aloha Browser,iOS,4
2024-01-03,Firefox,Firefox OS,4
2024-01-03,Firefox,OS/2,4
2024-01-03,Safari,Playstation 4,4
2024-01-03,Coc Coc,Android,3
2024-01-03,DuckDuckGo Browser,iOS,3
2024-01-03,Meta Quest Browser,Linux,3
2024-01-03,Opera Mini,BlackBerry,3
2024-01-03,UC Browser,iOS,3
2024-01-03,YaBrowser,Linux,3
2024-01-03,Chrome,(not set),2
2024-01-03,Chrome,UNIX,2
2024-01-03,Whale Browser,Macintosh,2
2024-01-03,(not set),Android,1
2024-01-03,BlackBerry,BlackBerry,1
2024-01-03,Galeon,Linux,1
2024-01-03,Internet Explorer,Windows Phone,1
2024-01-03,Nokia Browser,SymbianOS,1
2024-01-03,PaleMoon,Windows,1
2024-01-03,Phoenix Browser,Android,1
2024-01-03,Safari,Windows Phone,1
2024-01-03,SeaMonkey,Windows,1
2024-01-03,Seznam,Android,1
2024-01-02,Safari,iOS,55804
2024-01-02,Chrome,Windows,45377
2024-01-02,Chrome,Android,25849
2024-01-02,Safari,Macintosh,15186
2024-01-02,Edge,Windows,14743
2024-01-02,Chrome,Macintosh,11139
2024-01-02,Chrome,Chrome OS,6986
2024-01-02,Chrome,iOS,5251
2024-01-02,Chrome,Linux,4915
2024-01-02,Firefox,Windows,2797
2024-01-02,Safari (in-app),iOS,2190
2024-01-02,Samsung Internet,Android,2004
