date,language,visits
2024-01-04,English,1384237
2024-01-04,Spanish,25811
2024-01-04,Chinese,2949
2024-01-04,Korean,1103
2024-01-04,French,879
2024-01-04,Russian,800
2024-01-04,Portuguese,778
2024-01-04,German,601
2024-01-04,Japanese,530
2024-01-04,Vietnamese,406
2024-01-04,Arabic,274
2024-01-04,Italian,247
2024-01-04,Polish,234
2024-01-04,Persian,228
2024-01-04,Turkish,210
2024-01-04,Ukrainian,170
2024-01-04,Dutch,150
2024-01-04,Swedish,137
2024-01-04,Hebrew,100
2024-01-04,Thai,93
2024-01-04,Greek,92
2024-01-04,(other),85
2024-01-04,Danish,72
2024-01-04,Norwegian Bokmål,61
2024-01-04,Indonesian,60
2024-01-04,Romanian,55
2024-01-04,Finnish,53
2024-01-04,Czech,51
2024-01-04,Hungarian,45
2024-01-04,Serbian,29
2024-01-04,Hindi,24
2024-01-04,Croatian,22
2024-01-04,Catalan,18
2024-01-04,Slovak,17
2024-01-04,Afrikaans,16
2024-01-04,Bulgarian,14
2024-01-04,Lithuanian,13
2024-01-04,Bosnian,11
2024-01-04,Gujarati,11
2024-01-04,Azerbaijani,9
2024-01-04,Bengali,9
2024-01-04,Corsican,9
2024-01-04,Armenian,8
2024-01-04,Albanian,7
2024-01-04,Georgian,7
2024-01-04,Telugu,7
2024-01-04,Central Khmer,6
2024-01-04,Lao,6
2024-01-04,Panjabi,6
2024-01-04,Somali,6
2024-01-04,Amharic,4
2024-01-04,Burmese,4
2024-01-04,Latvian,4
2024-01-04,Tonga,4
2024-01-04,Urdu,4
2024-01-04,Nepali,3
2024-01-04,Slovenian,3
2024-01-04,Tigrinya,3
2024-01-04,Icelandic,2
2024-01-04,Ido,2
2024-01-04,Javanese,2
2024-01-04,Marathi,2
2024-01-04,Samoan,2
2024-01-04,Tibetan,2
2024-01-04,Twi,2
2024-01-04,Akan,1
2024-01-04,Aragonese,1
2024-01-04,Basque,1
2024-01-04,Estonian,1
2024-01-04,Gaelic,1
2024-01-04,Guarani,1
2024-01-04,Irish,1
2024-01-04,Kazakh,1
2024-01-04,Latin,1
2024-01-04,Macedonian,1
2024-01-04,Norwegian,1
2024-01-04,Oromo,1
2024-01-04,Pushto,1
2024-01-04,Serbo-Croatian,1
2024-01-04,Shona,1
2024-01-04,Uighur,1
2024-01-04,Uzbek,1
2024-01-04,Yoruba,1
2024-01-03,English,1455519
2024-01-03,Spanish,23555
2024-01-03,Chinese,2525
2024-01-03,Korean,1163
2024-01-03,French,850
2024-01-03,Russian,803
2024-01-03,Portuguese,734
2024-01-03,German,546
2024-01-03,Japanese,468
2024-01-03,Vietnamese,444
2024-01-03,Polish,280
2024-01-03,Italian,270
2024-01-03,Arabic,225
2024-01-03,Turkish,215
2024-01-03,Persian,192
2024-01-03,Ukrainian,153
2024-01-03,Dutch,145
2024-01-03,Hebrew,121
2024-01-03,Swedish,112
2024-01-03,Greek,96
2024-01-03,Thai,92
2024-01-03,(other),82
2024-01-03,Danish,80
2024-01-03,Czech,65
2024-01-03,Norwegian Bokmål,62
2024-01-03,Romanian,62
2024-01-03,Indonesian,56
2024-01-03,Finnish,53
2024-01-03,Hungarian,52
2024-01-03,Croatian,30
2024-01-03,Bulgarian,28
2024-01-03,Hindi,23
2024-01-03,Serbian,20
2024-01-03,Slovak,19
2024-01-03,Lithuanian,16
2024-01-03,Albanian,12
2024-01-03,Bengali,12
2024-01-03,Central Khmer,12
2024-01-03,Bosnian,11
2024-01-03,Tigrinya,11
2024-01-03,Armenian,9
2024-01-03,Afrikaans,8
2024-01-03,Azerbaijani,7
2024-01-03,Catalan,7
2024-01-03,Amharic,6
2024-01-03,Latvian,6
2024-01-03,Burmese,5
2024-01-03,Gujarati,5
2024-01-03,Mongolian,5
2024-01-03,Somali,5
2024-01-03,Tamil,5
2024-01-03,Tonga,5
2024-01-03,Corsican,4
2024-01-03,Georgian,4
2024-01-03,Irish,4
2024-01-03,Malayalam,3
2024-01-03,Marathi,3
2024-01-03,Panjabi,3
2024-01-03,Pushto,3
2024-01-03,Samoan,3
2024-01-03,Macedonian,2
2024-01-03,Malay,2
2024-01-03,Akan,1
2024-01-03,Assamese,1
2024-01-03,Basque,1
2024-01-03,Estonian,1
2024-01-03,Ewe,1
2024-01-03,Ganda,1
2024-01-03,Guarani,1
2024-01-03,Manx,1
2024-01-03,Slovenian,1
2024-01-03,Telugu,1
2024-01-03,Tibetan,1
2024-01-03,Urdu,1
2024-01-03,Wolof,1
2024-01-02,English,1495593
2024-01-02,Spanish,24865
2024-01-02,Chinese,2706
