date,browser,os,visits
2024-01-04,Safari,iOS,428875
2024-01-04,Chrome,Windows,291790
2024-01-04,Chrome,Android,230059
2024-01-04,Edge,Windows,169697
2024-01-04,Safari,Macintosh,104438
2024-01-04,Chrome,iOS,53355
2024-01-04,Chrome,Macintosh,44615
2024-01-04,Firefox,Windows,24009
2024-01-04,Samsung Internet,Android,20918
2024-01-04,Chrome,Chrome OS,18648
2024-01-04,Android Webview,Android,14258
2024-01-04,Chrome,Linux,14109
2024-01-04,Safari (in-app),iOS,12707
2024-01-04,Firefox,Macintosh,5063
2024-01-04,Amazon Silk,Android,4487
2024-01-04,Internet Explorer,Windows,3093
2024-01-04,Edge,Android,1572
2024-01-04,Firefox,Android,1416
2024-01-04,Opera,Windows,1077
2024-01-04,Samsung Internet,Linux,712
2024-01-04,Firefox,Linux,497
2024-01-04,Mozilla Compatible Agent,Macintosh,483
2024-01-04,Edge,Macintosh,425
2024-01-04,Opera,Android,298
2024-01-04,(not set),(not set),130
2024-01-04,Edge,Linux,122
2024-01-04,Opera,Macintosh,89
2024-01-04,Mozilla Compatible Agent,(not set),35
2024-01-04,YaBrowser,Windows,27
2024-01-04,Aloha Browser,iOS,23
2024-01-04,Whale Browser,Android,23
2024-01-04,Firefox,Firefox OS,19
2024-01-04,YaBrowser,iOS,19
2024-01-04,Chrome,Fuchsia,18
2024-01-04,Opera Mini,(not set),18
2024-01-04,Whale Browser,Windows,17
2024-01-04,Opera,Linux,15
2024-01-04,Samsung Internet,Tizen,13
2024-01-04,YaBrowser,Android,13
2024-01-04,Android Runtime,Android,12
2024-01-04,UC Browser,Android,12
2024-01-04,(not set),Windows,11
2024-01-04,DuckDuckGo Browser,iOS,10
2024-01-04,Puffin,Android,10
2024-01-04,Safari,Playstation 4,9
2024-01-04,PaleMoon,Windows,8
2024-01-04,SeaMonkey,Windows,7
2024-01-04,YaBrowser,Macintosh,7
2024-01-04,(not set),iOS,6
2024-01-04,Firefox,OS/2,6
2024-01-04,Aloha Browser,Android,5
2024-01-04,Chrome,(not set),5
2024-01-04,Coc Coc,Windows,5
2024-01-04,DuckDuckGo Browser,Macintosh,5
2024-01-04,Opera Mini,Android,4
2024-01-04,UC Browser,iOS,3
2024-01-04,Chrome,Tizen,2
2024-01-04,Firefox,OpenBSD,2
2024-01-04,Meta Quest Browser,Linux,2
2024-01-04,Mozilla,Windows,2
2024-01-04,Aloha Browser,Macintosh,1
2024-01-04,Chrome,BlackBerry,1
2024-01-04,Chrome,UNIX,1
2024-01-04,Coc Coc,Android,1
2024-01-04,Iron,iOS,1
2024-01-04,Lynx,(not set),1
2024-01-04,Maxthon,Macintosh,1
2024-01-04,Nintendo Browser,(not set),1
2024-01-04,Opera,FreeBSD,1
2024-01-04,Opera Mini,iOS,1
2024-01-04,Phoenix Browser,Android,1
2024-01-04,Puffin,Linux,1
2024-01-04,Safari,Tizen,1
2024-01-04,Safari,Windows,1
2024-01-03,Safari,iOS,416171
2024-01-03,Chrome,Windows,303865
2024-01-03,Chrome,Android,249022
2024-01-03,Edge,Windows,190369
2024-01-03,Safari,Macintosh,111083
2024-01-03,Chrome,iOS,53451
2024-01-03,Chrome,Macintosh,47071
2024-01-03,Firefox,Windows,26704
2024-01-03,Samsung Internet,Android,21026
2024-01-03,Chrome,Chrome OS,19843
2024-01-03,Safari (in-app),iOS,16089
2024-01-03,Chrome,Linux,14585
2024-01-03,Android Webview,Android,14086
2024-01-03,Firefox,Macintosh,5461
2024-01-03,Amazon Silk,Android,3757
2024-01-03,Internet Explorer,Windows,3182
2024-01-03,Firefox,Android,1664
2024-01-03,Edge,Android,1599
2024-01-03,Opera,Windows,1158
2024-01-03,Samsung Internet,Linux,755
2024-01-03,Firefox,Linux,617
2024-01-03,Edge,Macintosh,489
2024-01-03,Mozilla Compatible Agent,Macintosh,435
2024-01-03,Opera,Android,327
2024-01-03,Edge,Linux,120
2024-01-03,Opera,Macintosh,100
2024-01-03,(not set),(not set),72
2024-01-03,YaBrowser,Windows,31
2024-01-03,Firefox,OS/2,22
2024-01-03,Opera Mini,(not set),22
2024-01-03,Firefox,Firefox OS,21
2024-01-03,Whale Browser,Android,17
2024-01-03,YaBrowser,iOS,16
2024-01-03,UC Browser,Android,15
2024-01-03,Samsung Internet,Tizen,14
2024-01-03,YaBrowser,Android,14
2024-01-03,(not set),iOS,13
2024-01-03,Opera,Linux,13
2024-01-03,Coc Coc,Windows,12
2024-01-03,Whale Browser,Windows,12
2024-01-03,Aloha Browser,iOS,11
2024-01-03,Android Runtime,Android,11
2024-01-03,Chrome,Fuchsia,9
2024-01-03,Aloha Browser,Android,8
2024-01-03,DuckDuckGo Browser,iOS,8
2024-01-03,PaleMoon,Windows,8
2024-01-03,Puffin,Android,7
2024-01-03,Safari,Playstation 4,7
2024-01-03,Opera Mini,Android,6
2024-01-03,(not set),Windows,3
2024-01-03,Coc Coc,Android,3
2024-01-03,DuckDuckGo Browser,Macintosh,3
2024-01-03,SeaMonkey,Windows,3
2024-01-03,Whale Browser,Macintosh,3
2024-01-03,YaBrowser,Macintosh,3
2024-01-03,Android Browser,Android,2
2024-01-03,DuckDuckGo Browser,Android,2
2024-01-03,Firefox,FreeBSD,2
2024-01-03,Safari,Linux,2
2024-01-03,Safari,Windows,2
2024-01-03,Waterfox,Windows,2
2024-01-03,Aloha Browser,Windows,1
2024-01-03,Chrome,(not set),1
2024-01-03,Lynx,(not set),1
2024-01-03,Meta Quest Browser,Linux,1
2024-01-03,Mozilla,Macintosh,1
2024-01-03,Mozilla,Windows,1
2024-01-03,Phoenix Browser,Android,1
2024-01-03,Puffin,Linux,1
2024-01-03,SeaMonkey,Linux,1
2024-01-03,Waterfox,Macintosh,1
2024-01-02,Safari,iOS,417553
2024-01-02,Chrome,Windows,297174
2024-01-02,Chrome,Android,262273
2024-01-02,Edge,Windows,177546
2024-01-02,Safari,Macintosh,112124
2024-01-02,Chrome,iOS,56277
2024-01-02,Chrome,Macintosh,48226
2024-01-02,Firefox,Windows,26433
2024-01-02,Samsung Internet,Android,21586
2024-01-02,Chrome,Chrome OS,19819
2024-01-02,Safari (in-app),iOS,17284
2024-01-02,Android Webview,Android,14646
2024-01-02,Chrome,Linux,14374
2024-01-02,Firefox,Macintosh,5188
2024-01-02,Amazon Silk,Android,3913
2024-01-02,Internet Explorer,Windows,2863
2024-01-02,Firefox,Android,1634
2024-01-02,Edge,Android,1611
2024-01-02,Opera,Windows,1125
2024-01-02,Samsung Internet,Linux,702
2024-01-02,Firefox,Linux,557
2024-01-02,Edge,Macintosh,524
2024-01-02,Mozilla Compatible Agent,Macintosh,421
2024-01-02,Opera,Android,383
2024-01-02,Edge,Linux,113
2024-01-02,Opera,Macintosh,97
2024-01-02,(not set),(not set),84
2024-01-02,Opera Mini,(not set),21
2024-01-02,YaBrowser,Android,18
2024-01-02,YaBrowser,Windows,18
2024-01-02,Firefox,Firefox OS,17
2024-01-02,Whale Browser,Android,17
2024-01-02,Chrome,Fuchsia,13
2024-01-02,Samsung Internet,Tizen,13
2024-01-02,Firefox,OS/2,12
2024-01-02,UC Browser,Android,12
2024-01-02,Whale Browser,Windows,11
2024-01-02,YaBrowser,iOS,11
2024-01-02,Coc Coc,Windows,10
2024-01-02,(not set),iOS,9
2024-01-02,Aloha Browser,iOS,9
2024-01-02,Safari,Playstation 4,9
2024-01-02,Aloha Browser,Android,8
2024-01-02,Opera,Linux,8
2024-01-02,Android Runtime,Android,7
2024-01-02,Puffin,Android,6
2024-01-02,DuckDuckGo Browser,iOS,5
2024-01-02,Opera Mini,Android,5
2024-01-02,DuckDuckGo Browser,Android,4
2024-01-02,PaleMoon,Windows,4
2024-01-02,Phoenix Browser,Android,4
2024-01-02,Safari,Linux,4
2024-01-02,Android Browser,Android,3
2024-01-02,DuckDuckGo Browser,Macintosh,3
2024-01-02,Firefox,FreeBSD,3
2024-01-02,Waterfox,Windows,3
2024-01-02,YaBrowser,Macintosh,3
2024-01-02,(not set),Windows,2
2024-01-02,Mozilla Compatible Agent,(not set),2
2024-01-02,SeaMonkey,Windows,2
2024-01-02,UC Browser,iOS,2
2024-01-02,Aloha Browser,Linux,1
2024-01-02,Chrome,(not set),1
2024-01-02,Chrome,FreeBSD,1
2024-01-02,Chrome,OpenBSD,1
2024-01-02,Edge,iOS,1
2024-01-02,Meta Quest Browser,Linux,1
2024-01-02,PaleMoon,Linux,1
2024-01-02,Safari,(not set),1
2024-01-01,Safari,iOS,261893
2024-01-01,Chrome,Android,151343
2024-01-01,Chrome,Windows,112203
2024-01-01,Edge,Windows,71086
2024-01-01,Safari,Macintosh,66283
2024-01-01,Chrome,iOS,36087
2024-01-01,Chrome,Macintosh,24156
2024-01-01,Safari (in-app),iOS,18368
2024-01-01,Android Webview,Android,15682
2024-01-01,Samsung Internet,Android,13590
2024-01-01,Firefox,Windows,12512
2024-01-01,Chrome,Linux,12202
2024-01-01,Chrome,Chrome OS,10807
2024-01-01,Amazon Silk,Android,2883
2024-01-01,Firefox,Macintosh,2841
2024-01-01,Firefox,Android,988
2024-01-01,Edge,Android,931
2024-01-01,Opera,Windows,672
2024-01-01,Samsung Internet,Linux,515
2024-01-01,Firefox,Linux,392
2024-01-01,Mozilla Compatible Agent,Macintosh,349
2024-01-01,Opera,Android,311
2024-01-01,Edge,Macintosh,268
2024-01-01,Internet Explorer,Windows,94
2024-01-01,(not set),(not set),69
2024-01-01,Edge,Linux,67
2024-01-01,Opera,Macintosh,52
2024-01-01,Aloha Browser,iOS,14
2024-01-01,Firefox,Firefox OS,14
2024-01-01,YaBrowser,Windows,13
2024-01-01,YaBrowser,Android,12
2024-01-01,Chrome,Fuchsia,11
2024-01-01,UC Browser,Android,11
2024-01-01,Opera Mini,(not set),10
2024-01-01,Android Runtime,Android,9
2024-01-01,Opera,Linux,9
2024-01-01,Firefox,OS/2,8
2024-01-01,Opera Mini,Android,7
2024-01-01,Coc Coc,Windows,6
2024-01-01,Waterfox,Windows,6
2024-01-01,Whale Browser,Windows,6
2024-01-01,YaBrowser,iOS,6
2024-01-01,DuckDuckGo Browser,iOS,5
2024-01-01,Safari,Playstation 4,5
2024-01-01,Puffin,Android,4
2024-01-01,Whale Browser,Android,4
2024-01-01,(not set),Android,3
2024-01-01,Aloha Browser,Android,3
2024-01-01,Samsung Internet,Tizen,3
2024-01-01,Android Browser,Android,2
2024-01-01,DuckDuckGo Browser,Macintosh,2
2024-01-01,PaleMoon,Linux,2
2024-01-01,SeaMonkey,Windows,2
2024-01-01,(not set),Nokia,1
2024-01-01,(not set),Windows,1
2024-01-01,(not set),iOS,1
2024-01-01,Chrome,Tizen,1
2024-01-01,Coc Coc,Android,1
2024-01-01,DuckDuckGo Browser,Android,1
2024-01-01,Maxthon,Macintosh,1
2024-01-01,Meta Quest Browser,Linux,1
2024-01-01,Mozilla,Windows,1
2024-01-01,Nintendo Browser,(not set),1
2024-01-01,PaleMoon,Windows,1
2024-01-01,Puffin,Linux,1
2024-01-01,Puffin,iOS,1
2024-01-01,Safari,Linux,1
2024-01-01,SeaMonkey,Macintosh,1
2024-01-01,Whale Browser,Macintosh,1
2024-01-01,Whale Browser,iOS,1
2023-12-31,Safari,iOS,208934
2023-12-31,Chrome,Android,114114
2023-12-31,Chrome,Windows,79554
2023-12-31,Safari,Macintosh,47893
2023-12-31,Edge,Windows,46894
2023-12-31,Chrome,iOS,27708
2023-12-31,Chrome,Macintosh,15823
2023-12-31,Android Webview,Android,13365
2023-12-31,Safari (in-app),iOS,12561
2023-12-31,Chrome,Linux,11205
2023-12-31,Samsung Internet,Android,9324
2023-12-31,Firefox,Windows,8369
2023-12-31,Chrome,Chrome OS,7480
2023-12-31,Firefox,Macintosh,1951
2023-12-31,Amazon Silk,Android,1879
2023-12-31,Firefox,Android,842
2023-12-31,Edge,Android,787
2023-12-31,Opera,Windows,517
2023-12-31,Mozilla Compatible Agent,Macintosh,353
2023-12-31,Samsung Internet,Linux,333
2023-12-31,Firefox,Linux,243
2023-12-31,Opera,Android,233
2023-12-31,Edge,Macintosh,183
2023-12-31,Internet Explorer,Windows,118
2023-12-31,(not set),(not set),56
2023-12-31,Opera,Macintosh,47
2023-12-31,Edge,Linux,43
2023-12-31,Aloha Browser,iOS,18
2023-12-31,Opera Mini,(not set),17
2023-12-31,Firefox,OS/2,15
2023-12-31,UC Browser,Android,15
