page_title,event_label,page,total_events
"Replace Social Security card | SSA",https://www.ssa.gov/forms/ss-5.pdf,ssa.gov/number-card/replace-card,2164
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2024.pdf,ssa.gov/cola/,1870
"Change name with Social Security | SSA",https://www.ssa.gov/forms/ss-5.pdf,ssa.gov/personal-record/change-name,1176
"Disability Benefits | SSA",https://www.ssa.gov/hlp/radr/10/ovw001-checklist.pdf,ssa.gov/benefits/disability/,985
"Request to lower an Income-Related Monthly Adjustment Amount (IRMAA) | SSA",https://www.ssa.gov/forms/ssa-44.pdf,ssa.gov/medicare/lower-irmaa,623
"Schedule of Social Security Payments | SSA",https://www.ssa.gov/pubs/EN-05-10031-2023.pdf,ssa.gov/pubs/calendar.htm,605
Apply Online for Disability Benefits,https://www.ssa.gov/hlp/radr/10/ovw001-checklist.pdf,ssa.gov/applyfordisability/,579
Apply Online for Disability Benefits,https://www.ssa.gov/pubs/EN-05-10550.pdf,ssa.gov/applyfordisability/,428
"Request for a Social Security Statement (SSA-7004) | Social Security Administration",https://www.ssa.gov/forms/ssa-7004.pdf,ssa.gov/help/global_statement7004.html,416
"Protect Yourself from Social Security Scams | SSA",https://oig.ssa.gov/assets/uploads/scam-alert-press-release-march-2023.pdf,ssa.gov/scam/,371
"Get Your Social Security Statement | my Social Security | SSA",https://www.ssa.gov/myaccount/assets/materials/statement-redesign-online.pdf,ssa.gov/myaccount/statement.html,366
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-561-u2.pdf,ssa.gov/forms/,327
"Schedule of Social Security Payments | SSA",https://www.ssa.gov/pubs/EN-05-10031-2024.pdf,ssa.gov/pubs/calendar.htm,312
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2023.pdf,ssa.gov/cola/,296
"Survivors Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10008.pdf,ssa.gov/benefits/survivors/,289
"Request a Social Security number | SSA",https://www.ssa.gov/pubs/EN-05-10096.pdf,ssa.gov/number-card/request-number-first-time,282
"Social Security Forms | Social Security Administration",https://www.irs.gov/pub/irs-pdf/fw4v.pdf,ssa.gov/forms/,280
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-44.pdf,ssa.gov/forms/,259
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ss-5.pdf,ssa.gov/forms/,227
"Benefits Planner: Retirement | Windfall Elimination Provision (WEP) | SSA",https://www.ssa.gov/pubs/EN-05-10045.pdf,ssa.gov/benefits/retirement/planner/wep.html,217
"Sign up for Part B only | SSA",https://www.cms.gov/files/document/cms-40b-application-enrollment-medicare-part-b-medical-insurance.pdf,ssa.gov/medicare/sign-up/part-b-only,217
"Survivors Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10077.pdf,ssa.gov/benefits/survivors/,215
"Disability Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10029.pdf,ssa.gov/benefits/disability/,202
"KA-01951 · FAQ | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2024.pdf,faq.ssa.gov/en-us/topic/article/ka-01951,199
"Press Release | Press Office | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2024.pdf,ssa.gov/news/press/releases/2023/,165
Adult Disability Starter Kit,https://www.ssa.gov/disability/Documents/Adult%20Disability%20Starter%20Kit%20Checklist.pdf,ssa.gov/disability/disability_starter_kits_adult_eng.htm,152
"KA-01921 · FAQ | SSA",https://www.ssa.gov/pubs/EN-05-10069.pdf,faq.ssa.gov/en-us/topic/article/ka-01921,150
Retirement Earnings Test Calculator,http://www.ssa.gov/pubs/EN-05-10069.pdf,ssa.gov/oact/cola/rteffect.html,148
"Form SSA-561 | Request for Reconsideration | Social Security Administration",https://www.ssa.gov/forms/ssa-561-u2.pdf,ssa.gov/forms/ssa-561.html,147
"Benefits Planner | Income Taxes And Your Social Security Benefit | SSA",https://www.ssa.gov/pubs/EN-05-10035.pdf,ssa.gov/benefits/retirement/planner/taxes.html,141
Adult Disability Starter Kit,https://www.ssa.gov/disability/Documents/Adult%20Disability%20Starter%20Kit%20Fact%20Sheet.pdf,ssa.gov/disability/disability_starter_kits_adult_eng.htm,135
"Request a Social Security number | SSA",https://www.ssa.gov/pubs/EN-05-10023.pdf,ssa.gov/number-card/request-number-first-time,126
Adult Disability Starter Kit,https://www.ssa.gov/disability/Documents/Adult%20Disability%20Starter%20Kit%20508%20English%209.25.23.pdf,ssa.gov/disability/disability_starter_kits_adult_eng.htm,125
"KA-02083 · FAQ | SSA",https://www.ssa.gov/pubs/EN-05-10084.pdf,faq.ssa.gov/en-us/topic/article/ka-02083,125
Apply Online for Disability Benefits,https://www.ssa.gov/pubs/EN-05-10029.pdf,ssa.gov/applyfordisability/,117
"How You Qualify | Disability Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10029.pdf,ssa.gov/benefits/disability/qualify.html,117
"Request reconsideration | SSA",https://www.ssa.gov/forms/ssa-561-u2.pdf,ssa.gov/apply/appeal-decision-we-made/request-reconsideration,115
"Benefits Planner: Retirement | Receiving Benefits While Working | SSA",https://www.ssa.gov/pubs/EN-05-10069.pdf,ssa.gov/benefits/retirement/planner/whileworking.html,110
"Waive repayment of overpaid Social Security benefits | SSA",https://www.ssa.gov/forms/ssa-632-bk.pdf,ssa.gov/manage-benefits/repay-overpaid-benefits/waive-repayment-overpaid-benefits,108
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2024.pdf,ssa.gov/news/cola/,104
International Programs - Your Payments While You Are Outside The United States - Country List 1,https://www.ssa.gov/pubs/EN-05-10137.pdf,ssa.gov/international/countrylist1.htm,103
"Family Benefits | Disability Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10085.pdf,ssa.gov/benefits/disability/family.html,101
"Form SSA-1724 | Claim For Amounts Due In The Case Of Deceased Beneficiary | Social Security Administration",https://www.ssa.gov/forms/ssa-1724.pdf,ssa.gov/forms/ssa-1724.html,99
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/pubs/EN-05-10526.pdf,ssa.gov/cola/,98
"Form SSA-632 | Request For Waiver Of Overpayment Recovery Or Change In Repayment Rate",https://www.ssa.gov/forms/ssa-632-bk.pdf,ssa.gov/forms/ssa-632.html,98
"Publications | SSA",https://www.ssa.gov/pubs/EN-05-10084.pdf,ssa.gov/pubs/,93
"Publications | SSA",https://www.ssa.gov/pubs/EN-05-10084.pdf,ssa.gov/pubs/index.html,93
Form SSA-827,https://www.ssa.gov/online/ssa-827.pdf,ssa.gov/disability/professionals/ssa827_informationpage.htm,90
"Get Your Social Security Statement | my Social Security | SSA",https://www.ssa.gov/myaccount/assets/materials/statement-redesign-si-bw.pdf,ssa.gov/myaccount/statement.html,89
Explore The Benefits You May Be Due,https://www.ssa.gov/pubs/EN-05-10084.pdf,ssa.gov/potentialentitlement/,85
"Request a Social Security number | SSA",https://www.ssa.gov/pubs/EN-05-10181.pdf,ssa.gov/number-card/request-number-first-time,84
Adult Disability Starter Kit,https://www.ssa.gov/disability/Documents/Adult%20Disability%20Starter%20Kit%20Optional%20Worksheet.pdf,ssa.gov/disability/disability_starter_kits_adult_eng.htm,79
Apply Online for Disability Benefits,https://www.ssa.gov/applyfordisability/documents/exclusion_factsheet_medical_source_evidence.pdf,ssa.gov/applyfordisability/,77
"Benefits Planner | Social Security Credits and Benefit Eligibility | SSA",https://www.ssa.gov/pubs/EN-05-10072.pdf,ssa.gov/benefits/retirement/planner/credits.html,77
"Benefits Planner: Retirement | Information for Government Employees | SSA",https://www.ssa.gov/pubs/EN-05-10045.pdf,ssa.gov/benefits/retirement/planner/gpo-wep.html,76
"Cancel your benefits application | SSA",https://www.ssa.gov/forms/ssa-521.pdf,ssa.gov/manage-benefits/cancel-your-benefits-application,76
Compassionate Allowances Website Home Page,https://www.ssa.gov/compassionateallowances/documents/Compassionate%20Allowances%20Conditions%201%20-%20278.pdf,ssa.gov/compassionateallowances/,73
"Request a Social Security number | SSA",https://www.ssa.gov/pubs/EN-05-10107.pdf,ssa.gov/number-card/request-number-first-time,73
"Manage your Medicare benefits | SSA",https://www.cms.gov/medicare/cms-forms/cms-forms/downloads/cms1763.pdf,ssa.gov/medicare/manage,71
ssa-44 - U.S. Social Security Administration Search Results,https://www.ssa.gov/forms/ssa-44.pdf,search.ssa.gov/search,68
"Form SSA-4 | Information You Need To Apply for Child's Benefits | Social Security Administration",https://www.ssa.gov/pubs/EN-05-10085.pdf,ssa.gov/forms/ssa-4.html,66
"KA-01981 · FAQ | SSA",https://www.ssa.gov/forms/ss-5.pdf,faq.ssa.gov/en-us/topic/article/ka-01981,64
"KA-02017 · FAQ | SSA",https://www.ssa.gov/forms/ss-5.pdf,faq.ssa.gov/en-us/topic/article/ka-02017,64
"Repay overpaid Social Security benefits | SSA",https://www.ssa.gov/forms/ssa-634.pdf,ssa.gov/manage-benefits/repay-overpaid-benefits,64
"Sign up for Part B only | SSA",https://www.cms.gov/Medicare/CMS-Forms/CMS-Forms/Downloads/CMSL564-E.PDF,ssa.gov/medicare/sign-up/part-b-only,64
"Disability Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10100.pdf,ssa.gov/benefits/disability/,62
"Review record of earnings | SSA",https://www.ssa.gov/forms/ssa-7004.pdf,ssa.gov/prepare/review-record-earnings,61
"Benefits Planner: Retirement | How Government Pensions Affect Social Security Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10007.pdf,ssa.gov/benefits/retirement/planner/gpo-calc.html,59
Social Security - Representative Payee Program,https://www.ssa.gov/pubs/EN-05-10076.pdf,ssa.gov/payee/,59
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-10.pdf,ssa.gov/forms/,59
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-24.pdf,ssa.gov/forms/,59
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-8.pdf,ssa.gov/forms/,58
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2022.pdf,ssa.gov/cola/,57
"Form HA-501 | Request For Hearing By Administrative Law Judge | Social Security Administration",https://www.ssa.gov/forms/ha-501.pdf,ssa.gov/forms/ha-501.html,57
"Form SSA-821 | Work Activity Report – Employee",https://www.ssa.gov/forms/ssa-821.pdf,ssa.gov/forms/ssa-821.html,57
"Cost-of-Living Adjustment (COLA) Information | SSA",https://www.ssa.gov/news/press/factsheets/colafacts2019.pdf,ssa.gov/cola/,55
"Create an Account | my Social Security | SSA",https://www.ssa.gov/myaccount/assets/materials/EN-05-10378.pdf,ssa.gov/myaccount/create.html,55
"Form SSA-632 | Request For Waiver Of Overpayment Recovery Or Change In Repayment Rate",https://www.ssa.gov/forms/ssa-561.pdf,ssa.gov/forms/ssa-632.html,55
"Get Your Social Security Statement | my Social Security | SSA",https://www.ssa.gov/myaccount/assets/materials/workers-61-69.pdf,ssa.gov/myaccount/statement.html,55
"KA-02077 · FAQ | SSA",https://www.ssa.gov/pubs/EN-05-10008.pdf,faq.ssa.gov/en-us/topic/article/ka-02077,55
"Retirement | What Documents Will You Need When You Apply? | SSA",https://www.ssa.gov/hlp/isba/10/isba-checklist.pdf,ssa.gov/benefits/retirement/planner/applying5.html,55
"Family Benefits | Disability Benefits | SSA",https://www.ssa.gov/pubs/EN-05-10029.pdf,ssa.gov/benefits/disability/family.html,54
Paper Forms W-2 & Instructions,http://www.irs.gov/pub/irs-pdf/iw2w3.pdf,ssa.gov/employer/paperforminstr.htm,54
"Publications | SSA",https://www.ssa.gov/pubs/EN-05-10029.pdf,ssa.gov/pubs/,54
"Social Security Forms | Social Security Administration",https://www.ssa.gov/forms/ssa-2-bk.pdf,ssa.gov/forms/,54
"Get Your Social Security Statement | my Social Security | SSA",https://www.ssa.gov/myaccount/assets/materials/workers-49-60.pdf,ssa.gov/myaccount/statement.html,53
"KA-10037 · FAQ | SSA",http://www.ssa.gov/pubs/marketing/EN-05-10558.pdf,faq.ssa.gov/en-us/topic/article/ka-10037,53
Child Disability Starter Kit,https://www.ssa.gov/disability/Documents/SSA-1171-KIT.pdf,ssa.gov/disability/disability_starter_kits_child_eng.htm,50
"Form SSA-3441 | Disability Report - Appeal | Social Security Administration",https://www.ssa.gov/forms/ssa-3441.pdf,ssa.gov/forms/ssa-3441.html,50
