date,os_version,visits
2024-01-04,10,308892
2024-01-04,11,168624
2024-01-04,7,8210
2024-01-04,8.1,3399
2024-01-04,8,502
2024-01-04,Vista,109
2024-01-04,XP,73
2024-01-04,NT,22
2024-01-04,Server 2003,15
2024-01-03,10,326775
2024-01-03,11,178443
2024-01-03,7,7912
2024-01-03,8.1,3930
2024-01-03,8,466
2024-01-03,XP,58
2024-01-03,Vista,29
2024-01-03,NT,15
2024-01-02,10,326840
2024-01-02,11,179585
2024-01-02,7,7970
2024-01-02,8.1,3814
2024-01-02,8,459
2024-01-02,Vista,124
2024-01-02,XP,87
2024-01-02,NT,22
2024-01-01,10,105106
2024-01-01,11,86954
2024-01-01,7,4039
2024-01-01,8.1,2103
2024-01-01,8,364
2024-01-01,Vista,29
2024-01-01,NT,15
2024-01-01,2000,7
2023-12-31,10,77267
2023-12-31,11,55213
2023-12-31,7,2839
2023-12-31,8.1,1143
2023-12-31,8,95
2023-12-31,NT,22
2023-12-31,Vista,15
2023-12-31,XP,7
2023-12-30,10,91183
2023-12-30,11,72485
2023-12-30,7,3384
2023-12-30,8.1,1397
2023-12-30,8,204
2023-12-30,NT,29
2023-12-30,Vista,29
2023-12-30,XP,29
2023-12-29,10,192657
2023-12-29,11,111584
2023-12-29,7,5772
2023-12-29,8.1,2511
2023-12-29,8,408
2023-12-29,XP,58
2023-12-29,Vista,44
2023-12-29,NT,15
2023-12-29,98,7
2023-12-28,10,231916
2023-12-28,11,126497
2023-12-28,7,6543
2023-12-28,8.1,2926
2023-12-28,8,364
2023-12-28,Vista,51
2023-12-28,XP,36
2023-12-28,2000,7
2023-12-28,NT,7
2023-12-28,Server 2003,7
2023-12-27,10,232892
2023-12-27,11,134532
2023-12-27,7,6747
2023-12-27,8.1,2970
2023-12-27,8,408
2023-12-27,XP,73
2023-12-27,Vista,58
2023-12-26,10,178646
2023-12-26,11,109437
2023-12-26,7,5568
2023-12-26,8.1,2387
2023-12-26,8,240
2023-12-26,XP,58
2023-12-26,Vista,29
2023-12-25,10,43444
2023-12-25,11,32680
2023-12-25,7,1732
2023-12-25,8.1,699
2023-12-25,8,109
2023-12-25,NT,22
2023-12-25,XP,7
2023-12-24,10,46887
2023-12-24,11,35191
2023-12-24,7,1798
2023-12-24,8.1,742
2023-12-24,8,109
2023-12-24,XP,51
2023-12-24,NT,22
2023-12-24,Vista,15
2023-12-23,10,64872
2023-12-23,11,49689
2023-12-23,7,2504
2023-12-23,8.1,1208
2023-12-23,8,160
2023-12-23,Vista,15
2023-12-23,NT,7
2023-12-23,XP,7
2023-12-22,10,160174
2023-12-22,11,87857
2023-12-22,7,4331
2023-12-22,8.1,1900
2023-12-22,8,240
2023-12-22,XP,66
2023-12-22,Vista,44
2023-12-22,NT,22
2023-12-21,10,217593
2023-12-21,11,112370
2023-12-21,7,5088
2023-12-21,8.1,2234
2023-12-21,8,211
2023-12-21,XP,102
2023-12-21,NT,7
2023-12-21,Vista,7
2023-12-20,10,240694
2023-12-20,11,118979
2023-12-20,7,6187
2023-12-20,8.1,2533
2023-12-20,8,378
2023-12-20,Vista,66
2023-12-20,XP,58
2023-12-19,10,249697
2023-12-19,11,130144
2023-12-19,7,6580
2023-12-19,8.1,2751
2023-12-19,8,342
2023-12-19,Vista,102
2023-12-19,XP,73
2023-12-19,NT,7
2023-12-18,10,276773
2023-12-18,11,137997
2023-12-18,7,6922
2023-12-18,8.1,2889
2023-12-18,8,459
2023-12-18,Vista,29
2023-12-18,XP,29
2023-12-18,NT,15
2023-12-17,10,78722
2023-12-17,11,59908
2023-12-17,7,3464
2023-12-17,8.1,1485
2023-12-17,8,160
2023-12-17,Vista,15
2023-12-17,XP,15
2023-12-17,NT,7
2023-12-16,10,82114
2023-12-16,11,62390
2023-12-16,7,3457
2023-12-16,8.1,1419
2023-12-16,8,153
2023-12-16,Vista,36
2023-12-16,XP,29
2023-12-16,(not set),7
2023-12-16,NT,7
2023-12-15,10,225082
2023-12-15,11,110077
2023-12-15,7,5539
2023-12-15,8.1,2919
2023-12-15,8,233
2023-12-15,Vista,102
2023-12-15,XP,29
2023-12-15,NT,7
2023-12-14,10,244515
2023-12-14,11,124343
2023-12-14,7,5641
2023-12-14,8.1,2751
2023-12-14,8,393
2023-12-14,XP,95
2023-12-14,Vista,73
2023-12-14,NT,22
2023-12-14,Server 2003,7
2023-12-13,10,262798
2023-12-13,11,135981
2023-12-13,7,6398
2023-12-13,8.1,2897
2023-12-13,8,378
2023-12-13,XP,102
2023-12-13,Vista,29
2023-12-13,NT,7
2023-12-12,10,264982
2023-12-12,11,139569
2023-12-12,7,7235
2023-12-12,8.1,3057
2023-12-12,8,451
2023-12-12,XP,73
2023-12-12,Vista,51
2023-12-12,NT,29
2023-12-11,10,274313
2023-12-11,11,143376
2023-12-11,7,7242
2023-12-11,8.1,3086
2023-12-11,8,444
2023-12-11,Vista,58
2023-12-11,XP,58
2023-12-11,Server 2003,15
2023-12-10,10,86343
2023-12-10,11,66524
2023-12-10,7,3690
2023-12-10,8.1,1594
2023-12-10,8,197
2023-12-10,Vista,51
2023-12-10,XP,29
2023-12-10,NT,7
2023-12-09,10,88977
2023-12-09,11,65993
2023-12-09,7,3828
2023-12-09,8.1,1667
2023-12-09,8,131
2023-12-09,Vista,22
2023-12-09,NT,7
2023-12-09,XP,7
2023-12-08,10,226632
2023-12-08,11,117225
2023-12-08,7,6412
2023-12-08,8.1,2649
2023-12-08,8,291
2023-12-08,Vista,58
2023-12-08,XP,51
2023-12-08,NT,15
2023-12-07,10,283942
2023-12-07,11,145050
2023-12-07,7,7468
2023-12-07,8.1,3464
2023-12-07,8,415
2023-12-07,Vista,73
2023-12-07,XP,73
2023-12-07,NT,7
2023-12-07,Server 2003,7
2023-12-06,10,300435
2023-12-06,11,154249
2023-12-06,7,7948
2023-12-06,8.1,3974
2023-12-06,8,328
2023-12-06,NT,66
2023-12-06,XP,66
2023-12-06,Vista,29
2023-12-05,10,315566
2023-12-05,11,166295
2023-12-05,7,8363
2023-12-05,8.1,3814
2023-12-05,8,502
2023-12-05,Vista,95
2023-12-05,NT,44
2023-12-05,XP,29
2023-12-05,Server 2003,7
2023-12-04,10,335159
2023-12-04,11,178625
2023-12-04,7,9899
2023-12-04,8.1,4076
2023-12-04,8,509
2023-12-04,XP,73
2023-12-04,Vista,51
2023-12-04,NT,22
2023-12-03,10,125871
2023-12-03,11,96285
2023-12-03,7,5422
2023-12-03,8.1,2213
2023-12-03,8,306
2023-12-03,XP,44
2023-12-03,Vista,36
2023-12-03,NT,7
2023-12-02,10,147990
2023-12-02,11,107894
2023-12-02,7,6470
2023-12-02,8.1,2780
2023-12-02,8,204
2023-12-02,XP,58
2023-12-02,Vista,29
2023-12-01,10,373341
2023-12-01,11,211275
2023-12-01,7,12417
2023-12-01,8.1,4957
2023-12-01,8,597
2023-12-01,XP,109
2023-12-01,Vista,73
2023-12-01,NT,7
2023-11-30,10,399623
2023-11-30,11,218743
2023-11-30,7,12169
2023-11-30,8.1,5160
2023-11-30,8,560
2023-11-30,Vista,116
2023-11-30,XP,80
2023-11-29,10,399041
2023-11-29,11,223859
2023-11-29,7,12824
2023-11-29,8.1,5684
2023-11-29,8,640
2023-11-29,Vista,211
2023-11-29,XP,124
2023-11-29,NT,36
2023-11-28,10,384164
2023-11-28,11,208684
2023-11-28,7,11718
2023-11-28,8.1,4927
2023-11-28,8,713
2023-11-28,Vista,116
2023-11-28,XP,109
2023-11-27,10,373727
2023-11-27,11,208160
2023-11-27,7,11427
2023-11-27,8.1,5080
2023-11-27,8,539
2023-11-27,Vista,73
2023-11-27,NT,44
2023-11-27,XP,44
2023-11-26,10,159439
2023-11-26,11,119838
2023-11-26,7,6922
2023-11-26,8.1,3239
2023-11-26,8,364
2023-11-26,Vista,66
2023-11-26,XP,44
2023-11-26,NT,7
2023-11-25,10,141920
2023-11-25,11,104211
2023-11-25,7,6325
2023-11-25,8.1,2424
2023-11-25,8,364
2023-11-25,Vista,44
2023-11-25,XP,36
2023-11-25,NT,15
2023-11-24,10,169672
2023-11-24,11,112581
2023-11-24,7,6914
2023-11-24,8.1,3071
2023-11-24,8,342
2023-11-24,Vista,44
2023-11-24,XP,44
2023-11-24,NT,22
2023-11-23,10,80637
2023-11-23,11,63278
2023-11-23,7,4010
2023-11-23,8.1,1572
2023-11-23,8,211
2023-11-23,Vista,29
2023-11-23,XP,29
2023-11-23,NT,15
2023-11-22,10,212207
2023-11-22,11,117443
2023-11-22,7,6354
2023-11-22,8.1,2846
2023-11-22,8,277
2023-11-22,Vista,80
2023-11-22,XP,51
2023-11-22,NT,22
2023-11-21,10,274873
2023-11-21,11,141971
2023-11-21,7,7242
2023-11-21,8.1,3581
2023-11-21,8,408
2023-11-21,Vista,102
2023-11-21,XP,66
2023-11-21,NT,29
2023-11-21,Server 2003,7
2023-11-20,10,296999
2023-11-20,11,159788
2023-11-20,7,8181
2023-11-20,8.1,3785
2023-11-20,8,466
2023-11-20,Vista,124
2023-11-20,XP,36
2023-11-20,NT,15
2023-11-19,10,118105
2023-11-19,11,92762
2023-11-19,7,4345
2023-11-19,8.1,1856
2023-11-19,8,255
2023-11-19,XP,44
2023-11-19,Vista,29
2023-11-19,NT,15
2023-11-18,10,111992
2023-11-18,11,85433
2023-11-18,7,4272
2023-11-18,8.1,1790
2023-11-18,8,291
2023-11-18,XP,66
2023-11-18,Vista,44
2023-11-18,NT,22
2023-11-17,10,219507
2023-11-17,11,111999
2023-11-17,7,5328
2023-11-17,8.1,2591
2023-11-17,8,247
2023-11-17,Vista,66
2023-11-17,XP,66
2023-11-17,NT,15
2023-11-16,10,256539
2023-11-16,11,122298
2023-11-16,7,6288
2023-11-16,8.1,2758
2023-11-16,8,342
2023-11-16,Vista,66
2023-11-16,XP,66
2023-11-16,NT,51
2023-11-15,10,276452
2023-11-15,11,141447
2023-11-15,7,6681
2023-11-15,8.1,3013
2023-11-15,8,378
2023-11-15,XP,73
2023-11-15,Vista,58
2023-11-15,NT,15
2023-11-14,10,277406
2023-11-14,11,130842
2023-11-14,7,6798
2023-11-14,8.1,3042
2023-11-14,8,306
2023-11-14,Vista,73
2023-11-14,XP,51
2023-11-14,NT,22
2023-11-13,10,272937
2023-11-13,11,133499
2023-11-13,7,7235
2023-11-13,8.1,2904
2023-11-13,8,386
2023-11-13,XP,73
2023-11-13,Vista,22
2023-11-13,Server 2003,15
2023-11-13,NT,7
2023-11-12,10,79356
2023-11-12,11,58350
2023-11-12,7,3086
2023-11-12,8.1,1427
2023-11-12,8,277
2023-11-12,XP,36
2023-11-12,Vista,29
2023-11-12,NT,7
2023-11-11,10,72725
2023-11-11,11,52076
2023-11-11,7,2911
2023-11-11,8.1,1237
2023-11-11,8,197
2023-11-11,NT,36
2023-11-11,XP,29
2023-11-11,Vista,22
2023-11-10,10,162285
2023-11-10,11,93512
2023-11-10,7,5066
2023-11-10,8.1,2322
2023-11-10,8,408
2023-11-10,XP,51
2023-11-10,NT,15
2023-11-10,Vista,7
2023-11-09,10,257602
2023-11-09,11,127218
2023-11-09,7,6390
2023-11-09,8.1,3173
2023-11-09,8,437
2023-11-09,Vista,95
2023-11-09,XP,51
2023-11-09,NT,36
2023-11-09,Server 2003,7
2023-11-08,10,265673
2023-11-08,11,130428
2023-11-08,7,6652
2023-11-08,8.1,3013
2023-11-08,8,335
2023-11-08,XP,58
2023-11-08,Vista,22
2023-11-08,NT,7
2023-11-07,10,281591
2023-11-07,11,134460
2023-11-07,7,7096
2023-11-07,8.1,3071
2023-11-07,8,466
2023-11-07,Vista,58
2023-11-07,XP,58
2023-11-07,NT,7
2023-11-06,10,294757
2023-11-06,11,149504
2023-11-06,7,7482
2023-11-06,8.1,3246
2023-11-06,8,437
2023-11-06,XP,116
2023-11-06,Vista,73
2023-11-06,NT,29
2023-11-05,10,94633
2023-11-05,11,69384
2023-11-05,7,3858
