date,language,visits
2024-01-04,English,914023
2024-01-04,Spanish,14498
2024-01-04,Chinese,11115
2024-01-04,German,8958
2024-01-04,French,8326
2024-01-04,Japanese,4619
2024-01-04,Dutch,3368
2024-01-04,Korean,2859
2024-01-04,Portuguese,2795
2024-01-04,Italian,2453
2024-01-04,Russian,2405
2024-01-04,Turkish,1645
2024-01-04,Polish,1337
2024-01-04,Swedish,1130
2024-01-04,Danish,918
2024-01-04,Finnish,795
2024-01-04,Indonesian,786
2024-01-04,Czech,781
2024-01-04,Arabic,715
2024-01-04,Norwegian Bokmål,634
2024-01-04,Hungarian,471
2024-01-04,Vietnamese,455
2024-01-04,Thai,435
2024-01-04,Greek,368
2024-01-04,Hebrew,284
2024-01-04,Romanian,249
2024-01-04,Slovak,232
2024-01-04,Ukrainian,223
2024-01-04,(other),210
2024-01-04,Persian,189
2024-01-04,Croatian,163
2024-01-04,Slovenian,149
2024-01-04,Catalan,128
2024-01-04,Bulgarian,105
2024-01-04,Serbian,100
2024-01-04,Lithuanian,79
2024-01-04,Hindi,63
2024-01-04,Latvian,59
2024-01-04,Icelandic,49
2024-01-04,Estonian,44
2024-01-04,Azerbaijani,39
2024-01-04,Bosnian,29
2024-01-04,Bengali,14
2024-01-04,Georgian,13
2024-01-04,Sinhala,13
2024-01-04,Afrikaans,12
2024-01-04,Central Khmer,12
2024-01-03,English,970497
2024-01-03,Spanish,16888
2024-01-03,Chinese,12515
2024-01-03,German,9354
2024-01-03,French,9108
2024-01-03,Japanese,5116
2024-01-03,Dutch,3464
2024-01-03,Portuguese,3198
2024-01-03,Korean,3050
2024-01-03,Italian,2742
2024-01-03,Russian,2689
2024-01-03,Turkish,2027
2024-01-03,(other),1897
2024-01-03,Polish,1526
2024-01-03,Swedish,1270
2024-01-03,Indonesian,928
2024-01-03,Danish,905
2024-01-03,Finnish,879
2024-01-03,Arabic,838
2024-01-03,Czech,766
2024-01-03,Norwegian Bokmål,614
2024-01-03,Vietnamese,530
2024-01-03,Hungarian,496
2024-01-03,Greek,468
