date,device,visits
2024-01-04,desktop,528232
2024-01-04,mobile,451246
2024-01-04,tablet,19413
2024-01-04,smart tv,893
2024-01-03,desktop,533732
2024-01-03,mobile,492535
2024-01-03,tablet,21364
2024-01-03,smart tv,954
2024-01-02,mobile,618609
2024-01-02,desktop,540651
2024-01-02,tablet,24775
2024-01-02,smart tv,952
2024-01-01,mobile,863828
2024-01-01,desktop,404168
2024-01-01,tablet,35215
2024-01-01,smart tv,954
2023-12-31,mobile,486632
2023-12-31,desktop,236640
2023-12-31,tablet,19328
2023-12-31,smart tv,706
2023-12-30,mobile,587622
2023-12-30,desktop,257826
2023-12-30,tablet,20759
2023-12-30,smart tv,707
2023-12-29,mobile,548614
2023-12-29,desktop,331583
2023-12-29,tablet,18891
2023-12-29,smart tv,787
2023-12-28,mobile,569776
2023-12-28,desktop,369267
2023-12-28,tablet,20491
2023-12-28,smart tv,911
2023-12-27,mobile,557644
2023-12-27,desktop,357426
2023-12-27,tablet,19661
2023-12-27,smart tv,820
2023-12-26,mobile,515895
2023-12-26,desktop,318734
2023-12-26,tablet,18664
2023-12-26,smart tv,783
2023-12-25,mobile,449192
2023-12-25,desktop,202997
2023-12-25,tablet,16476
2023-12-25,smart tv,767
2023-12-24,mobile,420758
2023-12-24,desktop,204559
2023-12-24,tablet,16258
2023-12-24,smart tv,723
2023-12-23,mobile,496620
2023-12-23,desktop,222383
2023-12-23,tablet,17534
2023-12-23,smart tv,617
2023-12-22,mobile,405099
2023-12-22,desktop,308028
2023-12-22,tablet,14971
2023-12-22,smart tv,865
2023-12-21,desktop,382625
2023-12-21,mobile,374686
2023-12-21,tablet,15741
2023-12-21,smart tv,898
2023-12-20,desktop,444829
2023-12-20,mobile,383888
2023-12-20,tablet,16977
2023-12-20,smart tv,903
2023-12-19,desktop,505079
2023-12-19,mobile,424194
2023-12-19,tablet,18753
2023-12-19,smart tv,915
2023-12-18,desktop,544525
2023-12-18,mobile,458256
2023-12-18,tablet,20914
2023-12-18,smart tv,801
2023-12-17,mobile,401776
2023-12-17,desktop,276046
2023-12-17,tablet,17324
2023-12-17,smart tv,714
2023-12-16,mobile,363150
2023-12-16,desktop,233618
2023-12-16,tablet,15041
2023-12-16,smart tv,704
2023-12-15,desktop,432845
2023-12-15,mobile,327682
2023-12-15,tablet,15449
2023-12-15,smart tv,863
2023-12-14,desktop,522676
2023-12-14,mobile,330680
2023-12-14,tablet,15640
2023-12-14,smart tv,866
2023-12-13,desktop,546834
2023-12-13,mobile,326577
2023-12-13,tablet,16015
2023-12-13,smart tv,893
2023-12-12,desktop,593219
2023-12-12,mobile,336367
2023-12-12,tablet,16918
2023-12-12,smart tv,863
2023-12-11,desktop,557459
2023-12-11,mobile,344814
2023-12-11,tablet,17938
2023-12-11,smart tv,890
2023-12-10,mobile,395937
2023-12-10,desktop,319429
2023-12-10,tablet,18947
2023-12-10,smart tv,710
2023-12-09,mobile,406218
2023-12-09,desktop,266322
2023-12-09,tablet,17753
2023-12-09,smart tv,663
2023-12-08,desktop,489136
2023-12-08,mobile,352812
2023-12-08,tablet,16662
2023-12-08,smart tv,868
2023-12-07,desktop,589943
2023-12-07,mobile,411738
2023-12-07,tablet,19290
2023-12-07,smart tv,885
2023-12-06,desktop,582700
2023-12-06,mobile,387533
2023-12-06,tablet,19102
2023-12-06,smart tv,895
