date,language,visits
2024-01-04,English,1150509
2024-01-04,Spanish,62705
2024-01-04,Chinese,3903
2024-01-04,French,3157
2024-01-04,German,1705
2024-01-04,Korean,1672
2024-01-04,Portuguese,1391
2024-01-04,Russian,1345
2024-01-04,Japanese,1186
2024-01-04,Italian,738
2024-01-04,Turkish,722
2024-01-04,Polish,481
2024-01-04,Arabic,464
2024-01-04,Dutch,439
2024-01-04,Ukrainian,378
2024-01-04,(other),340
2024-01-04,Swedish,325
2024-01-04,Vietnamese,300
2024-01-04,Indonesian,261
2024-01-04,Danish,177
2024-01-04,Norwegian Bokmål,161
2024-01-04,Hebrew,153
2024-01-04,Thai,153
2024-01-04,Czech,135
2024-01-04,Finnish,131
2024-01-04,Hungarian,127
2024-01-04,Greek,119
2024-01-04,Romanian,104
2024-01-04,Persian,74
2024-01-04,Catalan,56
2024-01-04,Slovak,53
2024-01-04,Bulgarian,47
2024-01-04,Croatian,38
2024-01-04,Hindi,35
2024-01-04,Slovenian,30
2024-01-04,Serbian,24
2024-01-04,Lithuanian,21
2024-01-04,Bengali,16
2024-01-04,Estonian,14
2024-01-04,Latvian,14
2024-01-04,Burmese,13
2024-01-04,Uzbek,12
2024-01-04,Afrikaans,11
2024-01-04,Albanian,11
2024-01-04,Azerbaijani,11
2024-01-04,Panjabi,8
2024-01-04,Amharic,7
2024-01-04,Basque,7
2024-01-04,Norwegian,7
2024-01-04,Bosnian,5
2024-01-04,Kannada,5
2024-01-04,Central Khmer,4
2024-01-04,Georgian,4
2024-01-04,Gujarati,4
2024-01-04,Macedonian,4
2024-01-04,Malay,4
2024-01-04,Nepali,4
2024-01-04,Marathi,3
2024-01-04,Telugu,3
2024-01-04,Armenian,2
2024-01-04,Belarusian,2
2024-01-04,Gaelic,2
2024-01-04,Irish,2
2024-01-04,Tamil,2
2024-01-04,Afar,1
2024-01-04,Haitian,1
2024-01-04,Icelandic,1
2024-01-04,Igbo,1
2024-01-04,Lao,1
2024-01-04,Luxembourgish,1
2024-01-04,Sinhala,1
2024-01-04,Tibetan,1
2024-01-04,Turkmen,1
2024-01-04,Urdu,1
2024-01-04,Yiddish,1
2024-01-04,Zulu,1
2024-01-03,English,1077266
2024-01-03,Spanish,64318
2024-01-03,Chinese,3703
2024-01-03,French,3044
2024-01-03,Korean,1818
2024-01-03,German,1603
2024-01-03,Portuguese,1362
2024-01-03,Russian,1354
2024-01-03,Italian,743
2024-01-03,Japanese,715
2024-01-03,Turkish,673
2024-01-03,Polish,512
2024-01-03,Arabic,498
2024-01-03,Dutch,398
2024-01-03,Ukrainian,356
2024-01-03,Swedish,340
2024-01-03,(other),286
2024-01-03,Vietnamese,281
2024-01-03,Indonesian,250
2024-01-03,Norwegian Bokmål,241
