date,page_title,event_label,file_name,page,total_events
2024-01-04,"Rebecca's Business Plan Template - Traditional | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/sample%20business%20plan%20-%20we%20can%20do%20it%20consulting%20%284%29.doc,www.sba.gov/document/support-rebeccas-business-plan-template-traditional,871
2024-01-04,"Table of size standards | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/table%20of%20size%20standards_effective%20march%2017%2c%202023%20%282%29.pdf,www.sba.gov/document/support-table-size-standards,825
2024-01-04,"Andrew's Business Plan Template - Lean | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/sample%20lean%20business%20plan%20-%20wooden%20grain%20toy%20company%20%281%29.doc,www.sba.gov/document/support-andrews-business-plan-template-lean,590
2024-01-04,"Andrew's Business Plan Template - Traditional | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/sample%20business%20plan%20-%20wooden%20grain%20toy%20company%20%282%29.doc,www.sba.gov/document/support-andrews-business-plan-template-traditional,508
2024-01-04,"Personal Financial Statement | U.S. Small Business Administration",file_download,/sites/default/files/2022-08/sba%20form%20413%20%287a-504-sbg-wosb-8a%29_8.9.2022-508.pdf,www.sba.gov/document/sba-form-413-personal-financial-statement,256
2024-01-04,"Lender and Development Company Loan Programs | U.S. Small Business Administration",file_download,/sites/default/files/2023-10/sop%2050%2010%207.1%20effective%2011.15.23.docx,www.sba.gov/document/sop-50-10-lender-development-company-loan-programs,216
2024-01-04,"Borrower Information Form | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sbaform1919-r%2012-28-23%282%29.pdf,www.sba.gov/document/sba-form-1919-borrower-information-form,198
2024-01-04,"Calculate Startup Costs | U.S. Small Business Administration",file_download,/sites/default/files/2023-07/startup%20costs%20worksheet.pdf,www.sba.gov/document/support-calculate-startup-costs,192
2024-01-04,"SBA 7(a) Loan Guaranty Fee Calculator | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/fy2024_guaranty_fee_calculator%20%28d4a6ecdc-b240-40c5-9118-484ee0cc8f2e%29.xlsx,www.sba.gov/document/support-sba-7a-loan-guaranty-fee-calculator,118
2024-01-04,"SBA Franchise Directory | U.S. Small Business Administration",file_download,/sites/default/files/2023-05/sba%20franchise%20directory%20%e2%80%93%20effective%20may%2011%2c%202023.pdf,www.sba.gov/document/support-sba-franchise-directory,85
2024-01-04,"Borrower's Consent to Verify Information and Third-party Authorization | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/bdlsc%20%20borrower%20authorization%20-%205-23.pdf,www.sba.gov/document/sba-form-borrowers-consent-verify-information-third-party-authorization,82
2024-01-04,"Directory of federal government prime contractors with subcontracting plans | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/report%20builder%20fy23.xlsx,www.sba.gov/document/support-directory-federal-government-prime-contractors-subcontracting-plans,82
2024-01-04,"Declaration of Identity Theft | U.S. Small Business Administration",file_download,/sites/default/files/2021-10/3513%20%2808-21%29%20declaration%20of%20identity%20theft-508.pdf,www.sba.gov/document/sba-form-3513-declaration-identity-theft,63
2024-01-04,"COVID-19 EIDL subordination submission process | U.S. Small Business Administration",file_download,/sites/default/files/2022-10/sba_covid_eidl_subordination_submission_process-508.pdf,www.sba.gov/document/support-covid-19-eidl-subordination-submission-process,60
2024-01-04,"PPP First Draw Borrower Application Form | U.S. Small Business Administration",file_download,/sites/default/files/2021-03/borrowerapplication2483arprevisions%20%28final%203-18-21%29-508.pdf,www.sba.gov/document/sba-form-2483-ppp-first-draw-borrower-application-form,56
2024-01-04,"Active mentor-protege agreements | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sbampp%20mpa%20approval%20list%20as%20of%2012.01.23v1%20508%20%281%29.xlsx,www.sba.gov/document/support-active-mentor-protege-agreements,54
2024-01-04,"About | SBIR.gov",file_download,/sites/default/files/sba_sbir_overview_march2020.pdf,www.sbir.gov/about,51
2024-01-04,"HUBZone Supporting Documents Checklist | U.S. Small Business Administration",file_download,/sites/default/files/2024-01/hubzone_supportingdocumentschecklist_11-9-2023-r.pdf,www.sba.gov/document/support-hubzone-supporting-documents-checklist,49
2024-01-04,"Settlement Sheet (Use of Proceeds Certification) | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/3245-0200sbaform1050-r.pdf,www.sba.gov/document/sba-form-1050-settlement-sheet-use-proceeds-certification,49
2024-01-04,"Statement of Personal History | U.S. Small Business Administration",file_download,/sites/default/files/2023-07/sba-912-508.pdf,www.sba.gov/document/sba-form-912-statement-personal-history,49
