date,browser,visits
2024-01-04,Chrome,41618
2024-01-04,Safari,21452
2024-01-04,Edge,9701
2024-01-04,Firefox,1688
2024-01-04,Samsung Internet,668
2024-01-04,Safari (in-app),267
2024-01-04,Android Webview,145
2024-01-04,Opera,129
2024-01-04,Mozilla Compatible Agent,77
2024-01-04,Amazon Silk,35
2024-01-04,Internet Explorer,18
2024-01-04,(not set),16
2024-01-04,Mozilla,11
2024-01-04,Opera Mini,10
2024-01-04,YaBrowser,8
2024-01-04,Coc Coc,2
2024-01-04,Aloha Browser,1
2024-01-04,Android Runtime,1
2024-01-04,Lynx,1
2024-01-04,Phoenix Browser,1
2024-01-04,SeaMonkey,1
2024-01-03,Chrome,52536
2024-01-03,Safari,29810
2024-01-03,Edge,12709
2024-01-03,Firefox,2106
2024-01-03,Samsung Internet,829
2024-01-03,Safari (in-app),352
2024-01-03,Opera,160
2024-01-03,Android Webview,158
2024-01-03,Mozilla Compatible Agent,45
2024-01-03,Amazon Silk,42
2024-01-03,Internet Explorer,26
2024-01-03,(not set),17
2024-01-03,Mozilla,17
2024-01-03,YaBrowser,5
2024-01-03,UC Browser,4
2024-01-03,Android Runtime,3
2024-01-03,Opera Mini,3
2024-01-03,Coc Coc,1
2024-01-03,SeaMonkey,1
2024-01-03,Whale Browser,1
2024-01-02,Chrome,50796
2024-01-02,Safari,29792
2024-01-02,Edge,11882
2024-01-02,Firefox,2015
2024-01-02,Samsung Internet,842
2024-01-02,Safari (in-app),370
2024-01-02,Android Webview,174
2024-01-02,Opera,166
2024-01-02,Amazon Silk,42
2024-01-02,Mozilla Compatible Agent,39
2024-01-02,Internet Explorer,29
2024-01-02,(not set),18
2024-01-02,Opera Mini,14
2024-01-02,Mozilla,13
2024-01-02,Android Runtime,5
2024-01-02,UC Browser,4
2024-01-02,YaBrowser,4
2024-01-02,DuckDuckGo Browser,2
2024-01-02,Whale Browser,2
2024-01-02,BlackBerry,1
2024-01-02,Coc Coc,1
2024-01-02,Meta Quest Browser,1
2024-01-02,SeaMonkey,1
2024-01-02,Vivaldi,1
2024-01-01,Chrome,23312
2024-01-01,Safari,18026
2024-01-01,Edge,2936
2024-01-01,Firefox,813
2024-01-01,Samsung Internet,567
2024-01-01,Safari (in-app),250
2024-01-01,Android Webview,154
2024-01-01,Opera,103
2024-01-01,(not set),35
2024-01-01,Amazon Silk,34
2024-01-01,Mozilla Compatible Agent,33
2024-01-01,Mozilla,16
2024-01-01,YaBrowser,7
2024-01-01,Phoenix Browser,6
2024-01-01,Internet Explorer,3
2024-01-01,Opera Mini,3
2024-01-01,Android Runtime,2
2024-01-01,UC Browser,2
2024-01-01,Whale Browser,2
2024-01-01,Aloha Browser,1
2024-01-01,Android Browser,1
2024-01-01,Coc Coc,1
2023-12-31,Chrome,18790
2023-12-31,Safari,14782
2023-12-31,Edge,2050
2023-12-31,Firefox,679
2023-12-31,Samsung Internet,481
2023-12-31,Safari (in-app),230
2023-12-31,Android Webview,136
2023-12-31,Opera,83
2023-12-31,Mozilla Compatible Agent,42
2023-12-31,Amazon Silk,33
2023-12-31,(not set),25
2023-12-31,Mozilla,15
2023-12-31,Opera Mini,13
