date,language,visits
2024-01-04,English,93279
2024-01-04,Spanish,2117
2024-01-04,Chinese,237
2024-01-04,French,121
2024-01-04,Korean,106
2024-01-04,Portuguese,91
2024-01-04,Russian,81
2024-01-04,Italian,78
2024-01-04,Japanese,73
2024-01-04,German,63
2024-01-04,Polish,53
2024-01-04,Turkish,41
2024-01-04,Vietnamese,37
2024-01-04,Arabic,32
2024-01-04,Dutch,29
2024-01-04,Hebrew,22
2024-01-04,Persian,21
2024-01-04,Ukrainian,21
2024-01-04,Thai,20
2024-01-04,(other),19
2024-01-04,Indonesian,16
2024-01-04,Czech,15
2024-01-04,Norwegian Bokmål,12
2024-01-04,Swedish,12
2024-01-03,English,95012
2024-01-03,Spanish,2081
2024-01-03,Chinese,211
2024-01-03,Korean,142
2024-01-03,French,124
2024-01-03,Russian,101
2024-01-03,Italian,81
2024-01-03,Portuguese,80
2024-01-03,German,60
2024-01-03,Vietnamese,53
2024-01-03,Polish,49
2024-01-03,Turkish,49
2024-01-03,Arabic,42
2024-01-03,Japanese,38
2024-01-03,Dutch,34
2024-01-03,Persian,23
2024-01-03,Indonesian,22
2024-01-03,Swedish,19
2024-01-03,Czech,16
2024-01-03,Hungarian,16
2024-01-03,Thai,16
2024-01-03,Hebrew,15
2024-01-03,Ukrainian,13
2024-01-03,Finnish,12
2024-01-03,Georgian,12
2024-01-02,English,93014
2024-01-02,Spanish,2066
2024-01-02,Chinese,233
2024-01-02,French,144
2024-01-02,Italian,127
2024-01-02,Korean,115
2024-01-02,Portuguese,104
2024-01-02,Russian,99
2024-01-02,German,75
2024-01-02,Turkish,61
2024-01-02,Polish,48
2024-01-02,Arabic,42
2024-01-02,Vietnamese,42
2024-01-02,Dutch,40
2024-01-02,Indonesian,29
2024-01-02,Persian,28
2024-01-02,Czech,20
2024-01-02,Norwegian Bokmål,20
2024-01-02,Ukrainian,20
2024-01-02,Japanese,19
2024-01-02,Thai,17
2024-01-02,(other),16
2024-01-02,Hungarian,14
2024-01-02,Danish,12
2024-01-02,Hebrew,11
2024-01-01,English,44561
2024-01-01,Spanish,953
2024-01-01,Chinese,122
2024-01-01,Italian,85
2024-01-01,French,80
2024-01-01,Korean,71
2024-01-01,Portuguese,55
2024-01-01,Russian,44
2024-01-01,Arabic,41
2024-01-01,Turkish,40
2024-01-01,Polish,37
2024-01-01,German,30
2024-01-01,Indonesian,26
2024-01-01,Vietnamese,26
2024-01-01,Dutch,18
2024-01-01,Thai,17
2024-01-01,Ukrainian,16
2024-01-01,Hebrew,15
2024-01-01,(other),14
2024-01-01,Japanese,12
2023-12-31,English,36401
2023-12-31,Spanish,690
2023-12-31,Italian,98
2023-12-31,Chinese,93
2023-12-31,French,59
2023-12-31,Portuguese,52
2023-12-31,Arabic,50
2023-12-31,Russian,36
2023-12-31,Turkish,34
2023-12-31,Polish,30
2023-12-31,German,27
2023-12-31,Korean,26
2023-12-31,Indonesian,18
2023-12-31,Japanese,18
2023-12-31,Persian,17
2023-12-31,Vietnamese,17
2023-12-31,Hebrew,15
2023-12-31,(other),14
2023-12-31,Dutch,11
2023-12-30,English,40763
2023-12-30,Spanish,986
2023-12-30,Chinese,123
2023-12-30,French,88
2023-12-30,Italian,85
2023-12-30,Russian,59
2023-12-30,Arabic,48
2023-12-30,Portuguese,48
2023-12-30,German,38
2023-12-30,Korean,32
2023-12-30,Polish,27
2023-12-30,Vietnamese,25
2023-12-30,Turkish,22
2023-12-30,Indonesian,21
2023-12-30,Japanese,18
2023-12-30,Persian,17
2023-12-30,Dutch,14
2023-12-30,Ukrainian,11
2023-12-29,English,63270
2023-12-29,Spanish,1488
2023-12-29,Chinese,133
2023-12-29,French,91
2023-12-29,Italian,89
2023-12-29,Russian,78
2023-12-29,Portuguese,59
2023-12-29,Arabic,53
2023-12-29,Korean,46
2023-12-29,Turkish,35
2023-12-29,Polish,34
2023-12-29,Vietnamese,32
2023-12-29,Japanese,28
2023-12-29,German,23
2023-12-29,Indonesian,19
2023-12-29,Hungarian,16
2023-12-29,Persian,15
2023-12-29,(other),13
2023-12-29,Thai,12
2023-12-29,Norwegian Bokmål,11
2023-12-29,Ukrainian,11
2023-12-28,English,69793
2023-12-28,Spanish,1612
2023-12-28,Chinese,209
2023-12-28,French,103
2023-12-28,Korean,93
2023-12-28,Italian,92
2023-12-28,Russian,91
2023-12-28,Portuguese,68
2023-12-28,Turkish,58
2023-12-28,Arabic,41
2023-12-28,Japanese,37
2023-12-28,German,36
2023-12-28,Polish,36
2023-12-28,Vietnamese,25
2023-12-28,Dutch,24
2023-12-28,Indonesian,22
2023-12-28,Thai,19
2023-12-28,(other),16
2023-12-28,Persian,15
2023-12-28,Hebrew,14
2023-12-28,Ukrainian,14
2023-12-27,English,69386
2023-12-27,Spanish,1568
2023-12-27,Chinese,197
2023-12-27,Italian,102
2023-12-27,French,98
2023-12-27,Korean,93
2023-12-27,Japanese,73
2023-12-27,Russian,66
2023-12-27,Portuguese,60
2023-12-27,Turkish,45
2023-12-27,Arabic,40
2023-12-27,German,39
2023-12-27,Polish,33
2023-12-27,Vietnamese,29
2023-12-27,Dutch,19
2023-12-27,Indonesian,19
2023-12-27,Hebrew,18
2023-12-27,Thai,17
2023-12-27,Ukrainian,17
2023-12-27,Czech,15
2023-12-27,Greek,14
2023-12-27,(other),11
2023-12-26,English,58200
2023-12-26,Spanish,1487
2023-12-26,Chinese,163
2023-12-26,Korean,103
2023-12-26,French,102
2023-12-26,Portuguese,79
2023-12-26,Russian,79
2023-12-26,Italian,74
2023-12-26,Japanese,67
2023-12-26,Vietnamese,44
2023-12-26,Turkish,42
2023-12-26,German,40
2023-12-26,Arabic,35
2023-12-26,Polish,31
2023-12-26,Ukrainian,23
2023-12-26,Indonesian,21
2023-12-26,Persian,19
2023-12-26,Dutch,16
2023-12-26,Hebrew,14
2023-12-26,Greek,13
2023-12-26,Thai,13
2023-12-26,(other),11
2023-12-25,English,28175
2023-12-25,Spanish,789
2023-12-25,Chinese,144
2023-12-25,Italian,81
2023-12-25,French,69
2023-12-25,Japanese,67
2023-12-25,Russian,66
2023-12-25,Korean,58
2023-12-25,Turkish,58
2023-12-25,Arabic,46
2023-12-25,German,45
2023-12-25,Vietnamese,38
2023-12-25,Portuguese,35
2023-12-25,Persian,23
2023-12-25,Indonesian,20
2023-12-25,Polish,19
2023-12-25,Dutch,17
2023-12-25,Thai,14
2023-12-25,Hebrew,13
2023-12-25,(other),11
2023-12-24,English,28018
2023-12-24,Spanish,706
2023-12-24,Chinese,116
2023-12-24,Italian,74
2023-12-24,French,68
2023-12-24,Japanese,54
2023-12-24,Russian,52
2023-12-24,Arabic,45
2023-12-24,Korean,36
2023-12-24,Turkish,33
2023-12-24,Vietnamese,30
2023-12-24,Persian,26
2023-12-24,Indonesian,23
2023-12-24,Portuguese,23
2023-12-24,German,22
2023-12-24,Dutch,16
2023-12-24,Georgian,12
2023-12-23,English,32572
2023-12-23,Spanish,848
2023-12-23,Chinese,102
2023-12-23,French,67
2023-12-23,Russian,65
2023-12-23,Italian,62
2023-12-23,Arabic,36
2023-12-23,Portuguese,36
2023-12-23,Korean,33
2023-12-23,Turkish,27
2023-12-23,Japanese,25
2023-12-23,Persian,22
2023-12-23,Polish,22
2023-12-23,Dutch,21
2023-12-23,Indonesian,20
2023-12-23,Vietnamese,20
2023-12-23,German,16
2023-12-23,Greek,16
2023-12-23,Thai,12
2023-12-23,Ukrainian,12
2023-12-22,English,56410
2023-12-22,Spanish,1284
2023-12-22,Chinese,149
2023-12-22,French,118
2023-12-22,Italian,90
2023-12-22,Russian,89
2023-12-22,Korean,77
2023-12-22,Portuguese,61
2023-12-22,Turkish,58
2023-12-22,Japanese,55
2023-12-22,German,47
2023-12-22,Vietnamese,45
2023-12-22,Arabic,40
2023-12-22,Dutch,36
2023-12-22,Polish,33
2023-12-22,Indonesian,26
2023-12-22,Ukrainian,19
2023-12-22,Persian,18
2023-12-22,Greek,14
2023-12-21,English,68562
2023-12-21,Spanish,1458
2023-12-21,Chinese,208
2023-12-21,French,121
2023-12-21,Italian,91
2023-12-21,Korean,90
2023-12-21,Russian,81
2023-12-21,Japanese,77
2023-12-21,Portuguese,71
2023-12-21,German,65
2023-12-21,Turkish,58
2023-12-21,Vietnamese,49
2023-12-21,Dutch,46
2023-12-21,Polish,43
2023-12-21,Arabic,34
2023-12-21,Indonesian,21
2023-12-21,Persian,20
2023-12-21,Greek,19
2023-12-21,(other),16
2023-12-21,Swedish,14
2023-12-21,Ukrainian,13
2023-12-21,Thai,12
2023-12-21,Hebrew,11
2023-12-21,Hungarian,11
2023-12-20,English,76004
2023-12-20,Spanish,1669
2023-12-20,Chinese,187
2023-12-20,French,124
2023-12-20,Italian,96
2023-12-20,Korean,93
2023-12-20,Japanese,92
2023-12-20,Russian,90
2023-12-20,German,81
2023-12-20,Portuguese,70
2023-12-20,Turkish,50
2023-12-20,Arabic,48
2023-12-20,Polish,32
2023-12-20,Vietnamese,28
2023-12-20,Dutch,27
2023-12-20,(other),17
2023-12-20,Persian,16
2023-12-20,Indonesian,15
2023-12-20,Thai,14
2023-12-20,Greek,12
2023-12-20,Czech,11
2023-12-20,Swedish,11
2023-12-20,Ukrainian,11
2023-12-19,English,82650
2023-12-19,Spanish,1622
2023-12-19,Chinese,197
2023-12-19,French,136
2023-12-19,Korean,132
2023-12-19,Japanese,104
2023-12-19,Russian,103
2023-12-19,Italian,98
2023-12-19,German,63
2023-12-19,Portuguese,59
2023-12-19,Turkish,53
2023-12-19,Dutch,51
2023-12-19,Vietnamese,50
2023-12-19,Arabic,49
2023-12-19,Polish,36
2023-12-19,Persian,29
2023-12-19,Hebrew,23
2023-12-19,Indonesian,22
2023-12-19,Danish,17
