date,browser,visits
2024-01-04,Chrome,489968
2024-01-04,Safari,206716
2024-01-04,Edge,68016
2024-01-04,Firefox,15102
2024-01-04,(other),8887
2024-01-04,Samsung Internet,7802
2024-01-04,Safari (in-app),7251
2024-01-04,Android Webview,6550
2024-01-04,Opera,1652
2024-01-04,(not set),922
2024-01-04,Amazon Silk,383
2024-01-04,Internet Explorer,356
2024-01-04,UC Browser,306
2024-01-04,Mozilla Compatible Agent,180
2024-01-04,YaBrowser,156
2024-01-04,Opera Mini,87
2024-01-04,Android Runtime,54
2024-01-04,Aloha Browser,28
2024-01-04,Whale Browser,27
2024-01-04,Mozilla,17
2024-01-04,Android Browser,16
2024-01-04,Coc Coc,16
2024-01-04,Meta Quest Browser,6
2024-01-04,Phoenix Browser,6
2024-01-04,PaleMoon,4
2024-01-04,DuckDuckGo Browser,3
2024-01-04,Lynx,3
2024-01-04,SeaMonkey,2
2024-01-04,Vivaldi,2
2024-01-04,IE with Chrome Frame,1
2024-01-04,Iron,1
2024-01-04,Konqueror,1
2024-01-04,Nintendo Browser,1
2024-01-04,Puffin,1
2024-01-03,Chrome,628917
2024-01-03,Safari,245671
2024-01-03,Edge,80852
2024-01-03,Firefox,15777
2024-01-03,Samsung Internet,9916
2024-01-03,Safari (in-app),9007
2024-01-03,Android Webview,7357
2024-01-03,Opera,2243
2024-01-03,(not set),1219
2024-01-03,Internet Explorer,546
2024-01-03,Amazon Silk,507
2024-01-03,UC Browser,418
2024-01-03,YaBrowser,200
2024-01-03,Mozilla Compatible Agent,187
2024-01-03,Opera Mini,132
2024-01-03,Aloha Browser,60
2024-01-03,Android Runtime,44
2024-01-03,Whale Browser,36
2024-01-03,Mozilla,26
2024-01-03,Coc Coc,16
2024-01-03,Android Browser,10
2024-01-03,Meta Quest Browser,10
2024-01-03,DuckDuckGo Browser,8
2024-01-03,Phoenix Browser,6
2024-01-03,PaleMoon,3
2024-01-03,Nintendo Browser,2
2024-01-03,Puffin,2
2024-01-03,SeaMonkey,2
2024-01-03,Iron,1
2024-01-03,Konqueror,1
2024-01-03,Lynx,1
2024-01-03,Maxthon,1
2024-01-03,Nokia Browser,1
2024-01-03,Playstation Vita Browser,1
2024-01-03,Waterfox,1
2024-01-02,Chrome,582190
2024-01-02,Safari,232359
2024-01-02,Edge,72825
2024-01-02,Firefox,18304
2024-01-02,Samsung Internet,9080
2024-01-02,Safari (in-app),8613
2024-01-02,Android Webview,8123
2024-01-02,Opera,2056
2024-01-02,(not set),1425
2024-01-02,Internet Explorer,665
2024-01-02,Amazon Silk,536
2024-01-02,UC Browser,382
2024-01-02,Mozilla Compatible Agent,229
2024-01-02,YaBrowser,193
2024-01-02,Opera Mini,145
2024-01-02,Aloha Browser,53
2024-01-02,Android Runtime,47
2024-01-02,Whale Browser,32
2024-01-02,Mozilla,24
2024-01-02,Coc Coc,21
2024-01-02,Android Browser,19
2024-01-02,Meta Quest Browser,13
2024-01-02,Phoenix Browser,11
2024-01-02,DuckDuckGo Browser,6
2024-01-02,Puffin,4
2024-01-02,BlackBerry,2
2024-01-02,Nintendo Browser,2
2024-01-02,Waterfox,2
2024-01-02,Iron,1
2024-01-02,Lynx,1
2024-01-02,Maxthon,1
2024-01-02,PaleMoon,1
2024-01-02,SeaMonkey,1
2024-01-02,Seznam,1
2024-01-01,Chrome,272229
2024-01-01,Safari,186140
2024-01-01,Edge,16527
2024-01-01,Firefox,9616
2024-01-01,Android Webview,8153
2024-01-01,Safari (in-app),7743
2024-01-01,Samsung Internet,7320
2024-01-01,Opera,1686
2024-01-01,Internet Explorer,1683
2024-01-01,(not set),882
2024-01-01,Amazon Silk,480
2024-01-01,UC Browser,373
2024-01-01,Mozilla Compatible Agent,168
2024-01-01,YaBrowser,116
2024-01-01,Opera Mini,114
2024-01-01,Android Runtime,41
2024-01-01,Aloha Browser,34
2024-01-01,Android Browser,30
2024-01-01,Mozilla,26
2024-01-01,Whale Browser,26
2024-01-01,Coc Coc,15
2024-01-01,Phoenix Browser,15
2024-01-01,Meta Quest Browser,12
2024-01-01,DuckDuckGo Browser,5
2024-01-01,PaleMoon,4
2024-01-01,Konqueror,2
2024-01-01,Maxthon,2
2024-01-01,NetFront,2
2024-01-01,Netscape,2
2024-01-01,Puffin,2
2024-01-01,SeaMonkey,2
2024-01-01,BlackBerry,1
2023-12-31,Chrome,205601
2023-12-31,Safari,159868
2023-12-31,Edge,13548
2023-12-31,Samsung Internet,6767
2023-12-31,Safari (in-app),6686
2023-12-31,Android Webview,6561
2023-12-31,Firefox,5580
2023-12-31,Opera,1613
2023-12-31,(not set),894
2023-12-31,Amazon Silk,445
2023-12-31,UC Browser,433
2023-12-31,Mozilla Compatible Agent,152
2023-12-31,YaBrowser,119
2023-12-31,Opera Mini,95
2023-12-31,Aloha Browser,50
2023-12-31,Android Runtime,47
2023-12-31,Internet Explorer,40
2023-12-31,Whale Browser,35
2023-12-31,Mozilla,24
2023-12-31,Android Browser,23
2023-12-31,Phoenix Browser,12
2023-12-31,Coc Coc,9
2023-12-31,Meta Quest Browser,8
2023-12-31,DuckDuckGo Browser,4
2023-12-31,Netscape,2
2023-12-31,Nintendo Browser,2
2023-12-31,Puffin,2
2023-12-31,IE with Chrome Frame,1
2023-12-31,SeaMonkey,1
2023-12-31,Seznam,1
2023-12-30,Chrome,240576
2023-12-30,Safari,188373
2023-12-30,Edge,16349
2023-12-30,Firefox,9112
2023-12-30,Samsung Internet,7698
2023-12-30,Safari (in-app),7436
2023-12-30,Android Webview,6815
2023-12-30,Opera,1741
2023-12-30,(not set),926
2023-12-30,Amazon Silk,472
2023-12-30,UC Browser,405
2023-12-30,Mozilla Compatible Agent,165
2023-12-30,YaBrowser,144
2023-12-30,Opera Mini,122
2023-12-30,Internet Explorer,69
2023-12-30,Aloha Browser,56
2023-12-30,Android Runtime,37
2023-12-30,Whale Browser,25
2023-12-30,Android Browser,20
2023-12-30,Mozilla,18
2023-12-30,Coc Coc,14
2023-12-30,Phoenix Browser,13
2023-12-30,Meta Quest Browser,11
2023-12-30,DuckDuckGo Browser,6
2023-12-30,IE with Chrome Frame,1
2023-12-30,Netscape,1
2023-12-30,Nintendo Browser,1
2023-12-30,Puffin,1
2023-12-30,Seznam,1
2023-12-29,Chrome,415681
2023-12-29,Safari,203500
2023-12-29,Edge,44787
2023-12-29,Firefox,10427
2023-12-29,Samsung Internet,8485
2023-12-29,Safari (in-app),8338
2023-12-29,Android Webview,6888
2023-12-29,Opera,1931
2023-12-29,(not set),1016
2023-12-29,Amazon Silk,502
2023-12-29,UC Browser,398
2023-12-29,Internet Explorer,360
