date,page_title,event_label,file_name,page,total_events
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/rus.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,15336
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/dcb.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,13940
2023-12-26,"About Form W-9, Request for Taxpayer Identification Number and Certification | Internal Revenue Service",file_download,/pub/irs-pdf/fw9.pdf,www.irs.gov/forms-pubs/about-form-w-9,10437
2023-12-26,Passport Fees,file_download,/content/dam/passports/forms-fees/fee%20chart%202023.pdf,travel.state.gov/content/travel/en/passports/how-apply/fees.html,7708
2023-12-26,"Employment Eligibility Verification | USCIS",file_download,/sites/default/files/document/forms/i-9.pdf,www.uscis.gov/i-9,5413
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/gs.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,5084
2023-12-26,"Replace Social Security card | SSA",file_download,/forms/ss-5.pdf,www.ssa.gov/number-card/replace-card,4806
2023-12-26,How to Apply in Person for a Passport,file_download,/forms/ds11.pdf,travel.state.gov/content/travel/en/passports/need-passport/apply-in-person.html,4243
2023-12-26,"Affidavit of Support Under Section 213A of the INA | USCIS",file_download,/sites/default/files/document/forms/i-864.pdf,www.uscis.gov/i-864,4132
2023-12-26,"APOD: 2023 December 25 – Cathedral, Mountain, Moon",file_download,/apod/image/2312/moonaligned_minato_2974.jpg,apod.nasa.gov/apod/ap231225.html,3890
2023-12-26,Renew my Passport by Mail,file_download,/forms/ds82.pdf,travel.state.gov/content/travel/en/passports/have-passport/renew.html,3670
2023-12-26,"Application to Register Permanent Residence or Adjust Status | USCIS",file_download,/sites/default/files/document/forms/i-485.pdf,www.uscis.gov/i-485,3576
2023-12-26,Apply for a Child's U.S. Passport,file_download,/forms/ds11.pdf,travel.state.gov/content/travel/en/passports/need-passport/under-16.html,3460
2023-12-26,"About Form 1040, U.S. Individual Income Tax Return | Internal Revenue Service",file_download,/pub/irs-pdf/f1040.pdf,www.irs.gov/forms-pubs/about-form-1040,3440
2023-12-26,"About Form W-4, Employee's Withholding Certificate | Internal Revenue Service",file_download,/pub/irs-pdf/fw4.pdf,www.irs.gov/forms-pubs/about-form-w-4,3329
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/rus_h.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,3267
2023-12-26,"Forms & Instructions | Internal Revenue Service",file_download,/pub/irs-pdf/f1040.pdf,www.irs.gov/forms-instructions,3156
2023-12-26,"About Form W-4V, Voluntary Withholding Request | Internal Revenue Service",file_download,/pub/irs-pdf/fw4v.pdf,www.irs.gov/forms-pubs/about-form-w-4-v,3020
2023-12-26,"FMLA: Forms | U.S. Department of Labor",file_download,/sites/dolgov/files/whd/legacy/files/wh-380-e.pdf,www.dol.gov/agencies/whd/fmla/forms,3009
2023-12-26,"Forms & Instructions | Internal Revenue Service",file_download,/pub/irs-pdf/i1040gi.pdf,www.irs.gov/forms-instructions,2978
2023-12-26,"Application for Employment Authorization | USCIS",file_download,/sites/default/files/document/forms/i-765.pdf,www.uscis.gov/i-765,2913
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/ny.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,2880
2023-12-26,"Change name with Social Security | SSA",file_download,/forms/ss-5.pdf,www.ssa.gov/personal-record/change-name,2842
2023-12-26,"Petition for Alien Relative | USCIS",file_download,/sites/default/files/document/forms/i-130.pdf,www.uscis.gov/i-130,2733
2023-12-26,"About Form 1040-ES, Estimated Tax for Individuals | Internal Revenue Service",file_download,/pub/irs-pdf/f1040es.pdf,www.irs.gov/forms-pubs/about-form-1040-es,2678
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/la.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,2558
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/atl.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,2453
2023-12-26,Replacement Card,file_download,/forms/ss-5.pdf,www.ssa.gov/number-card/replace-card/get-started/applicant,2389
2023-12-26,Astronomy Picture of the Day,file_download,/apod/image/2312/jellyfish_payne_7846.jpg,apod.nasa.gov/apod/astropix.html,2280
2023-12-26,"Small Entity Compliance Guide | FinCEN.gov",file_download,/sites/default/files/shared/boi_small_compliance_guide.v1.1-final.pdf,www.fincen.gov/boi/small-entity-compliance-guide,2255
2023-12-26,"About Form W-2, Wage and Tax Statement | Internal Revenue Service",file_download,/pub/irs-pdf/fw2.pdf,www.irs.gov/forms-pubs/about-form-w-2,2213
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23tables/pdf/dcb.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,2179
2023-12-26,"Beneficial Ownership Information Reporting | FinCEN.gov",file_download,/sites/default/files/shared/boi%20informational%20brochure%20508c.pdf,www.fincen.gov/boi,2073
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23tables/pdf/rus.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,2002
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/dfw.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1968
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/sf.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1884
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/bos.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1879
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/phl.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1808
2023-12-26,"FMLA: Forms | U.S. Department of Labor",file_download,/sites/dolgov/files/whd/legacy/files/wh-380-f.pdf,www.dol.gov/agencies/whd/fmla/forms,1790
2023-12-26,"Payroll Calendars | GSA",file_download,/system/files/2024_gsa_payroll_calendar.pdf,www.gsa.gov/buy-through-us/purchasing-programs/shared-services/payroll-shared-services/payroll-calendars,1710
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23tables/pdf/rus.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,1686
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/hou.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1661
2023-12-26,"About Form 1099-MISC, Miscellaneous Information | Internal Revenue Service",file_download,/pub/irs-pdf/f1099msc.pdf,www.irs.gov/forms-pubs/about-form-1099-misc,1641
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/chi.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1641
2023-12-26,"About Form 1099-NEC, Nonemployee Compensation | Internal Revenue Service",file_download,/pub/irs-pdf/f1099nec.pdf,www.irs.gov/forms-pubs/about-form-1099-nec,1632
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/sea.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1615
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/mfl.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1510
2023-12-26,"Alien’s Change of Address Card | USCIS",file_download,/sites/default/files/document/forms/ar-11.pdf,www.uscis.gov/ar-11,1503
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/den.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1501
2023-12-26,"Application to Register Permanent Residence or Adjust Status | USCIS",file_download,/sites/default/files/document/forms/i-485instr.pdf,www.uscis.gov/i-485,1474
2023-12-26,"Report of Immigration Medical Examination and Vaccination Record | USCIS",file_download,/sites/default/files/document/forms/i-693.pdf,www.uscis.gov/i-693,1472
2023-12-26,"Schedule of Social Security Payments | SSA",file_download,/pubs/en-05-10031-2024.pdf,www.ssa.gov/pubs/calendar.htm,1466
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/sd.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1457
2023-12-26,"Forms & Instructions | Internal Revenue Service",file_download,/pub/irs-pdf/i1040tt.pdf,www.irs.gov/forms-instructions,1448
2023-12-26,"Application for Naturalization | USCIS",file_download,/sites/default/files/document/forms/n-400.pdf,www.uscis.gov/n-400,1446
2023-12-26,Passport Forms,file_download,/forms/ds11.pdf,travel.state.gov/content/travel/en/passports/how-apply/forms.html,1446
2023-12-26,General Schedule,file_download,/policy-data-oversight/pay-leave/salaries-wages/salary-tables/24tables/pdf/vb.pdf,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,1437
2023-12-26,"Disability Benefits | SSA",file_download,/hlp/radr/10/ovw001-checklist.pdf,www.ssa.gov/benefits/disability/,1428
2023-12-26,"Form MCS-150 and Instructions - Motor Carrier Identification Report | FMCSA",file_download,/sites/fmcsa.dot.gov/files/2023-06/mcs-150%20form.pdf,www.fmcsa.dot.gov/registration/form-mcs-150-and-instructions-motor-carrier-identification-report,1423
