date,browser,os_version,visits
2023-12-26,Internet Explorer,2000,29100
2023-12-26,Internet Explorer,8,1764
2023-12-26,Internet Explorer,10,757
2023-12-26,Internet Explorer,7,408
2023-12-25,Internet Explorer,2000,74787
2023-12-25,Internet Explorer,8,601
2023-12-25,Internet Explorer,7,414
2023-12-25,Internet Explorer,10,393
2023-12-24,Internet Explorer,2000,24394
2023-12-24,Internet Explorer,8,622
2023-12-24,Internet Explorer,7,474
2023-12-24,Internet Explorer,10,471
2023-12-23,Internet Explorer,2000,69209
2023-12-23,Internet Explorer,8,1805
2023-12-23,Internet Explorer,10,545
2023-12-23,Internet Explorer,7,404
2023-12-22,Internet Explorer,2000,81726
2023-12-22,Internet Explorer,8,2091
2023-12-22,Internet Explorer,7,1309
2023-12-22,Internet Explorer,10,734
2023-12-21,Internet Explorer,2000,15784
2023-12-21,Internet Explorer,8,2018
2023-12-21,Internet Explorer,10,887
2023-12-21,Internet Explorer,7,771
2023-12-20,Internet Explorer,2000,38614
2023-12-20,Internet Explorer,8,1964
2023-12-20,Internet Explorer,10,837
2023-12-20,Internet Explorer,7,398
2023-12-19,Internet Explorer,2000,15494
2023-12-19,Internet Explorer,8,2052
2023-12-19,Internet Explorer,10,800
2023-12-19,Internet Explorer,7,400
2023-12-18,Internet Explorer,8,2053
2023-12-18,Internet Explorer,10,948
2023-12-18,Internet Explorer,7,347
2023-12-17,Internet Explorer,8,1035
2023-12-17,Internet Explorer,10,579
2023-12-17,Internet Explorer,7,405
2023-12-16,Internet Explorer,8,2043
2023-12-16,Internet Explorer,7,816
2023-12-16,Internet Explorer,10,530
2023-12-15,Internet Explorer,8,1929
2023-12-15,Internet Explorer,10,896
2023-12-15,Internet Explorer,7,717
2023-12-14,Internet Explorer,8,1863
2023-12-14,Internet Explorer,10,877
2023-12-14,Internet Explorer,7,412
2023-12-13,Internet Explorer,8,1732
2023-12-13,Internet Explorer,10,1006
2023-12-13,Internet Explorer,7,376
2023-12-12,Internet Explorer,8,1883
2023-12-12,Internet Explorer,10,943
2023-12-12,Internet Explorer,7,393
2023-12-11,Internet Explorer,8,1755
2023-12-11,Internet Explorer,10,920
2023-12-11,Internet Explorer,7,386
2023-12-10,Internet Explorer,10,1298
2023-12-10,Internet Explorer,8,972
2023-12-10,Internet Explorer,7,431
2023-12-09,Internet Explorer,8,2173
2023-12-09,Internet Explorer,10,449
2023-12-09,Internet Explorer,7,382
2023-12-08,Internet Explorer,8,1970
2023-12-08,Internet Explorer,7,889
2023-12-08,Internet Explorer,10,826
2023-12-07,Internet Explorer,2000,8833
2023-12-07,Internet Explorer,8,1736
2023-12-07,Internet Explorer,10,780
2023-12-07,Internet Explorer,7,394
2023-12-06,Internet Explorer,2000,74257
2023-12-06,Internet Explorer,8,1682
2023-12-06,Internet Explorer,10,843
2023-12-06,Internet Explorer,7,398
2023-12-05,Internet Explorer,2000,95990
2023-12-05,Internet Explorer,8,1818
2023-12-05,Internet Explorer,10,785
2023-12-05,Internet Explorer,7,396
2023-12-04,Internet Explorer,2000,114207
2023-12-04,Internet Explorer,8,1697
2023-12-04,Internet Explorer,10,789
2023-12-04,Internet Explorer,7,381
2023-12-03,Internet Explorer,2000,32409
2023-12-03,Internet Explorer,8,1230
2023-12-03,Internet Explorer,7,377
2023-12-03,Internet Explorer,10,370
2023-12-02,Internet Explorer,2000,16462
2023-12-02,Internet Explorer,8,2332
2023-12-02,Internet Explorer,10,603
