date,mobile_device,visits
2023-12-26,iPhone,14963488
2023-12-26,Chrome,6233053
2023-12-26,Safari,2989615
2023-12-26,Edge,2627102
2023-12-26,Firefox,477203
2023-12-26,(not set),449867
2023-12-26,iPad,302445
2023-12-26,ChromeBook,278034
2023-12-26,SM-S908U,256764
2023-12-26,SM-S918U,254601
2023-12-26,SM-S901U,190268
2023-12-26,SM-G991U,152821
2023-12-26,SM-S911U,140226
2023-12-26,SM-A146U,129255
2023-12-26,SM-G998U,127054
2023-12-26,SM-S916U,105541
2023-12-26,SM-S906U,100115
2023-12-26,Pixel 7,82971
2023-12-26,Pixel 7 Pro,80107
2023-12-26,Pixel 6,76573
2023-12-26,SM-G996U,75443
2023-12-26,Pixel 6a,72153
2023-12-26,Firefox for Android,70642
2023-12-26,SM-G781U,66031
2023-12-26,SM-A136U,64389
2023-12-26,SM-A326B,62477
2023-12-26,SM-S918U1,58286
2023-12-26,SM-N986U,57564
2023-12-26,SM-G973U,53915
2023-12-26,SM-A037U,52876
2023-12-26,moto g pure,52595
2023-12-26,SM-S908U1,51038
2023-12-26,Pixel 6 Pro,50777
2023-12-26,Moto G Stylus 5G,50272
2023-12-26,SM-G970U,49827
2023-12-26,SM-G960U,47266
2023-12-26,65E83GAVT,47080
2023-12-26,SM-G781V,46325
2023-12-26,SM-G975U,44565
2023-12-26,Internet Explorer,44243
2023-12-26,Opera,43678
2023-12-26,SM-G990U,41628
2023-12-26,Moto G Stylus 5G (2022),39711
2023-12-26,Moto G 5G (2022),39071
2023-12-26,Pixel 8 Pro,37095
2023-12-26,SM-A536U,36275
2023-12-26,SM-G986U,34211
2023-12-26,Moto G Power (2022),33505
2023-12-26,SM-N960U,33162
2023-12-26,SM-N981U,32532
2023-12-26,SM-A546U,32318
2023-12-26,SM-G965U,31242
2023-12-26,moto g play (2023),31163
2023-12-26,SM-A125U,30186
2023-12-26,SM-G990U2,29959
2023-12-26,SM-N975U,29887
2023-12-26,SM-A037F,29462
2023-12-26,Moto G Power (2021),28782
2023-12-26,Pixel 7a,27875
2023-12-26,Edge 5G UW,27552
2023-12-26,SM-F936U,26414
2023-12-26,SM-F721U,24809
2023-12-26,SM-F711U,24624
2023-12-26,SM-G981U,23946
2023-12-26,SM-G998U1,23752
2023-12-26,SM-A526U,23647
2023-12-26,SM-G950U,22943
2023-12-26,SM-A716U,22869
2023-12-26,SM-A426U,22352
2023-12-26,SM-A236U,22194
2023-12-26,moto g stylus 5G - 2023,21739
2023-12-26,SM-S918B,21486
2023-12-26,SM-S136DL,21475
2023-12-26,SM-F731U,21092
2023-12-26,Pixel 8,20916
2023-12-26,SM-F926U,20328
2023-12-26,SM-G991U1,20283
2023-12-26,SM-S901U1,20250
2023-12-26,moto g 5G - 2023,20058
2023-12-26,SM-G781U1,20043
2023-12-26,DE2118,19782
2023-12-26,SM-G988U,19662
2023-12-26,SM-F946U,19390
2023-12-26,one 5G ace,18603
