page_title,event_label,page,total_events
General Schedule,file_download,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule,383015
"Health insurance plans & prices | HealthCare.gov",file_download,www.healthcare.gov/see-plans/#/,205056
"About Form W-9, Request for Taxpayer Identification Number and Certification | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-w-9,136164
"Forms & Instructions | Internal Revenue Service",file_download,www.irs.gov/forms-instructions,118391
"Forms, Instructions and Publications | Internal Revenue Service",file_download,www.irs.gov/forms-instructions-and-publications,103888
Army Publishing Directorate,file_download,armypubs.army.mil/ProductMaps/PubForm/Details.aspx,77794
Drugs@FDA: FDA-Approved Drugs,file_download,www.accessdata.fda.gov/scripts/cder/daf/index.cfm,68778
"Employment Eligibility Verification | USCIS",file_download,www.uscis.gov/i-9,65169
Passport Fees,file_download,travel.state.gov/content/travel/en/passports/how-apply/fees.html,60847
"Prior Year Forms and Instructions | Internal Revenue Service",file_download,www.irs.gov/prior-year-forms-and-instructions,60782
General Schedule,file_download,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,54955
"Planes médicos y precios | CuidadoDeSalud.gov",file_download,www.cuidadodesalud.gov/es/see-plans/#/,51491
"Small Entity Compliance Guide | FinCEN.gov",file_download,www.fincen.gov/boi/small-entity-compliance-guide,48350
"FMLA: Forms | U.S. Department of Labor",file_download,www.dol.gov/agencies/whd/fmla/forms,46570
"About Form 1040, U.S. Individual Income Tax Return | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-1040,42798
"Social Security Forms | Social Security Administration",file_download,www.ssa.gov/forms/,34915
"About Form W-4, Employee's Withholding Certificate | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-w-4,34770
"Tax Withholding | Internal Revenue Service",file_download,www.irs.gov/payments/tax-withholding,33604
"Affidavit of Support Under Section 213A of the INA | USCIS",file_download,www.uscis.gov/i-864,33475
"Replace Social Security card | SSA",file_download,www.ssa.gov/number-card/replace-card,33313
Apply for a Child's U.S. Passport,file_download,travel.state.gov/content/travel/en/passports/need-passport/under-16.html,30690
"Feeder and Replacement Cattle Auctions | Agricultural Marketing Service",file_download,www.ams.usda.gov/market-news/feeder-and-replacement-cattle-auctions,29201
"Application to Register Permanent Residence or Adjust Status | USCIS",file_download,www.uscis.gov/i-485,28910
Renew my Passport by Mail,file_download,travel.state.gov/content/travel/en/passports/have-passport/renew.html,28052
"Applicable Federal Rates | Internal Revenue Service",file_download,www.irs.gov/applicable-federal-rates,27550
General Schedule,file_download,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,26967
How to Apply in Person for a Passport,file_download,travel.state.gov/content/travel/en/passports/need-passport/apply-in-person.html,26725
"Application for Employment Authorization | USCIS",file_download,www.uscis.gov/i-765,26482
"About Form W-2, Wage and Tax Statement | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-w-2,25689
"Beneficial Ownership Information Reporting | FinCEN.gov",file_download,www.fincen.gov/boi,25025
"About Form 1099-NEC, Nonemployee Compensation | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-1099-nec,24928
"Petition for Alien Relative | USCIS",file_download,www.uscis.gov/i-130,24556
"Forms and Pubs Index Search | Internal Revenue Service",file_download,www.irs.gov/forms-pubs-search?query=1040,23066
Law Enforcement Officer,file_download,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/law-enforcement-officer,22435
General Schedule,file_download,www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2024/general-schedule/,22306
GOES-East - Continental U.S. (CONUS) - NOAA / NESDIS / STAR,file_download,www.star.nesdis.noaa.gov/GOES/conus.php,21804
Passport Forms,file_download,travel.state.gov/content/travel/en/passports/how-apply/forms.html,21205
"About Form 1099-MISC, Miscellaneous Information | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-1099-misc,20655
"About Form W-4V, Voluntary Withholding Request | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-w-4-v,20557
"Recordkeeping - Recordkeeping Forms | Occupational Safety and Health Administration",file_download,www.osha.gov/recordkeeping/forms,19505
"Payroll Calendars | GSA",file_download,www.gsa.gov/buy-through-us/purchasing-programs/shared-services/payroll-shared-services/payroll-calendars,18534
"Boston/Norton, MA Weather Forecast Office Winter Weather Forecasts",file_download,www.weather.gov/box/winter,18502
"Application for Naturalization | USCIS",file_download,www.uscis.gov/n-400,18324
"About Form 1040-ES, Estimated Tax for Individuals | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-1040-es,18081
510(k) Premarket Notification,file_download,www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm,17984
"Change name with Social Security | SSA",file_download,www.ssa.gov/personal-record/change-name,17029
"About Form 941, Employer's Quarterly Federal Tax Return | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-941,15879
Replacement Card,file_download,www.ssa.gov/number-card/replace-card/get-started/applicant,15200
"SDO | Solar Dynamics Observatory",file_download,sdo.gsfc.nasa.gov/data/,15054
"Application for Travel Document | USCIS",file_download,www.uscis.gov/i-131,14908
"Application to Replace Permanent Resident Card (Green Card) | USCIS",file_download,www.uscis.gov/i-90,14180
I94 - Official Website,file_download,i94.cbp.dhs.gov/I94/#/home,14180
Astronomy Picture of the Day,file_download,apod.nasa.gov/apod/astropix.html,14066
"About Schedule A (Form 1040), Itemized Deductions | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-schedule-a-form-1040,13581
"100 Civics Questions and Answers for the 2008 Test with MP3 Audio (English version) | USCIS",file_download,www.uscis.gov/citizenship/find-study-materials-and-resources/study-for-the-test/100-civics-questions-and-answers-with-mp3-audio-english-version,13500
"Disability Benefits | SSA",file_download,www.ssa.gov/benefits/disability/,13241
"Schedule of Social Security Payments | SSA",file_download,www.ssa.gov/pubs/calendar.htm,13079
Apply Online for Disability Benefits,file_download,www.ssa.gov/applyfordisability/,12885
"Study for the Test | USCIS",file_download,www.uscis.gov/citizenship/find-study-materials-and-resources/study-for-the-test,12771
"Request for Fee Waiver | USCIS",file_download,www.uscis.gov/i-912,12173
"Publications | SSA",file_download,www.ssa.gov/pubs/,12140
NAVADMIN 2023,file_download,www.mynavyhr.navy.mil/References/Messages/NAVADMIN-2023/,12092
Title 38 Pay Schedules - Office of the Chief Human Capital Officer (OCHCO),file_download,www.va.gov/OHRM/Pay/,12011
"Forms for patent applications | USPTO",file_download,www.uspto.gov/patents/apply/forms,11962
"Prior Year Forms and Instructions | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/prior-year,11865
Latest Satellite Imagery,file_download,www.nhc.noaa.gov/satellite.php,11816
"Declaration of Financial Support | USCIS",file_download,www.uscis.gov/i-134,11752
MUTCD 11th Edition - FHWA MUTCD,file_download,mutcd.fhwa.dot.gov/kno_11th_Edition.htm,11736
"About Form 940, Employer's Annual Federal Unemployment (FUTA) Tax Return | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-940,11719
2024 NASA Science Planning Guide - NASA Science,file_download,science.nasa.gov/multimedia-galleries/2024-nasa-science-planning-guide/,11638
"Find A VA Form | Veterans Affairs",file_download,www.va.gov/find-forms/,11525
Travis AFB Passenger Terminal,file_download,www.amc.af.mil/AMC-Travel-Site/Terminals/CONUS-Terminals/Travis-AFB-Passenger-Terminal/,11525
"Federal Pell Grants | Federal Student Aid",file_download,studentaid.gov/understand-aid/types/grants/pell,11509
"Report of Immigration Medical Examination and Vaccination Record | USCIS",file_download,www.uscis.gov/i-693,11412
"ASP Pricing Files | CMS",file_download,www.cms.gov/medicare/payment/all-fee-service-providers/medicare-part-b-drug-average-sales-price/asp-pricing-files,11282
"Valley Meats, LLC, Recalls Ground Beef Products Due to Possible E. Coli O157:H7 Contamination | Food Safety and Inspection Service",file_download,www.fsis.usda.gov/recalls-alerts/valley-meats-llc-recalls-ground-beef-products-due-possible-e--coli-o157h7,11185
"About Schedule C (Form 1040), Profit or Loss from Business (Sole Proprietorship) | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-schedule-c-form-1040,11169
"Cost-of-Living Adjustment (COLA) Information | SSA",file_download,www.ssa.gov/cola/,10959
"About Form 5695, Residential Energy Credits | Internal Revenue Service",file_download,www.irs.gov/forms-pubs/about-form-5695,10894
"Petition to Remove Conditions on Residence | USCIS",file_download,www.uscis.gov/i-751,10861
"Site Index Search | Internal Revenue Service",file_download,www.irs.gov/site-index-search?query=1040,10748
Title 38 Pay Schedules - Office of the Chief Human Capital Officer (OCHCO),file_download,www.va.gov/ohrm/pay/,10521
Upcoming Auctions — TreasuryDirect,file_download,www.treasurydirect.gov/auctions/upcoming/,10441
"Site Index Search | Internal Revenue Service",file_download,www.irs.gov/site-index-search?query=941,10182
"Form MCS-150 and Instructions - Motor Carrier Identification Report | FMCSA",file_download,www.fmcsa.dot.gov/registration/form-mcs-150-and-instructions-motor-carrier-identification-report,10117
Joint Base Pearl Harbor-Hickam Passenger Terminal,file_download,www.amc.af.mil/AMC-Travel-Site/Terminals/PACOM-Terminals/Joint-Base-Pearl-Harbor-Hickam-Passenger-Terminal/,10068
