date,os,visits
2024-01-04,iOS,14999957
2024-01-04,Windows,13422212
2024-01-04,Android,7135929
2024-01-04,Macintosh,4032586
2024-01-04,Linux,915098
2024-01-04,Chrome OS,726233
2024-01-04,(other),454561
2024-01-04,,34087
2024-01-04,Tizen,219
2024-01-03,iOS,17707396
2024-01-03,Windows,16377855
2024-01-03,Android,8129802
2024-01-03,Macintosh,4769665
2024-01-03,Linux,1077929
2024-01-03,Chrome OS,801158
2024-01-03,(not set),43936
2024-01-03,Tizen,890
2024-01-03,Fuchsia,663
2024-01-03,OS/2,619
2024-01-03,Firefox OS,510
2024-01-03,Playstation 4,359
2024-01-03,BlackBerry,132
2024-01-02,iOS,17635303
2024-01-02,Windows,14687172
2024-01-02,Android,8238631
2024-01-02,Macintosh,4695752
2024-01-02,Linux,1129807
2024-01-02,Chrome OS,631301
2024-01-02,(not set),44213
2024-01-02,Tizen,901
2024-01-02,Fuchsia,597
2024-01-02,OS/2,573
2024-01-02,Firefox OS,452
2024-01-02,Playstation 4,372
2024-01-02,BlackBerry,140
2024-01-02,FreeBSD,104
2024-01-01,iOS,12049989
2024-01-01,Android,5909892
2024-01-01,Windows,5257033
2024-01-01,Macintosh,2854658
2024-01-01,Linux,826381
2024-01-01,Chrome OS,340294
2024-01-01,(not set),40726
2024-01-01,Tizen,875
2024-01-01,Fuchsia,638
2024-01-01,OS/2,530
2024-01-01,Firefox OS,390
2024-01-01,Playstation 4,313
2023-12-31,iOS,10385557
2023-12-31,Android,5049028
2023-12-31,Windows,4073175
2023-12-31,Macintosh,2329682
2023-12-31,Linux,731287
2023-12-31,Chrome OS,275771
2023-12-31,(not set),40327
2023-12-31,Tizen,748
2023-12-31,OS/2,492
2023-12-31,Fuchsia,468
2023-12-31,Firefox OS,351
2023-12-31,Playstation 4,336
2023-12-30,iOS,13876479
2023-12-30,Android,6415653
2023-12-30,Windows,4701950
2023-12-30,Macintosh,2467857
2023-12-30,Linux,763613
2023-12-30,Chrome OS,260221
2023-12-30,(not set),39262
2023-12-30,Tizen,786
2023-12-30,Fuchsia,547
2023-12-30,OS/2,538
2023-12-30,Firefox OS,388
2023-12-30,Playstation 4,344
2023-12-29,iOS,15674144
2023-12-29,Windows,8846389
2023-12-29,Android,7468849
2023-12-29,Macintosh,3068604
2023-12-29,Linux,938707
2023-12-29,Chrome OS,293609
2023-12-29,(not set),42731
2023-12-29,Tizen,863
2023-12-29,OS/2,618
2023-12-29,Fuchsia,529
2023-12-29,Firefox OS,417
2023-12-29,Playstation 4,370
2023-12-29,BlackBerry,106
2023-12-28,iOS,16362532
2023-12-28,Windows,11144508
2023-12-28,Android,7744254
2023-12-28,Macintosh,3254209
2023-12-28,Linux,1060910
2023-12-28,Chrome OS,304681
2023-12-28,(not set),47005
2023-12-28,Tizen,897
2023-12-28,OS/2,631
2023-12-28,Fuchsia,573
2023-12-28,Firefox OS,479
2023-12-28,Playstation 4,350
2023-12-28,BlackBerry,101
2023-12-27,iOS,15520730
2023-12-27,Windows,10925185
2023-12-27,Android,7753418
2023-12-27,Macintosh,3241488
2023-12-27,Linux,1044858
2023-12-27,Chrome OS,301787
2023-12-27,(not set),39548
2023-12-27,Tizen,918
2023-12-27,OS/2,602
2023-12-27,Fuchsia,533
2023-12-27,Firefox OS,459
2023-12-27,Playstation 4,298
2023-12-27,BlackBerry,113
2023-12-26,iOS,15352390
2023-12-26,Windows,8713977
2023-12-26,Android,7234994
2023-12-26,Macintosh,2985248
2023-12-26,Linux,1056898
2023-12-26,Chrome OS,276844
2023-12-26,(not set),36520
2023-12-26,Tizen,891
2023-12-26,OS/2,575
2023-12-26,Fuchsia,515
2023-12-26,Firefox OS,429
2023-12-26,Playstation 4,331
2023-12-26,BlackBerry,113
2023-12-25,iOS,9050303
2023-12-25,Android,4848222
2023-12-25,Windows,3364694
2023-12-25,Macintosh,1558840
2023-12-25,Linux,810102
2023-12-25,Chrome OS,175503
2023-12-25,(not set),34020
2023-12-25,Tizen,807
2023-12-25,OS/2,513
2023-12-25,Fuchsia,419
2023-12-25,Firefox OS,350
2023-12-25,Playstation 4,297
2023-12-24,iOS,10519182
2023-12-24,Android,5034069
2023-12-24,Windows,3326326
2023-12-24,Macintosh,1693544
2023-12-24,Linux,747215
2023-12-24,Chrome OS,180531
2023-12-24,(not set),36812
2023-12-24,Tizen,1242
2023-12-24,Fuchsia,642
2023-12-24,OS/2,558
2023-12-24,Firefox OS,344
2023-12-24,Playstation 4,321
2023-12-23,iOS,14879502
2023-12-23,Android,6858500
2023-12-23,Windows,4294453
2023-12-23,Macintosh,2211250
2023-12-23,Linux,945140
2023-12-23,Chrome OS,218814
2023-12-23,(not set),39191
2023-12-23,Tizen,818
2023-12-23,OS/2,586
2023-12-23,Fuchsia,512
2023-12-23,Firefox OS,416
2023-12-23,Playstation 4,319
2023-12-22,iOS,17895103
2023-12-22,Windows,9789095
2023-12-22,Android,7999125
2023-12-22,Macintosh,3139461
2023-12-22,Linux,1023040
2023-12-22,Chrome OS,329326
2023-12-22,(not set),37730
2023-12-22,Tizen,990
2023-12-22,OS/2,616
2023-12-22,Fuchsia,532
2023-12-22,Firefox OS,449
2023-12-22,Playstation 4,367
2023-12-22,BlackBerry,111
2023-12-21,iOS,18822212
2023-12-21,Windows,12273515
2023-12-21,Android,8453038
2023-12-21,Macintosh,3583887
2023-12-21,Linux,1109144
2023-12-21,Chrome OS,524783
2023-12-21,(not set),38009
2023-12-21,Tizen,829
2023-12-21,OS/2,649
2023-12-21,Fuchsia,526
2023-12-21,Firefox OS,431
2023-12-21,Playstation 4,320
2023-12-21,BlackBerry,167
2023-12-21,FreeBSD,163
2023-12-21,SymbianOS,143
2023-12-21,Sony,101
2023-12-20,iOS,19057438
2023-12-20,Windows,13344006
2023-12-20,Android,8533044
2023-12-20,Macintosh,4066337
2023-12-20,Linux,1116744
