exit_page,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
archives.gov/founding-docs/declaration-transcript,238808,307714,189376,1.2885414223979097,66.90736909986265,238808
search.archives.gov/search,192961,652949,136673,3.38383922139707,58.7915226392898,192961
archives.gov/,190632,282176,154735,1.4802131856141676,61.86319715472743,190632
archives.gov/founding-docs/constitution-transcript,170478,231555,129663,1.3582691021715412,86.19623646452915,170478
(other),157219,353187,151140,2.246465121900025,151.69237178712496,157219
archives.gov/founding-docs/bill-of-rights/what-does-it-say,125728,162844,101868,1.2952087045049632,72.71540150165437,125728
jfklibrary.org/learn/about-jfk/jfk-in-history/november-22-1963-death-of-the-president,123028,129122,118475,1.049533439542218,17.619582534057287,123028
ecfr.gov/current/title-38/chapter-i/part-4,122246,167454,38871,1.3698116911800795,96.17403432423147,122246
vetrecs.archives.gov/veteranrequest/status.html,114564,345440,53114,3.015257847142209,130.2357372298453,114564
ecfr.gov/,103898,158554,76667,1.526054399507209,68.822652986583,103898
federalregister.gov/documents/search,92957,424769,70268,4.569521391611175,235.1023483976462,92957
archives.gov/founding-docs/bill-of-rights-transcript,76253,117828,63642,1.5452244501855665,95.09105215532503,76253
archives.gov/veterans/military-service-records,76121,227260,62554,2.985509911850869,149.2630285992039,76121
vetrecs.archives.gov/veteranrequest/pg/landing_1.htm,67076,358237,50952,5.340762716918123,321.1454767726161,67076
ecfr.gov/search,66046,299112,54974,4.528843533294976,362.4701723041517,66046
federalregister.gov/,63201,121088,50910,1.9159190519137355,109.66486289773896,63201
archives.gov/electoral-college/about,61407,78047,54250,1.2709788786294722,68.74988193528425,61407
archives.gov/electoral-college/allocation,53707,69191,48460,1.288305062654775,73.33513322285735,53707
trumpwhitehouse.archives.gov/trump-administration-accomplishments/,48255,56832,40980,1.1777432390425862,52.312278520360586,48255
federalregister.gov/documents/2023/11/16/2023-25153/general-schedule-locality-pay-areas,42157,47514,38377,1.1270726095310388,36.027326422658156,42157
