date,mobile_device,visits
2023-09-02,(not set),213717
2023-09-02,0PFJ50,1
2023-09-02,1,6
2023-09-02,1 Plus,1
2023-09-02,1.3,7
2023-09-02,1.4,20
2023-09-02,100003561,1
2023-09-02,100011885,2
2023-09-02,100011886,2
2023-09-02,100071481,1
2023-09-02,100071485,5
2023-09-02,10T,1
2023-09-02,1601,5
2023-09-02,1609,2
2023-09-02,1610,9
2023-09-02,17 Pro,2
2023-09-02,1707,1
2023-09-02,1713,6
2023-09-02,1714,2
2023-09-02,1716,10
2023-09-02,1718,5
2023-09-02,1719,1
2023-09-02,1723,9
2023-09-02,1724,9
2023-09-02,1726,6
2023-09-02,1727,4
2023-09-02,1732A,1
2023-09-02,18 Pro,2
2023-09-02,1801,3
2023-09-02,1802,11
2023-09-02,1803,2
2023-09-02,1804,16
2023-09-02,1806,9
2023-09-02,1807,4
2023-09-02,1808,6
2023-09-02,1811,20
2023-09-02,1812,11
2023-09-02,1814,9
2023-09-02,1816,6
2023-09-02,1818,6
2023-09-02,1819,13
2023-09-02,1820,56
2023-09-02,1823,5
2023-09-02,1901,48
2023-09-02,1902,18
2023-09-02,1902_19,3
2023-09-02,1904,45
2023-09-02,1906,106
2023-09-02,1906_20,1
2023-09-02,1907,27
2023-09-02,1907_19,24
2023-09-02,1908,13
2023-09-02,1909,5
2023-09-02,1910,3
2023-09-02,1915,17
2023-09-02,1916,4
2023-09-02,1917,4
2023-09-02,1919,7
2023-09-02,1920,30
2023-09-02,1921,2
2023-09-02,1933,5
2023-09-02,1935,16
2023-09-02,1938,23
2023-09-02,1951,5
2023-09-02,1x,3
2023-09-02,2 Pro,1
2023-09-02,2 V,2
2023-09-02,2.1,7
2023-09-02,2.2,6
2023-09-02,2.3,10
2023-09-02,2.4,11
2023-09-02,20,1
2023-09-02,2006,2
2023-09-02,2018X38A,1
2023-09-02,2019,2
2023-09-02,21051182C,4
2023-09-02,21051182G,11
2023-09-02,21061110AG,14
2023-09-02,21061119AG,35
2023-09-02,21061119AL,6
2023-09-02,21061119BI,18
2023-09-02,21061119DG,9
2023-09-02,2106118C,3
2023-09-02,2107113SG,24
2023-09-02,2107113SR,6
2023-09-02,21081111RG,29
2023-09-02,21091116AC,11
2023-09-02,21091116AG,12
2023-09-02,21091116AI,5
2023-09-02,21091116C,10
2023-09-02,21091116I,13
2023-09-02,21091116UC,4
2023-09-02,21091116UG,10
2023-09-02,21091116UI,9
2023-09-02,2109119DG,60
2023-09-02,2109119DI,4
2023-09-02,211033MI,10
2023-09-02,21121119SC,13
2023-09-02,21121119SG,31
2023-09-02,21121119TL,4
2023-09-02,21121119VL,13
