date,language,visits
2024-01-04,English,33354
2024-01-04,Spanish,1251
2024-01-04,Chinese,981
2024-01-04,French,652
2024-01-04,Russian,456
2024-01-04,Ukrainian,208
2024-01-04,Arabic,174
2024-01-04,German,157
2024-01-04,Portuguese,112
2024-01-04,Indonesian,109
2024-01-04,Vietnamese,87
2024-01-04,Korean,74
2024-01-04,Japanese,64
2024-01-04,Turkish,57
2024-01-04,Italian,37
2024-01-04,Dutch,33
2024-01-04,Polish,28
2024-01-04,Norwegian Bokmål,23
2024-01-04,Croatian,21
2024-01-04,Swedish,21
2024-01-04,Romanian,19
2024-01-04,Thai,18
2024-01-04,Serbian,15
2024-01-04,Danish,12
2024-01-04,Greek,11
2024-01-03,English,41213
2024-01-03,Spanish,1902
2024-01-03,Chinese,1263
2024-01-03,French,762
2024-01-03,Russian,501
2024-01-03,Ukrainian,228
2024-01-03,Arabic,222
2024-01-03,Portuguese,153
2024-01-03,German,151
2024-01-03,Indonesian,140
2024-01-03,Vietnamese,109
2024-01-03,Serbian,89
2024-01-03,Korean,79
2024-01-03,Italian,67
2024-01-03,Dutch,60
2024-01-03,Turkish,53
2024-01-03,Japanese,37
2024-01-03,Swedish,29
2024-01-03,Polish,22
2024-01-03,Thai,19
2024-01-03,Croatian,18
2024-01-03,Romanian,18
2024-01-03,Czech,16
2024-01-03,Hebrew,16
2024-01-03,Danish,15
2024-01-03,Hungarian,12
2024-01-03,Norwegian Bokmål,12
2024-01-03,Bengali,11
2024-01-03,Greek,11
2024-01-02,English,36490
2024-01-02,Chinese,1526
2024-01-02,Spanish,1464
2024-01-02,French,599
2024-01-02,Russian,383
2024-01-02,Arabic,219
2024-01-02,Ukrainian,181
2024-01-02,Portuguese,144
2024-01-02,German,129
2024-01-02,Vietnamese,121
2024-01-02,Indonesian,120
2024-01-02,Korean,87
2024-01-02,Turkish,72
2024-01-02,Italian,69
2024-01-02,Dutch,58
2024-01-02,Thai,33
2024-01-02,Swedish,29
2024-01-02,Japanese,27
2024-01-02,Polish,25
2024-01-02,Romanian,23
2024-01-02,Danish,21
2024-01-02,Norwegian Bokmål,19
2024-01-02,Persian,14
2024-01-02,Serbian,14
2024-01-02,Greek,12
2024-01-02,Hebrew,12
2024-01-02,Czech,11
2024-01-02,Hungarian,11
2024-01-01,English,24019
2024-01-01,Chinese,1009
2024-01-01,Spanish,397
2024-01-01,French,307
2024-01-01,Russian,225
2024-01-01,Arabic,178
2024-01-01,Indonesian,122
2024-01-01,Ukrainian,84
2024-01-01,German,68
2024-01-01,Portuguese,56
2024-01-01,Vietnamese,55
2024-01-01,Turkish,33
2024-01-01,Korean,32
2024-01-01,Italian,30
2024-01-01,Dutch,25
2024-01-01,Japanese,23
2024-01-01,Romanian,15
2024-01-01,Thai,14
2024-01-01,Polish,13
2024-01-01,Swedish,13
2024-01-01,Serbian,12
2024-01-01,Hebrew,11
2023-12-31,English,15613
2023-12-31,Chinese,769
2023-12-31,French,291
2023-12-31,Spanish,265
2023-12-31,Arabic,219
2023-12-31,Russian,155
2023-12-31,Indonesian,66
2023-12-31,German,61
2023-12-31,Vietnamese,48
2023-12-31,Portuguese,45
2023-12-31,Ukrainian,35
2023-12-31,Serbian,28
2023-12-31,Turkish,23
2023-12-31,Italian,20
2023-12-31,Japanese,19
2023-12-31,Polish,15
2023-12-31,Hebrew,13
2023-12-31,Czech,11
2023-12-30,English,14849
2023-12-30,Chinese,1146
2023-12-30,Spanish,398
2023-12-30,French,316
2023-12-30,Russian,202
2023-12-30,Arabic,201
2023-12-30,Indonesian,85
2023-12-30,German,69
2023-12-30,Ukrainian,66
2023-12-30,Portuguese,63
2023-12-30,Vietnamese,42
2023-12-30,Italian,35
2023-12-30,Turkish,26
2023-12-30,Dutch,25
2023-12-30,Japanese,23
2023-12-30,Swedish,17
2023-12-30,Korean,14
2023-12-30,Serbian,14
2023-12-30,Persian,13
2023-12-30,Croatian,12
2023-12-30,Romanian,12
2023-12-30,Thai,11
2023-12-29,English,22421
2023-12-29,Chinese,1078
2023-12-29,Spanish,878
2023-12-29,French,477
2023-12-29,Russian,346
2023-12-29,Arabic,167
2023-12-29,Ukrainian,162
2023-12-29,Portuguese,91
2023-12-29,German,90
2023-12-29,Indonesian,89
2023-12-29,Vietnamese,70
2023-12-29,Italian,51
2023-12-29,Turkish,36
2023-12-29,Dutch,35
2023-12-29,Swedish,28
2023-12-29,Polish,27
2023-12-29,Japanese,22
2023-12-29,Korean,17
2023-12-29,Romanian,17
2023-12-29,Croatian,13
2023-12-29,Persian,13
2023-12-29,Thai,13
2023-12-29,Danish,11
2023-12-29,Norwegian Bokmål,11
2023-12-29,Serbian,11
2023-12-28,English,27541
2023-12-28,Chinese,1052
2023-12-28,Spanish,1005
2023-12-28,French,530
2023-12-28,Russian,483
2023-12-28,Ukrainian,220
2023-12-28,Arabic,154
2023-12-28,Indonesian,120
2023-12-28,Vietnamese,116
2023-12-28,Portuguese,113
2023-12-28,German,103
2023-12-28,Turkish,59
2023-12-28,Italian,55
2023-12-28,Korean,47
2023-12-28,Japanese,40
2023-12-28,Dutch,30
2023-12-28,Romanian,24
2023-12-28,Serbian,22
2023-12-28,Hebrew,19
2023-12-28,Croatian,18
2023-12-28,Swedish,17
2023-12-28,Bengali,15
2023-12-28,Persian,15
2023-12-28,Greek,12
2023-12-28,Polish,11
2023-12-27,English,26081
2023-12-27,Chinese,3558
2023-12-27,Spanish,1058
2023-12-27,French,624
2023-12-27,Russian,552
2023-12-27,Ukrainian,242
2023-12-27,Arabic,158
2023-12-27,Indonesian,144
2023-12-27,Vietnamese,102
2023-12-27,German,89
2023-12-27,Portuguese,89
2023-12-27,Korean,63
2023-12-27,Turkish,63
2023-12-27,Serbian,58
2023-12-27,Japanese,44
2023-12-27,Dutch,38
2023-12-27,Italian,35
2023-12-27,Thai,29
2023-12-27,Hebrew,22
2023-12-27,Polish,21
2023-12-27,Romanian,18
2023-12-27,Swedish,16
2023-12-27,Georgian,12
2023-12-27,Greek,12
2023-12-27,Croatian,11
2023-12-27,Finnish,11
2023-12-26,English,22780
2023-12-26,Chinese,6167
2023-12-26,Spanish,1005
2023-12-26,French,611
2023-12-26,Russian,610
2023-12-26,Ukrainian,239
2023-12-26,Arabic,189
2023-12-26,Indonesian,120
2023-12-26,Vietnamese,97
2023-12-26,Portuguese,80
2023-12-26,Korean,59
2023-12-26,German,52
2023-12-26,Japanese,50
2023-12-26,Turkish,50
2023-12-26,Italian,28
2023-12-26,Dutch,24
2023-12-26,Serbian,17
2023-12-26,Hebrew,16
2023-12-26,Norwegian Bokmål,16
2023-12-26,Swedish,16
2023-12-26,Polish,15
2023-12-26,Persian,14
2023-12-26,Romanian,12
2023-12-26,Georgian,11
2023-12-25,English,14418
2023-12-25,Chinese,5849
2023-12-25,Russian,528
2023-12-25,French,456
2023-12-25,Spanish,382
2023-12-25,Arabic,156
2023-12-25,Ukrainian,126
2023-12-25,Vietnamese,100
2023-12-25,Indonesian,90
2023-12-25,Japanese,58
2023-12-25,Turkish,54
2023-12-25,Portuguese,48
2023-12-25,German,47
2023-12-25,Korean,45
2023-12-25,Dutch,21
2023-12-25,Croatian,19
2023-12-25,Serbian,17
2023-12-25,Italian,15
2023-12-25,Swedish,13
2023-12-25,Hebrew,11
2023-12-25,Polish,11
2023-12-24,English,13490
2023-12-24,Chinese,3389
2023-12-24,Russian,376
2023-12-24,French,303
2023-12-24,Spanish,285
2023-12-24,Arabic,169
2023-12-24,Indonesian,138
2023-12-24,Vietnamese,74
2023-12-24,Ukrainian,60
2023-12-24,Turkish,54
2023-12-24,German,45
2023-12-24,Portuguese,44
2023-12-24,Japanese,36
2023-12-24,Hebrew,27
2023-12-24,Dutch,25
2023-12-24,Italian,19
2023-12-24,Korean,19
2023-12-24,Serbian,17
2023-12-24,Swedish,16
2023-12-24,Persian,13
2023-12-23,English,15001
2023-12-23,Chinese,3839
2023-12-23,Spanish,432
2023-12-23,French,368
2023-12-23,Russian,328
2023-12-23,Indonesian,272
2023-12-23,Arabic,177
2023-12-23,Ukrainian,103
2023-12-23,Vietnamese,59
2023-12-23,German,56
2023-12-23,Portuguese,43
2023-12-23,Italian,41
2023-12-23,Turkish,36
2023-12-23,Japanese,31
2023-12-23,Dutch,21
2023-12-23,Serbian,21
2023-12-23,Korean,18
2023-12-23,Persian,14
2023-12-23,Croatian,13
2023-12-23,Romanian,11
2023-12-22,English,25223
2023-12-22,Chinese,2751
2023-12-22,Spanish,958
2023-12-22,French,676
2023-12-22,Russian,585
2023-12-22,Indonesian,212
2023-12-22,Ukrainian,197
2023-12-22,Arabic,138
2023-12-22,German,113
2023-12-22,Portuguese,93
2023-12-22,Vietnamese,82
2023-12-22,Japanese,56
2023-12-22,Turkish,53
2023-12-22,Italian,49
2023-12-22,Korean,48
2023-12-22,Dutch,47
2023-12-22,Swedish,29
2023-12-22,Serbian,24
2023-12-22,Croatian,13
2023-12-22,Hebrew,12
2023-12-22,Hungarian,12
2023-12-22,Romanian,12
2023-12-22,Persian,11
2023-12-21,English,33497
2023-12-21,Chinese,1406
2023-12-21,Spanish,1179
2023-12-21,French,957
2023-12-21,Russian,732
2023-12-21,Ukrainian,235
2023-12-21,Arabic,180
2023-12-21,German,154
2023-12-21,Vietnamese,136
2023-12-21,Indonesian,130
2023-12-21,Portuguese,117
2023-12-21,Japanese,103
2023-12-21,Korean,73
2023-12-21,Dutch,68
2023-12-21,Turkish,66
2023-12-21,Italian,52
2023-12-21,Polish,29
2023-12-21,Swedish,25
2023-12-21,Romanian,22
2023-12-21,Serbian,22
2023-12-21,Danish,20
2023-12-21,Thai,20
2023-12-21,Hebrew,17
2023-12-21,Norwegian Bokmål,17
2023-12-21,Hungarian,16
2023-12-21,Croatian,15
2023-12-21,Bengali,14
2023-12-21,Persian,12
2023-12-20,English,37579
2023-12-20,Spanish,1412
2023-12-20,Chinese,1106
2023-12-20,French,989
2023-12-20,Russian,790
2023-12-20,Ukrainian,297
2023-12-20,Arabic,259
2023-12-20,Indonesian,194
2023-12-20,German,160
2023-12-20,Vietnamese,139
2023-12-20,Japanese,135
2023-12-20,Portuguese,120
2023-12-20,Dutch,84
2023-12-20,Korean,81
2023-12-20,Italian,67
2023-12-20,Turkish,64
2023-12-20,Swedish,32
2023-12-20,Polish,29
2023-12-20,Serbian,24
2023-12-20,Romanian,23
2023-12-20,Danish,22
2023-12-20,Hebrew,21
2023-12-20,Uzbek,16
2023-12-20,Thai,15
2023-12-20,Croatian,14
2023-12-20,Norwegian Bokmål,12
2023-12-20,Persian,12
2023-12-19,English,37621
2023-12-19,Spanish,1595
2023-12-19,Chinese,1233
2023-12-19,French,861
2023-12-19,Russian,711
2023-12-19,Ukrainian,273
2023-12-19,Arabic,226
2023-12-19,Indonesian,223
2023-12-19,German,173
2023-12-19,Vietnamese,154
2023-12-19,Portuguese,123
2023-12-19,Dutch,93
2023-12-19,Korean,89
2023-12-19,Japanese,81
2023-12-19,Italian,78
2023-12-19,Turkish,67
2023-12-19,Swedish,56
2023-12-19,Polish,32
2023-12-19,Danish,31
2023-12-19,Romanian,29
2023-12-19,Norwegian Bokmål,26
2023-12-19,Croatian,24
2023-12-19,Hebrew,17
2023-12-19,Serbian,17
2023-12-19,Thai,16
2023-12-19,Georgian,15
