date,browser,visits
2024-01-04,Internet Explorer,177
2024-01-03,Internet Explorer,159
2024-01-02,Internet Explorer,126
2024-01-01,Internet Explorer,12
2023-12-31,Internet Explorer,8
2023-12-30,Internet Explorer,17
2023-12-29,Internet Explorer,72
2023-12-28,Internet Explorer,81
2023-12-27,Internet Explorer,79
2023-12-26,Internet Explorer,67
2023-12-25,Internet Explorer,13
2023-12-24,Internet Explorer,9
2023-12-23,Internet Explorer,23
2023-12-22,Internet Explorer,77
2023-12-21,Internet Explorer,121
2023-12-20,Internet Explorer,105
2023-12-19,Internet Explorer,100
2023-12-18,Internet Explorer,92
2023-12-17,Internet Explorer,18
2023-12-16,Internet Explorer,16
2023-12-15,Internet Explorer,71
2023-12-14,Internet Explorer,144
2023-12-13,Internet Explorer,140
2023-12-12,Internet Explorer,105
2023-12-11,Internet Explorer,202
2023-12-10,Internet Explorer,21
2023-12-09,Internet Explorer,28
2023-12-08,Internet Explorer,98
2023-12-07,Internet Explorer,152
2023-12-06,Internet Explorer,99
2023-12-05,Internet Explorer,142
2023-12-04,Internet Explorer,126
2023-12-03,Internet Explorer,20
2023-12-02,Internet Explorer,26
2023-12-01,Internet Explorer,98
2023-11-30,Internet Explorer,131
2023-11-29,Internet Explorer,131
2023-11-28,Internet Explorer,178
2023-11-27,Internet Explorer,132
2023-11-26,Internet Explorer,16
2023-11-25,Internet Explorer,16
2023-11-24,Internet Explorer,56
2023-11-23,Internet Explorer,14
2023-11-22,Internet Explorer,146
2023-11-21,Internet Explorer,170
2023-11-20,Internet Explorer,152
2023-11-19,Internet Explorer,19
2023-11-18,Internet Explorer,11
2023-11-17,Internet Explorer,146
2023-11-16,Internet Explorer,122
2023-11-15,Internet Explorer,205
2023-11-14,Internet Explorer,134
2023-11-13,Internet Explorer,159
2023-11-12,Internet Explorer,23
2023-11-11,Internet Explorer,18
2023-11-10,Internet Explorer,40
2023-11-09,Internet Explorer,113
2023-11-08,Internet Explorer,135
2023-11-07,Internet Explorer,131
2023-11-06,Internet Explorer,159
2023-11-05,Internet Explorer,29
2023-11-04,Internet Explorer,27
2023-11-03,Internet Explorer,155
2023-11-02,Internet Explorer,256
2023-11-01,Internet Explorer,164
2023-10-31,Internet Explorer,193
2023-10-30,Internet Explorer,212
2023-10-29,Internet Explorer,42
2023-10-28,Internet Explorer,31
2023-10-27,Internet Explorer,126
2023-10-26,Internet Explorer,253
2023-10-25,Internet Explorer,255
2023-10-24,Internet Explorer,244
2023-10-23,Internet Explorer,218
2023-10-22,Internet Explorer,39
2023-10-21,Internet Explorer,32
2023-10-20,Internet Explorer,179
2023-10-19,Internet Explorer,174
2023-10-18,Internet Explorer,202
2023-10-17,Internet Explorer,264
2023-10-16,Internet Explorer,221
2023-10-15,Internet Explorer,34
2023-10-14,Internet Explorer,60
2023-10-13,Internet Explorer,170
2023-10-12,Internet Explorer,258
2023-10-11,Internet Explorer,172
2023-10-10,Internet Explorer,238
2023-10-09,Internet Explorer,60
2023-10-08,Internet Explorer,29
2023-10-07,Internet Explorer,47
