date,language,visits
2024-01-04,English,1184655
2024-01-04,Spanish,8308
2024-01-04,French,1056
2024-01-04,Chinese,652
2024-01-04,Russian,492
2024-01-04,Korean,475
2024-01-04,Portuguese,420
2024-01-04,German,382
2024-01-04,Italian,350
2024-01-04,Japanese,196
2024-01-04,Turkish,171
2024-01-04,Arabic,138
2024-01-04,Indonesian,72
2024-01-04,Ukrainian,63
2024-01-04,Polish,57
2024-01-04,Dutch,45
2024-01-04,(other),42
2024-01-04,Vietnamese,41
2024-01-04,Thai,36
2024-01-04,Swedish,31
2024-01-04,Persian,22
2024-01-04,Hebrew,21
2024-01-04,Hindi,21
2024-01-04,Hungarian,20
2024-01-04,Romanian,16
2024-01-04,Czech,14
2024-01-04,Norwegian Bokmål,13
2024-01-04,Croatian,12
2024-01-04,Catalan,11
2024-01-04,Greek,11
2024-01-04,Danish,8
2024-01-04,Amharic,7
2024-01-04,Swahili,7
2024-01-04,Akan,6
2024-01-04,Slovak,6
2024-01-04,Tonga,6
2024-01-04,Finnish,5
2024-01-04,Igbo,5
2024-01-04,Malay,5
2024-01-04,Marathi,5
2024-01-04,Panjabi,5
2024-01-04,Serbian,5
2024-01-04,Urdu,5
2024-01-04,Bulgarian,4
2024-01-04,Slovenian,4
2024-01-04,Azerbaijani,3
2024-01-04,Gujarati,3
2024-01-04,Icelandic,3
2024-01-04,Afrikaans,2
2024-01-04,Armenian,2
2024-01-04,Bosnian,2
2024-01-04,Georgian,2
2024-01-04,Latvian,2
2024-01-04,Lithuanian,2
2024-01-04,Luxembourgish,2
2024-01-04,Nepali,2
2024-01-04,Pushto,2
2024-01-04,Telugu,2
2024-01-04,Uzbek,2
2024-01-04,Yoruba,2
2024-01-04,Albanian,1
2024-01-04,Bambara,1
2024-01-04,Bengali,1
2024-01-04,Breton,1
2024-01-04,Burmese,1
2024-01-04,Central Khmer,1
2024-01-04,Estonian,1
2024-01-04,Gaelic,1
2024-01-04,Ganda,1
2024-01-04,Ido,1
2024-01-04,Irish,1
2024-01-04,Kannada,1
2024-01-04,Lao,1
2024-01-04,Macedonian,1
2024-01-04,Mongolian,1
2024-01-04,Tamil,1
2024-01-04,Tibetan,1
2024-01-04,Welsh,1
2024-01-04,Wolof,1
2024-01-04,Zulu,1
2024-01-03,English,1245751
2024-01-03,Spanish,7836
2024-01-03,French,1144
2024-01-03,Chinese,633
2024-01-03,Korean,463
2024-01-03,Portuguese,428
2024-01-03,German,405
2024-01-03,Italian,306
2024-01-03,Russian,301
2024-01-03,Japanese,198
2024-01-03,Arabic,150
2024-01-03,Turkish,132
2024-01-03,Indonesian,79
2024-01-03,Polish,71
2024-01-03,Dutch,53
2024-01-03,Ukrainian,52
2024-01-03,(other),38
2024-01-03,Romanian,34
2024-01-03,Vietnamese,34
2024-01-03,Persian,32
2024-01-03,Greek,28
2024-01-03,Hungarian,28
2024-01-03,Swedish,28
2024-01-03,Thai,28
2024-01-03,Danish,21
2024-01-03,Catalan,18
2024-01-03,Norwegian Bokmål,18
2024-01-03,Hebrew,14
2024-01-03,Hindi,14
2024-01-03,Uzbek,10
2024-01-03,Czech,8
2024-01-03,Slovenian,8
2024-01-03,Amharic,7
2024-01-03,Bulgarian,7
2024-01-03,Finnish,7
2024-01-03,Serbian,6
2024-01-03,Slovak,6
2024-01-03,Bosnian,5
2024-01-03,Burmese,5
2024-01-03,Central Khmer,5
2024-01-03,Lithuanian,5
2024-01-03,Armenian,4
2024-01-03,Croatian,4
2024-01-03,Galician,4
2024-01-03,Igbo,4
2024-01-03,Macedonian,4
2024-01-03,Panjabi,4
2024-01-03,Swahili,4
2024-01-03,Yoruba,4
2024-01-03,Bengali,3
2024-01-03,Latvian,3
2024-01-03,Marathi,3
2024-01-03,Nepali,3
2024-01-03,Albanian,2
2024-01-03,Aragonese,2
2024-01-03,Corsican,2
2024-01-03,Georgian,2
2024-01-03,Ido,2
2024-01-03,Tonga,2
2024-01-03,Urdu,2
2024-01-03,Yiddish,2
