page_title,event_label,page,total_events
Plan Premiums,https://www.opm.gov/healthcare-insurance/dental-vision/plan-information/premiums/2024-dental-and-vision-premiums.xlsx,opm.gov/healthcare-insurance/dental-vision/plan-information/plan-premiums/,14641
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/DCB.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,13559
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,12210
Dental & Vision,https://www.opm.gov/healthcare-insurance/flyers/dental-insurance-overview.pdf,opm.gov/healthcare-insurance/dental-vision/,8246
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-ffs-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,6877
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-hmo-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,6846
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/GS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,6769
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,6600
Healthcare,https://www.opm.gov/healthcare-insurance/flyers/health-insurance-overview.pdf,opm.gov/healthcare-insurance/healthcare/,6021
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/DCB.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,5303
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/GS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,5190
Plan Premiums,https://www.opm.gov/healthcare-insurance/dental-vision/plan-information/premiums/2024-dental-rating-areas.xlsx,opm.gov/healthcare-insurance/dental-vision/plan-information/plan-premiums/,4236
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/spo-vs-sf.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,3831
2024 FEHB Plan Comparison Details - OPM.gov,https://www.fepblue.org/-/media/PDFs/Brochures/2024_BCBS_SBP_Basic_Option_SBC_Web.pdf,opm.gov/healthcare-insurance/healthcare/plan-information/compare-plans/fehb/plandetails,3421
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-ffs-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums,2723
Dental & Vision,https://www.opm.gov/healthcare-insurance/flyers/vision-insurance-overview.pdf,opm.gov/healthcare-insurance/dental-vision/,2405
Personnel Documentation,https://www.opm.gov/policy-data-oversight/data-analysis-documentation/personnel-documentation/processing-personnel-actions/gppa09.pdf,opm.gov/policy-data-oversight/data-analysis-documentation/personnel-documentation/,2380
Personnel Documentation,https://www.opm.gov/policy-data-oversight/data-analysis-documentation/personnel-documentation/processing-personnel-actions/gppa14.pdf,opm.gov/policy-data-oversight/data-analysis-documentation/personnel-documentation/,2308
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/NY.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,2215
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-hmo-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums,2195
2024 FEHB Plan Comparison Details - OPM.gov,https://www.fepblue.org/-/media/PDFs/Brochures/2024_BCBS_SBP_FEP_Blue_Focus_SBC_Web.pdf,opm.gov/healthcare-insurance/healthcare/plan-information/compare-plans/fehb/plandetails,2051
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS_h.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,2026
Enrollment,https://www.opm.gov/forms/pdf_fill/sf2809.pdf,opm.gov/healthcare-insurance/healthcare/enrollment/,1990
2024 FEHB Plan Comparison Details - OPM.gov,https://www.fepblue.org/-/media/PDFs/Brochures/2024_BCBS_SBP_Standard_Option_SBC_Web.pdf,opm.gov/healthcare-insurance/healthcare/plan-information/compare-plans/fehb/plandetails,1846
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/LA.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1774
Active Federal Employees,https://www.opm.gov/healthcare-insurance/healthcare/reference-materials/reference/fastfacts-open-season-is-coming.pdf,opm.gov/healthcare-insurance/open-season/active-federal-employees/,1621
Salaries & Wages,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/2023-general-schedule-pay-rates.xls,opm.gov/policy-data-oversight/pay-leave/salaries-wages/,1615
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/ATL.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1590
OPM Forms,https://www.opm.gov/forms/pdf_fill/opm71.pdf,opm.gov/forms/opm-forms/,1431
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/HOU.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1415
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/PHL.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1395
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/BOS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1374
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/DFW.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1313
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/SF.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1308
Law Enforcement Officer,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS%20(LEO).pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/law-enforcement-officer,1282
Executive Senior Level,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/exec/pdf/EX.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/executive-senior-level,1262
