page_title,event_label,page,total_events
Plan Premiums,https://www.opm.gov/healthcare-insurance/dental-vision/plan-information/premiums/2024-dental-and-vision-premiums.xlsx,opm.gov/healthcare-insurance/dental-vision/plan-information/plan-premiums/,1838
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/DCB.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1207
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,1136
Dental & Vision,https://www.opm.gov/healthcare-insurance/flyers/dental-insurance-overview.pdf,opm.gov/healthcare-insurance/dental-vision/,851
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/GS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,682
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-hmo-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,615
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/2024-ffs-premium-rates.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,608
Plan Premiums,https://www.opm.gov/healthcare-insurance/dental-vision/plan-information/premiums/2024-dental-rating-areas.xlsx,opm.gov/healthcare-insurance/dental-vision/plan-information/plan-premiums/,526
Healthcare,https://www.opm.gov/healthcare-insurance/flyers/health-insurance-overview.pdf,opm.gov/healthcare-insurance/healthcare/,505
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/RUS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,353
Premiums,https://www.opm.gov/healthcare-insurance/healthcare/plan-information/premiums/2024/spo-vs-sf.xlsx,opm.gov/healthcare-insurance/healthcare/plan-information/premiums/,345
2024 FEHB Plan Comparison Details - OPM.gov,https://www.fepblue.org/-/media/PDFs/Brochures/2024_BCBS_SBP_Basic_Option_SBC_Web.pdf,opm.gov/healthcare-insurance/healthcare/plan-information/compare-plans/fehb/plandetails,333
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/GS.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,325
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/DCB.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule,314
Dental & Vision,https://www.opm.gov/healthcare-insurance/flyers/vision-insurance-overview.pdf,opm.gov/healthcare-insurance/dental-vision/,246
General Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/23Tables/pdf/NY.pdf,opm.gov/policy-data-oversight/pay-leave/salaries-wages/2023/general-schedule/,225
