date,os_version,visits
2024-01-04,10,150882
2024-01-04,11,77317
2024-01-04,7,4621
2024-01-04,8.1,1511
2024-01-04,8,191
2024-01-04,Vista,46
2024-01-04,XP,35
2024-01-04,NT,2
2024-01-04,2000,1
2024-01-03,10,157974
2024-01-03,11,81210
2024-01-03,7,4735
2024-01-03,8.1,1556
2024-01-03,8,228
2024-01-03,XP,66
2024-01-03,Vista,33
2024-01-03,NT,2
2024-01-03,Server 2003,2
2024-01-02,10,145217
2024-01-02,11,75397
2024-01-02,7,4429
2024-01-02,8.1,1475
2024-01-02,8,212
2024-01-02,XP,38
2024-01-02,Vista,33
2024-01-02,NT,3
2024-01-02,2000,2
2024-01-01,10,71542
2024-01-01,11,49852
2024-01-01,7,3239
2024-01-01,8.1,1046
2024-01-01,8,155
2024-01-01,XP,50
2024-01-01,Vista,29
2024-01-01,NT,3
2024-01-01,Server 2003,2
2024-01-01,(not set),1
2023-12-31,10,70957
2023-12-31,11,48202
2023-12-31,7,3150
2023-12-31,8.1,1003
2023-12-31,8,174
2023-12-31,XP,57
2023-12-31,Vista,39
2023-12-31,NT,4
2023-12-31,Server 2003,2
2023-12-31,(not set),1
2023-12-30,10,80342
2023-12-30,11,49396
2023-12-30,7,3440
2023-12-30,8.1,1132
2023-12-30,8,180
2023-12-30,XP,39
2023-12-30,Vista,33
2023-12-30,Server 2003,2
2023-12-29,10,129552
2023-12-29,11,68616
2023-12-29,7,4199
2023-12-29,8.1,1401
2023-12-29,8,220
2023-12-29,XP,48
2023-12-29,Vista,41
2023-12-29,Server 2003,6
2023-12-29,NT,3
2023-12-28,10,142984
2023-12-28,11,75498
2023-12-28,7,4574
2023-12-28,8.1,1424
2023-12-28,8,211
2023-12-28,XP,45
2023-12-28,Vista,43
2023-12-28,NT,1
2023-12-28,Server 2003,1
2023-12-27,10,150301
2023-12-27,11,78236
2023-12-27,7,4715
2023-12-27,8.1,1589
2023-12-27,8,235
2023-12-27,XP,36
2023-12-27,Vista,35
2023-12-27,NT,1
2023-12-26,10,121038
2023-12-26,11,68722
2023-12-26,7,4259
2023-12-26,8.1,1329
2023-12-26,8,175
2023-12-26,XP,48
2023-12-26,Vista,32
2023-12-26,NT,3
2023-12-26,Server 2003,1
2023-12-25,10,72151
2023-12-25,11,46290
2023-12-25,7,3988
2023-12-25,8.1,1118
2023-12-25,8,147
2023-12-25,XP,78
2023-12-25,Vista,18
2023-12-25,NT,5
2023-12-25,Server 2003,2
2023-12-25,(not set),1
2023-12-25,2000,1
2023-12-24,10,62248
2023-12-24,11,40019
2023-12-24,7,2973
2023-12-24,8.1,975
2023-12-24,8,143
2023-12-24,XP,30
2023-12-24,Vista,25
2023-12-24,NT,2
2023-12-24,2000,1
2023-12-23,10,81088
2023-12-23,11,47193
2023-12-23,7,3697
2023-12-23,8.1,1136
2023-12-23,8,196
2023-12-23,XP,43
2023-12-23,Vista,34
2023-12-23,NT,2
2023-12-22,10,132738
2023-12-22,11,70076
2023-12-22,7,4460
2023-12-22,8.1,1479
2023-12-22,8,203
2023-12-22,Vista,40
2023-12-22,XP,40
2023-12-22,NT,3
2023-12-21,10,148307
2023-12-21,11,77601
2023-12-21,7,4678
2023-12-21,8.1,1517
2023-12-21,8,187
2023-12-21,XP,39
2023-12-21,Vista,24
2023-12-21,NT,2
2023-12-21,Server 2003,1
2023-12-20,10,150092
2023-12-20,11,76936
2023-12-20,7,4907
2023-12-20,8.1,1505
2023-12-20,8,227
2023-12-20,Vista,44
2023-12-20,XP,36
2023-12-20,NT,2
2023-12-19,10,156438
2023-12-19,11,79392
2023-12-19,7,4812
2023-12-19,8.1,1536
2023-12-19,8,227
2023-12-19,XP,45
2023-12-19,Vista,31
2023-12-19,NT,2
2023-12-18,10,143632
2023-12-18,11,75401
2023-12-18,7,4596
2023-12-18,8.1,1499
2023-12-18,8,193
2023-12-18,XP,50
2023-12-18,Vista,38
2023-12-18,NT,3
2023-12-17,10,88938
2023-12-17,11,58342
2023-12-17,7,3843
2023-12-17,8.1,1235
2023-12-17,8,193
2023-12-17,Vista,48
2023-12-17,XP,33
2023-12-17,Server 2003,1
2023-12-16,10,96843
2023-12-16,11,59167
2023-12-16,7,4203
2023-12-16,8.1,1470
2023-12-16,8,206
2023-12-16,Vista,53
2023-12-16,XP,31
2023-12-16,NT,1
2023-12-15,10,146923
2023-12-15,11,75253
2023-12-15,7,5053
2023-12-15,8.1,1599
2023-12-15,8,203
2023-12-15,Vista,65
2023-12-15,XP,57
2023-12-15,NT,3
2023-12-14,10,159758
2023-12-14,11,79467
2023-12-14,7,5109
2023-12-14,8.1,1628
2023-12-14,8,218
2023-12-14,XP,66
2023-12-14,Vista,48
2023-12-14,2000,1
2023-12-14,Server 2003,1
2023-12-13,10,164385
2023-12-13,11,82105
2023-12-13,7,5202
2023-12-13,8.1,1571
2023-12-13,8,217
2023-12-13,XP,61
2023-12-13,Vista,42
2023-12-13,NT,3
2023-12-12,10,170511
2023-12-12,11,82843
2023-12-12,7,5093
2023-12-12,8.1,1627
2023-12-12,8,226
2023-12-12,XP,56
2023-12-12,Vista,47
2023-12-12,2000,1
2023-12-12,NT,1
2023-12-11,10,141676
2023-12-11,11,72514
2023-12-11,7,4354
2023-12-11,8.1,1359
2023-12-11,8,217
2023-12-11,XP,52
2023-12-11,Vista,50
2023-12-11,NT,3
2023-12-11,2000,1
2023-12-10,10,99123
2023-12-10,11,57085
2023-12-10,7,3896
2023-12-10,8.1,1207
2023-12-10,8,172
2023-12-10,XP,40
2023-12-10,Vista,36
2023-12-10,NT,2
2023-12-10,Server 2003,1
2023-12-09,10,102611
2023-12-09,11,55017
2023-12-09,7,4147
2023-12-09,8.1,1356
2023-12-09,8,210
2023-12-09,XP,47
2023-12-09,Vista,36
2023-12-09,2000,1
2023-12-08,10,151058
2023-12-08,11,72621
2023-12-08,7,4840
2023-12-08,8.1,1466
2023-12-08,8,218
2023-12-08,XP,51
2023-12-08,Vista,47
2023-12-08,NT,4
2023-12-08,Server 2003,1
2023-12-07,10,148958
2023-12-07,11,75547
2023-12-07,7,4723
2023-12-07,8.1,1499
2023-12-07,8,214
2023-12-07,XP,52
2023-12-07,Vista,44
2023-12-07,NT,2
2023-12-07,Server 2003,1
2023-12-06,10,159334
2023-12-06,11,75231
2023-12-06,7,4935
2023-12-06,8.1,1494
2023-12-06,8,225
2023-12-06,XP,44
2023-12-06,Vista,35
2023-12-06,NT,2
2023-12-06,Server 2003,1
2023-12-05,10,166361
2023-12-05,11,77188
2023-12-05,7,4795
2023-12-05,8.1,1524
2023-12-05,8,237
2023-12-05,XP,43
2023-12-05,Vista,40
2023-12-04,10,136056
2023-12-04,11,67785
2023-12-04,7,4095
2023-12-04,8.1,1296
2023-12-04,8,206
2023-12-04,Vista,37
2023-12-04,XP,28
2023-12-04,Server 2003,1
2023-12-03,10,87213
2023-12-03,11,55979
2023-12-03,7,3867
2023-12-03,8.1,1177
2023-12-03,8,173
2023-12-03,XP,43
2023-12-03,Vista,33
2023-12-03,2000,1
2023-12-02,10,90917
2023-12-02,11,54292
2023-12-02,7,3807
2023-12-02,8.1,1303
2023-12-02,8,192
2023-12-02,Vista,45
2023-12-02,XP,33
2023-12-02,NT,1
2023-12-01,10,143122
2023-12-01,11,74515
2023-12-01,7,4637
2023-12-01,8.1,1462
2023-12-01,8,219
2023-12-01,Vista,35
2023-12-01,XP,33
2023-12-01,Server 2003,1
2023-11-30,10,157181
2023-11-30,11,76447
2023-11-30,7,4824
2023-11-30,8.1,1539
2023-11-30,8,251
2023-11-30,XP,42
2023-11-30,Vista,33
2023-11-30,2000,1
2023-11-30,NT,1
2023-11-29,10,157615
2023-11-29,11,75805
2023-11-29,7,4873
2023-11-29,8.1,1494
2023-11-29,8,225
2023-11-29,XP,43
2023-11-29,Vista,27
2023-11-29,NT,2
2023-11-29,2000,1
2023-11-28,10,162268
2023-11-28,11,77910
2023-11-28,7,4744
2023-11-28,8.1,1594
2023-11-28,8,234
2023-11-28,XP,41
2023-11-28,Vista,35
2023-11-28,NT,2
2023-11-28,Server 2003,1
2023-11-27,10,156656
2023-11-27,11,76157
2023-11-27,7,4899
2023-11-27,8.1,1566
2023-11-27,8,194
2023-11-27,XP,47
2023-11-27,Vista,34
2023-11-27,NT,2
2023-11-26,10,79109
2023-11-26,11,47256
2023-11-26,7,3253
2023-11-26,8.1,1082
2023-11-26,8,141
2023-11-26,Vista,32
2023-11-26,XP,27
2023-11-26,NT,2
2023-11-25,10,86573
2023-11-25,11,47622
2023-11-25,7,3615
2023-11-25,8.1,1193
2023-11-25,8,193
2023-11-25,Vista,38
2023-11-25,XP,29
2023-11-25,NT,7
2023-11-24,10,106367
2023-11-24,11,55405
2023-11-24,7,4383
2023-11-24,8.1,1321
2023-11-24,8,221
2023-11-24,XP,47
2023-11-24,Vista,39
2023-11-24,Server 2003,1
2023-11-23,10,87574
2023-11-23,11,47441
2023-11-23,7,4012
2023-11-23,8.1,1385
2023-11-23,8,150
2023-11-23,XP,61
2023-11-23,Vista,35
2023-11-23,NT,11
2023-11-23,Server 2003,1
2023-11-22,10,143889
2023-11-22,11,68113
2023-11-22,7,4749
2023-11-22,8.1,1525
2023-11-22,8,224
2023-11-22,XP,57
2023-11-22,Vista,47
2023-11-22,NT,3
2023-11-22,Server 2003,1
2023-11-21,10,153758
2023-11-21,11,75396
2023-11-21,7,4960
2023-11-21,8.1,1615
2023-11-21,8,245
2023-11-21,XP,54
2023-11-21,Vista,34
2023-11-21,NT,3
2023-11-21,Server 2003,3
2023-11-21,2000,2
2023-11-20,10,160461
2023-11-20,11,75285
2023-11-20,7,4806
2023-11-20,8.1,1535
2023-11-20,8,214
2023-11-20,XP,58
2023-11-20,Vista,31
2023-11-20,NT,5
2023-11-20,2000,2
2023-11-20,Server 2003,2
2023-11-19,10,73873
2023-11-19,11,44476
2023-11-19,7,3298
2023-11-19,8.1,1082
2023-11-19,8,136
2023-11-19,Vista,31
2023-11-19,XP,25
2023-11-19,2000,2
2023-11-19,NT,2
2023-11-18,10,97745
2023-11-18,11,47400
2023-11-18,7,3871
2023-11-18,8.1,1199
2023-11-18,8,174
2023-11-18,Vista,48
2023-11-18,XP,45
2023-11-18,NT,3
2023-11-18,Server 2003,1
2023-11-17,10,149753
2023-11-17,11,71876
2023-11-17,7,4949
2023-11-17,8.1,1576
2023-11-17,8,233
2023-11-17,XP,51
2023-11-17,Vista,33
2023-11-17,NT,2
2023-11-17,Server 2003,1
2023-11-16,10,159657
2023-11-16,11,72378
2023-11-16,7,5204
2023-11-16,8.1,1617
2023-11-16,8,216
2023-11-16,XP,57
2023-11-16,Vista,40
2023-11-16,NT,4
2023-11-16,2000,1
2023-11-16,Server 2003,1
2023-11-15,10,161469
2023-11-15,11,75801
2023-11-15,7,5391
2023-11-15,8.1,1557
2023-11-15,8,201
2023-11-15,XP,66
2023-11-15,Vista,45
2023-11-15,NT,2
2023-11-14,10,172495
2023-11-14,11,77802
2023-11-14,7,5385
2023-11-14,8.1,1662
2023-11-14,8,220
2023-11-14,Vista,52
2023-11-14,XP,49
2023-11-14,2000,2
2023-11-14,NT,1
2023-11-14,Server 2003,1
2023-11-13,10,132072
2023-11-13,11,67053
2023-11-13,7,4257
2023-11-13,8.1,1357
2023-11-13,8,200
2023-11-13,Vista,37
2023-11-13,XP,33
2023-11-12,10,75332
2023-11-12,11,46269
2023-11-12,7,3354
2023-11-12,8.1,1209
2023-11-12,8,147
2023-11-12,XP,58
2023-11-12,Vista,33
2023-11-12,NT,2
2023-11-12,Server 2003,1
2023-11-11,10,73360
2023-11-11,11,42027
2023-11-11,7,3125
2023-11-11,8.1,1125
2023-11-11,8,153
2023-11-11,XP,46
2023-11-11,Vista,41
2023-11-11,NT,4
2023-11-11,Server 2003,3
2023-11-10,10,132761
2023-11-10,11,67983
2023-11-10,7,4690
2023-11-10,8.1,1514
2023-11-10,8,219
2023-11-10,XP,56
2023-11-10,Vista,36
2023-11-10,Server 2003,5
2023-11-09,10,155171
2023-11-09,11,71946
2023-11-09,7,5008
2023-11-09,8.1,1649
2023-11-09,8,199
2023-11-09,XP,74
2023-11-09,Vista,44
2023-11-09,Server 2003,3
2023-11-09,NT,1
2023-11-08,10,165549
2023-11-08,11,73002
2023-11-08,7,4874
2023-11-08,8.1,1535
2023-11-08,8,239
2023-11-08,XP,68
2023-11-08,Vista,46
2023-11-08,Server 2003,1
2023-11-07,10,162533
2023-11-07,11,74483
2023-11-07,7,4930
2023-11-07,8.1,1604
2023-11-07,8,231
2023-11-07,XP,53
2023-11-07,Vista,38
2023-11-07,NT,3
2023-11-07,Server 2003,1
2023-11-06,10,155018
2023-11-06,11,75797
2023-11-06,7,5171
2023-11-06,8.1,1662
2023-11-06,8,213
2023-11-06,XP,52
2023-11-06,Vista,34
2023-11-05,10,84657
2023-11-05,11,48354
2023-11-05,7,3766
2023-11-05,8.1,1298
2023-11-05,8,150
2023-11-05,XP,66
2023-11-05,Vista,28
2023-11-05,(not set),1
2023-11-05,NT,1
2023-11-04,10,80058
2023-11-04,11,42472
2023-11-04,7,3565
2023-11-04,8.1,1159
2023-11-04,8,165
2023-11-04,Vista,37
2023-11-04,XP,37
2023-11-04,Server 2003,1
2023-11-03,10,147203
2023-11-03,11,69425
2023-11-03,7,4690
