date,language,visits
2024-01-04,(other),11687581
2024-01-04,English,826970
2024-01-04,Spanish,17724
2024-01-04,Chinese,5355
2024-01-04,German,2054
2024-01-04,French,1901
2024-01-04,Turkish,1661
2024-01-04,Russian,1347
2024-01-04,Portuguese,973
2024-01-04,Korean,845
2024-01-04,Vietnamese,845
2024-01-04,Japanese,788
2024-01-04,Italian,580
2024-01-04,Polish,513
2024-01-04,Dutch,422
2024-01-04,Ukrainian,338
2024-01-04,Norwegian Bokmål,253
2024-01-04,Arabic,238
2024-01-04,Swedish,227
2024-01-04,Hebrew,213
2024-01-04,Czech,136
2024-01-04,Romanian,98
2024-01-04,Greek,89
2024-01-04,Slovak,87
2024-01-04,Hungarian,85
2024-01-04,Thai,80
2024-01-04,Danish,74
2024-01-04,Finnish,68
2024-01-04,Bulgarian,59
2024-01-04,Indonesian,33
2024-01-04,Serbian,29
2024-01-04,Croatian,27
2024-01-04,Latvian,24
2024-01-04,Lithuanian,15
2024-01-04,Slovenian,14
2024-01-04,Georgian,12
2024-01-04,Hindi,12
2024-01-04,Estonian,11
2024-01-04,Persian,9
2024-01-04,Panjabi,6
2024-01-04,Azerbaijani,5
2024-01-04,Catalan,5
2024-01-04,Icelandic,5
2024-01-04,Afrikaans,4
2024-01-04,Albanian,4
2024-01-04,Uzbek,4
2024-01-04,Irish,3
2024-01-04,Somali,3
2024-01-04,Urdu,3
2024-01-04,Akan,2
2024-01-04,Bengali,2
2024-01-04,Bosnian,2
2024-01-04,Kazakh,2
2024-01-04,Luxembourgish,2
2024-01-04,Armenian,1
2024-01-04,Belarusian,1
2024-01-04,Burmese,1
2024-01-04,Esperanto,1
2024-01-04,Gaelic,1
2024-01-04,Galician,1
2024-01-04,Guarani,1
2024-01-04,Ido,1
2024-01-04,Igbo,1
2024-01-04,Lao,1
2024-01-04,Nepali,1
2024-01-04,Oromo,1
2024-01-04,Samoan,1
2024-01-04,Swahili,1
2024-01-04,Tigrinya,1
2024-01-04,Tonga,1
2024-01-03,English,12516673
2024-01-03,Spanish,255723
2024-01-03,Chinese,49335
2024-01-03,French,28261
2024-01-03,German,25761
2024-01-03,Turkish,16739
2024-01-03,Portuguese,16404
2024-01-03,Russian,13784
2024-01-03,Korean,9575
2024-01-03,Japanese,8062
2024-01-03,Italian,6520
2024-01-03,Vietnamese,6045
2024-01-03,Polish,5586
2024-01-03,Dutch,5246
2024-01-03,Arabic,3677
2024-01-03,Ukrainian,3439
2024-01-03,Swedish,2735
2024-01-03,Norwegian Bokmål,2625
2024-01-03,Hebrew,2334
2024-01-03,Czech,1478
2024-01-03,Slovak,1294
2024-01-03,Greek,1228
2024-01-03,Hungarian,1144
2024-01-03,Danish,1125
2024-01-03,Finnish,1043
2024-01-03,(other),842
2024-01-03,Romanian,809
2024-01-03,Thai,701
2024-01-03,Bulgarian,381
2024-01-03,Croatian,374
2024-01-03,Indonesian,371
2024-01-03,Catalan,261
2024-01-03,Serbian,196
2024-01-03,Slovenian,192
2024-01-03,Lithuanian,182
2024-01-03,Latvian,167
2024-01-03,Georgian,148
2024-01-03,Estonian,128
2024-01-03,Persian,100
2024-01-03,Hindi,66
2024-01-03,Corsican,65
2024-01-03,Icelandic,63
2024-01-03,Panjabi,53
2024-01-03,Azerbaijani,48
2024-01-03,Bosnian,48
2024-01-03,Samoan,47
2024-01-03,Albanian,38
2024-01-03,Tonga,38
2024-01-03,Afrikaans,37
2024-01-03,Irish,33
2024-01-03,Amharic,31
2024-01-03,Bengali,30
2024-01-03,Burmese,30
2024-01-03,Macedonian,23
2024-01-03,Armenian,22
2024-01-03,Swahili,21
2024-01-03,Uzbek,21
2024-01-03,Belarusian,20
2024-01-03,Central Khmer,19
2024-01-03,Tagalog,19
2024-01-03,Tigrinya,19
2024-01-03,Igbo,17
2024-01-03,Akan,15
2024-01-03,Somali,14
2024-01-03,Tibetan,13
2024-01-03,Yiddish,13
2024-01-03,Basque,11
2024-01-03,Gaelic,11
2024-01-03,Ido,11
2024-01-03,Kazakh,9
2024-01-03,Marathi,9
2024-01-03,Nepali,9
2024-01-03,Esperanto,8
2024-01-03,Sinhala,8
2024-01-03,Tamil,8
2024-01-03,Welsh,8
2024-01-03,Galician,7
2024-01-03,Luxembourgish,7
2024-01-03,Malay,7
2024-01-03,Maori,7
2024-01-03,Kashmiri,6
2024-01-03,Latin,6
2024-01-03,Urdu,6
2024-01-03,Haitian,5
2024-01-03,Lao,5
2024-01-03,Norwegian,5
2024-01-03,Telugu,5
2024-01-03,Yoruba,5
2024-01-03,Ganda,4
2024-01-03,Gujarati,4
2024-01-03,Mongolian,4
2024-01-03,Norwegian Nynorsk,4
2024-01-03,Pushto,4
2024-01-03,Romansh,4
2024-01-03,Hausa,3
2024-01-03,Malayalam,3
2024-01-03,Maltese,3
2024-01-03,Shona,3
2024-01-03,Wolof,3
2024-01-03,Assamese,2
2024-01-03,Kinyarwanda,2
2024-01-03,Oromo,2
2024-01-03,Sichuan Yi,2
2024-01-03,Tajik,2
2024-01-03,Tswana,2
2024-01-03,Uighur,2
2024-01-03,Bambara,1
2024-01-03,Breton,1
2024-01-03,Cornish,1
2024-01-03,Dzongkha,1
2024-01-03,Faroese,1
2024-01-03,Fulah,1
2024-01-03,Guarani,1
2024-01-03,Javanese,1
2024-01-03,Manx,1
2024-01-03,Oriya,1
2024-01-03,Tatar,1
2024-01-03,Turkmen,1
2024-01-02,English,13501736
2024-01-02,Spanish,276956
2024-01-02,Chinese,51677
2024-01-02,French,28621
2024-01-02,German,25797
2024-01-02,Turkish,18574
2024-01-02,Portuguese,16983
2024-01-02,Russian,13926
2024-01-02,Korean,10224
2024-01-02,Japanese,8208
2024-01-02,Italian,7000
2024-01-02,Vietnamese,6085
2024-01-02,Polish,5810
2024-01-02,Dutch,5522
2024-01-02,Arabic,3590
2024-01-02,Ukrainian,3517
2024-01-02,Swedish,3053
2024-01-02,Norwegian Bokmål,2717
2024-01-02,Hebrew,2254
2024-01-02,Czech,1427
2024-01-02,Danish,1264
2024-01-02,Slovak,1226
2024-01-02,Hungarian,1179
2024-01-02,Greek,1086
2024-01-02,Finnish,1063
2024-01-02,(other),824
2024-01-02,Thai,668
2024-01-02,Romanian,618
2024-01-02,Indonesian,423
2024-01-02,Bulgarian,388
2024-01-02,Croatian,354
2024-01-02,Catalan,280
2024-01-02,Latvian,178
2024-01-02,Serbian,161
2024-01-02,Lithuanian,152
2024-01-02,Slovenian,124
2024-01-02,Estonian,113
2024-01-02,Georgian,112
2024-01-02,Persian,84
2024-01-02,Corsican,70
2024-01-02,Icelandic,68
2024-01-02,Panjabi,67
2024-01-02,Hindi,61
2024-01-02,Azerbaijani,45
2024-01-02,Amharic,44
2024-01-02,Tonga,37
2024-01-02,Albanian,36
2024-01-02,Bengali,36
2024-01-02,Irish,32
2024-01-02,Burmese,29
2024-01-02,Bosnian,28
2024-01-02,Afrikaans,25
2024-01-02,Samoan,24
2024-01-02,Gaelic,23
2024-01-02,Akan,21
2024-01-02,Tagalog,21
2024-01-02,Igbo,20
2024-01-02,Tibetan,20
2024-01-02,Macedonian,18
2024-01-02,Uzbek,18
2024-01-02,Swahili,16
2024-01-02,Tamil,16
2024-01-02,Belarusian,15
2024-01-02,Malayalam,14
2024-01-02,Basque,13
2024-01-02,Ido,13
2024-01-02,Somali,13
2024-01-02,Malay,12
2024-01-02,Maltese,12
2024-01-02,Tigrinya,12
2024-01-02,Central Khmer,11
2024-01-02,Esperanto,11
2024-01-02,Kazakh,11
2024-01-02,Armenian,10
2024-01-02,Nepali,10
2024-01-02,Romansh,10
2024-01-02,Welsh,9
2024-01-02,Gujarati,8
2024-01-02,Luxembourgish,8
2024-01-02,Sinhala,8
2024-01-02,Urdu,8
2024-01-02,Yiddish,8
2024-01-02,Yoruba,8
2024-01-02,Galician,6
2024-01-02,Marathi,6
2024-01-02,Telugu,6
2024-01-02,Wolof,6
2024-01-02,Manx,5
2024-01-02,Shona,5
2024-01-02,Haitian,4
2024-01-02,Maori,4
2024-01-02,Norwegian Nynorsk,4
2024-01-02,Oromo,4
2024-01-02,Ganda,3
2024-01-02,Javanese,3
2024-01-02,Kannada,3
2024-01-02,Kirghiz,3
2024-01-02,Lao,3
2024-01-02,Mongolian,3
2024-01-02,Assamese,2
2024-01-02,Hausa,2
2024-01-02,Interlingua,2
2024-01-02,Pushto,2
2024-01-02,Bambara,1
2024-01-02,Chichewa,1
2024-01-02,Faroese,1
2024-01-02,Fulah,1
2024-01-02,Guarani,1
2024-01-02,Kashmiri,1
2024-01-02,Kinyarwanda,1
2024-01-02,Norwegian,1
2024-01-02,Ossetian,1
2024-01-02,Sichuan Yi,1
2024-01-02,Sindhi,1
2024-01-02,Tatar,1
2024-01-02,Tswana,1
2024-01-02,Uighur,1
2024-01-01,English,6284081
2024-01-01,Spanish,120895
2024-01-01,Chinese,29388
2024-01-01,French,14951
2024-01-01,German,13360
2024-01-01,Turkish,10822
2024-01-01,Russian,7886
2024-01-01,Portuguese,6592
2024-01-01,Japanese,6186
2024-01-01,Korean,5262
2024-01-01,Vietnamese,3515
2024-01-01,Italian,3247
2024-01-01,Arabic,2877
2024-01-01,Dutch,2765
2024-01-01,Polish,2482
2024-01-01,Hebrew,1964
2024-01-01,Ukrainian,1885
2024-01-01,Swedish,1534
2024-01-01,Norwegian Bokmål,1491
2024-01-01,Danish,674
2024-01-01,Czech,661
2024-01-01,Slovak,590
2024-01-01,Hungarian,578
2024-01-01,Finnish,572
2024-01-01,Greek,515
2024-01-01,(other),407
2024-01-01,Thai,402
2024-01-01,Romanian,367
2024-01-01,Indonesian,300
2024-01-01,Bulgarian,177
2024-01-01,Croatian,173
2024-01-01,Catalan,123
2024-01-01,Serbian,108
2024-01-01,Latvian,85
2024-01-01,Slovenian,79
2024-01-01,Lithuanian,69
2024-01-01,Persian,68
2024-01-01,Hindi,56
2024-01-01,Estonian,53
2024-01-01,Georgian,53
2024-01-01,Corsican,40
2024-01-01,Azerbaijani,33
