date,browser,os,visits
2024-01-04,Safari,iOS,6632640
2024-01-04,Chrome,Android,2085315
2024-01-04,Chrome,Windows,1351444
2024-01-04,Chrome,iOS,707515
2024-01-04,Safari (in-app),iOS,611548
2024-01-04,Safari,Macintosh,540263
2024-01-04,Edge,Windows,535259
2024-01-04,Chrome,Macintosh,287103
2024-01-04,Samsung Internet,Android,277647
2024-01-04,Android Webview,Android,231897
2024-01-04,Firefox,Windows,125544
2024-01-04,Chrome,Chrome OS,53706
2024-01-04,Chrome,Linux,48326
2024-01-04,Firefox,Android,28517
2024-01-04,Firefox,Macintosh,27919
2024-01-04,Edge,Android,26571
2024-01-04,Amazon Silk,Android,19143
2024-01-04,Opera,Windows,11503
2024-01-04,Firefox,Linux,4917
2024-01-04,Samsung Internet,Linux,4273
2024-01-04,Opera,Android,4214
2024-01-04,Internet Explorer,Windows,2648
2024-01-04,Edge,Macintosh,2126
2024-01-04,Mozilla Compatible Agent,Macintosh,1668
2024-01-04,(not set),iOS,916
2024-01-04,Edge,Linux,784
2024-01-04,Opera,Macintosh,731
2024-01-04,(not set),(not set),357
2024-01-04,Whale Browser,Android,270
2024-01-04,YaBrowser,Windows,240
2024-01-04,YaBrowser,Android,221
2024-01-04,Opera,Linux,176
2024-01-04,Coc Coc,Windows,170
2024-01-04,Aloha Browser,iOS,169
2024-01-04,YaBrowser,iOS,149
2024-01-04,Whale Browser,Windows,147
2024-01-04,Safari,Windows,98
2024-01-04,DuckDuckGo Browser,iOS,95
2024-01-04,Firefox,OS/2,88
2024-01-04,Safari,Playstation 4,85
2024-01-04,Firefox,Firefox OS,72
2024-01-04,UC Browser,Android,72
2024-01-04,Mozilla,Windows,66
2024-01-04,SeaMonkey,Windows,58
2024-01-04,Iron,iOS,57
2024-01-04,PaleMoon,Windows,54
2024-01-04,Safari,Linux,49
2024-01-04,Meta Quest Browser,Linux,45
2024-01-04,Aloha Browser,Android,43
2024-01-04,Samsung Internet,Tizen,43
2024-01-04,YaBrowser,Macintosh,40
2024-01-04,Android Browser,Android,39
2024-01-04,Chrome,Fuchsia,30
2024-01-04,Mozilla Compatible Agent,BlackBerry,30
2024-01-04,Waterfox,Windows,25
2024-01-04,Chrome,(not set),21
2024-01-04,(not set),Android,20
2024-01-04,Android Runtime,Android,19
2024-01-04,DuckDuckGo Browser,Android,18
2024-01-04,Chrome,NetBSD,17
2024-01-04,Mozilla Compatible Agent,(not set),17
2024-01-04,UC Browser,iOS,17
2024-01-04,Firefox,OpenBSD,14
2024-01-04,Whale Browser,Macintosh,14
2024-01-04,Aloha Browser,Windows,12
2024-01-04,Safari,(not set),12
2024-01-04,Puffin,Linux,11
2024-01-04,Aloha Browser,Linux,10
2024-01-04,Mozilla Compatible Agent,Windows,10
2024-01-04,IE with Chrome Frame,Windows,9
2024-01-04,Whale Browser,iOS,9
2024-01-04,YaBrowser,Linux,9
2024-01-04,(not set),Windows,8
2024-01-04,BlackBerry,BlackBerry,8
2024-01-04,DuckDuckGo Browser,Macintosh,8
2024-01-04,Opera,(not set),8
2024-01-04,Chrome,OpenBSD,7
2024-01-04,Coc Coc,Macintosh,7
2024-01-04,Internet Explorer,Windows Phone,7
2024-01-04,Seznam,iOS,7
2024-01-04,Opera Mini,(not set),6
2024-01-04,SeaMonkey,Linux,6
2024-01-04,SeaMonkey,Macintosh,6
2024-01-04,Seznam,Android,6
2024-01-04,BrowserNG,SymbianOS,5
2024-01-04,Chrome,BlackBerry,5
2024-01-04,Coc Coc,Android,5
2024-01-04,PaleMoon,Linux,5
2024-01-04,Seznam,Windows,5
2024-01-04,Waterfox,Macintosh,5
2024-01-04,Aloha Browser,Macintosh,4
2024-01-04,Internet Explorer,Macintosh,4
2024-01-04,Waterfox,Linux,4
2024-01-04,Chrome,Tizen,3
2024-01-04,Firefox,FreeBSD,3
2024-01-04,Konqueror,Linux,3
2024-01-04,Maxthon,Android,3
2024-01-04,Puffin,Android,3
2024-01-04,Chrome,PalmOS,2
2024-01-04,Maxthon,Macintosh,2
2024-01-04,Maxthon,Windows,2
2024-01-04,Mozilla,Linux,2
2024-01-04,Phoenix Browser,iOS,2
2024-01-04,UC Browser,Windows,2
2024-01-04,Chrome,FreeBSD,1
2024-01-04,Chrome,UNIX,1
2024-01-04,Edge,Xbox,1
2024-01-04,Konqueror,SunOS,1
2024-01-04,Lynx,(not set),1
2024-01-04,Netscape,iOS,1
2024-01-04,Nokia Browser,SymbianOS,1
2024-01-04,Opera Mini,Android,1
2024-01-04,Opera Mini,BlackBerry,1
2024-01-04,Safari,SymbianOS,1
2024-01-03,Safari,iOS,6494602
2024-01-03,Chrome,Android,1972973
2024-01-03,Chrome,Windows,1261493
2024-01-03,Chrome,iOS,673403
2024-01-03,Safari (in-app),iOS,577457
2024-01-03,Edge,Windows,554262
2024-01-03,Safari,Macintosh,514345
2024-01-03,Chrome,Macintosh,295162
2024-01-03,Samsung Internet,Android,256162
2024-01-03,Android Webview,Android,214236
2024-01-03,Firefox,Windows,116610
2024-01-03,Chrome,Chrome OS,52242
2024-01-03,Chrome,Linux,46889
2024-01-03,Firefox,Macintosh,27535
2024-01-03,Firefox,Android,27188
2024-01-03,Edge,Android,25032
2024-01-03,Amazon Silk,Android,18052
2024-01-03,Opera,Windows,11027
2024-01-03,Firefox,Linux,4428
2024-01-03,Opera,Android,4133
2024-01-03,Samsung Internet,Linux,4054
2024-01-03,Internet Explorer,Windows,2727
2024-01-03,Edge,Macintosh,2140
2024-01-03,Mozilla Compatible Agent,Macintosh,1574
2024-01-03,Edge,Linux,788
2024-01-03,Opera,Macintosh,735
2024-01-03,(not set),iOS,713
2024-01-03,(not set),(not set),368
2024-01-03,Whale Browser,Android,274
2024-01-03,YaBrowser,Android,250
2024-01-03,YaBrowser,Windows,224
2024-01-03,Coc Coc,Windows,174
2024-01-03,Opera,Linux,171
2024-01-03,YaBrowser,iOS,144
2024-01-03,Mozilla,Windows,130
2024-01-03,Whale Browser,Windows,124
2024-01-03,Aloha Browser,iOS,121
2024-01-03,Safari,Playstation 4,75
2024-01-03,DuckDuckGo Browser,iOS,73
2024-01-03,UC Browser,Android,72
2024-01-03,Firefox,Firefox OS,67
2024-01-03,Safari,Windows,66
2024-01-03,Firefox,OS/2,57
2024-01-03,PaleMoon,Windows,56
2024-01-03,Iron,iOS,53
2024-01-03,Meta Quest Browser,Linux,53
2024-01-03,SeaMonkey,Windows,52
2024-01-03,Safari,Linux,46
2024-01-03,Samsung Internet,Tizen,41
2024-01-03,Aloha Browser,Android,32
2024-01-03,Waterfox,Windows,32
2024-01-03,Android Runtime,Android,30
2024-01-03,(not set),Android,29
2024-01-03,YaBrowser,Macintosh,27
2024-01-03,Chrome,Fuchsia,25
2024-01-03,Mozilla Compatible Agent,BlackBerry,24
2024-01-03,Chrome,UNIX,18
2024-01-03,UC Browser,iOS,17
2024-01-03,DuckDuckGo Browser,Android,15
2024-01-03,IE with Chrome Frame,Windows,15
2024-01-03,Coc Coc,Macintosh,14
2024-01-03,Android Browser,Android,13
2024-01-03,Chrome,(not set),13
2024-01-03,Mozilla Compatible Agent,Windows,12
2024-01-03,Whale Browser,iOS,12
2024-01-03,BlackBerry,BlackBerry,10
2024-01-03,SeaMonkey,Linux,10
2024-01-03,SeaMonkey,Macintosh,10
2024-01-03,Whale Browser,Macintosh,10
2024-01-03,Chrome,NetBSD,8
2024-01-03,DuckDuckGo Browser,Macintosh,8
2024-01-03,Opera,(not set),8
2024-01-03,(not set),Windows,7
2024-01-03,BrowserNG,SymbianOS,7
2024-01-03,Maxthon,Android,7
2024-01-03,Puffin,Android,7
2024-01-03,Aloha Browser,Linux,6
2024-01-03,Aloha Browser,Windows,6
2024-01-03,PaleMoon,Linux,6
2024-01-03,Safari,(not set),6
2024-01-03,Seznam,iOS,6
2024-01-03,Firefox,FreeBSD,5
2024-01-03,Maxthon,Macintosh,5
2024-01-03,Chrome,BlackBerry,4
2024-01-03,Coc Coc,Android,4
2024-01-03,Seznam,Android,4
2024-01-03,Waterfox,Linux,4
2024-01-03,YaBrowser,Linux,4
2024-01-03,Aloha Browser,Macintosh,3
2024-01-03,Chrome,OpenBSD,3
2024-01-03,Chrome,Tizen,3
2024-01-03,Internet Explorer,Windows Phone,3
2024-01-03,Internet Explorer,Macintosh,2
2024-01-03,Lynx,(not set),2
2024-01-03,Mozilla,Linux,2
2024-01-03,Nintendo Browser,(not set),2
2024-01-03,Opera,BlackBerry,2
2024-01-03,Opera Mini,(not set),2
2024-01-03,Puffin,Linux,2
2024-01-03,Seznam,Windows,2
2024-01-03,UC Browser,Windows,2
2024-01-03,Waterfox,Macintosh,2
2024-01-03,(not set),Nokia,1
2024-01-03,Edge,iOS,1
2024-01-03,Firefox,OpenBSD,1
2024-01-03,Konqueror,Linux,1
2024-01-03,Lunascape,Windows,1
2024-01-03,Maxthon,Windows,1
2024-01-03,OmniWeb,Macintosh,1
2024-01-03,Opera Mini,Android,1
2024-01-03,Phoenix Browser,iOS,1
2024-01-03,Vivaldi,Windows,1
2024-01-02,Safari,iOS,6989364
2024-01-02,Chrome,Android,2171716
2024-01-02,Chrome,Windows,1351046
2024-01-02,Chrome,iOS,747010
2024-01-02,Safari (in-app),iOS,724113
2024-01-02,Edge,Windows,556464
2024-01-02,Safari,Macintosh,533594
