date,os,visits
2024-01-04,iOS,7910855
2024-01-04,Android,2643169
2024-01-04,Windows,1985650
2024-01-04,Macintosh,848808
2024-01-04,Linux,59323
2024-01-04,Chrome OS,53706
2024-01-04,(not set),423
2024-01-04,OS/2,88
2024-01-04,Playstation 4,85
2024-01-04,Firefox OS,72
2024-01-04,Tizen,45
2024-01-04,BlackBerry,44
2024-01-04,Fuchsia,30
2024-01-04,OpenBSD,21
2024-01-04,NetBSD,17
2024-01-04,SymbianOS,7
2024-01-04,Windows Phone,7
2024-01-04,FreeBSD,4
2024-01-04,PalmOS,2
2024-01-04,SunOS,1
2024-01-04,UNIX,1
2024-01-04,Xbox,1
2024-01-03,iOS,7733024
2024-01-03,Android,2532206
2024-01-03,Windows,1922716
2024-01-03,Macintosh,848462
2024-01-03,Linux,55716
2024-01-03,Chrome OS,52242
2024-01-03,(not set),401
2024-01-03,Playstation 4,75
2024-01-03,Firefox OS,67
2024-01-03,OS/2,57
2024-01-03,Tizen,43
2024-01-03,BlackBerry,40
2024-01-03,Fuchsia,25
2024-01-03,UNIX,18
2024-01-03,NetBSD,8
2024-01-03,SymbianOS,7
2024-01-03,FreeBSD,5
2024-01-03,OpenBSD,4
2024-01-03,Windows Phone,3
2024-01-03,Nokia,1
2024-01-02,iOS,8375691
2024-01-02,Android,2771891
2024-01-02,Windows,2046689
2024-01-02,Macintosh,869508
2024-01-02,Linux,59498
2024-01-02,Chrome OS,53652
2024-01-02,(not set),431
2024-01-02,Playstation 4,93
2024-01-02,Firefox OS,69
2024-01-02,Tizen,51
2024-01-02,BlackBerry,49
2024-01-02,Fuchsia,31
2024-01-02,OS/2,31
2024-01-02,FreeBSD,14
2024-01-02,OpenBSD,11
2024-01-02,SymbianOS,10
2024-01-02,Windows Phone,6
2024-01-02,NetBSD,5
2024-01-02,UNIX,3
2024-01-02,Sony,2
2024-01-02,BeOS,1
2024-01-02,macOS X,1
2024-01-01,iOS,4154196
2024-01-01,Android,1335615
2024-01-01,Windows,601072
2024-01-01,Macintosh,382757
2024-01-01,Linux,33156
2024-01-01,Chrome OS,28021
2024-01-01,(not set),770
2024-01-01,Fuchsia,50
2024-01-01,Playstation 4,47
2024-01-01,Firefox OS,35
2024-01-01,BlackBerry,26
2024-01-01,Tizen,25
2024-01-01,OS/2,18
2024-01-01,UNIX,17
2024-01-01,OpenBSD,12
2024-01-01,FreeBSD,7
2024-01-01,SymbianOS,6
2024-01-01,NetBSD,3
2024-01-01,Windows Phone,2
2024-01-01,Samsung,1
2023-12-31,iOS,3900022
2023-12-31,Android,1205069
2023-12-31,Windows,484997
2023-12-31,Macintosh,350178
2023-12-31,Linux,32844
2023-12-31,Chrome OS,22802
2023-12-31,(not set),187
2023-12-31,Playstation 4,53
2023-12-31,Firefox OS,33
2023-12-31,Fuchsia,26
2023-12-31,BlackBerry,15
2023-12-31,Tizen,15
2023-12-31,OS/2,12
2023-12-31,OpenBSD,11
2023-12-31,FreeBSD,8
2023-12-31,SymbianOS,6
2023-12-31,NetBSD,5
2023-12-31,Windows Phone,3
2023-12-30,iOS,6649912
2023-12-30,Android,2190452
2023-12-30,Windows,843507
2023-12-30,Macintosh,544095
2023-12-30,Linux,47191
2023-12-30,Chrome OS,37596
2023-12-30,(not set),241
2023-12-30,Playstation 4,88
2023-12-30,Firefox OS,41
2023-12-30,Tizen,38
2023-12-30,Fuchsia,35
2023-12-30,OS/2,30
2023-12-30,BlackBerry,29
2023-12-30,FreeBSD,12
2023-12-30,OpenBSD,12
2023-12-30,NetBSD,7
2023-12-30,SymbianOS,5
2023-12-30,Windows Phone,3
2023-12-30,UNIX,2
2023-12-30,Nokia,1
2023-12-30,SunOS,1
2023-12-29,iOS,7572283
2023-12-29,Android,2447678
2023-12-29,Windows,1484222
2023-12-29,Macintosh,705860
2023-12-29,Linux,53165
2023-12-29,Chrome OS,45588
2023-12-29,(not set),463
2023-12-29,Playstation 4,86
2023-12-29,Tizen,65
2023-12-29,OS/2,50
