date,browser,os_version,visits
2024-01-04,Internet Explorer,10,278
2024-01-04,Internet Explorer,8,28
2024-01-04,Internet Explorer,7,4
2024-01-03,Internet Explorer,10,281
2024-01-03,Internet Explorer,8,37
2024-01-03,Internet Explorer,7,1
2024-01-03,Internet Explorer,NT,1
2024-01-03,Internet Explorer,XP,1
2024-01-02,Internet Explorer,10,289
2024-01-02,Internet Explorer,8,39
2024-01-02,Internet Explorer,7,6
2024-01-02,Internet Explorer,8.1,2
2024-01-01,Internet Explorer,10,112
2024-01-01,Internet Explorer,XP,9
2024-01-01,Internet Explorer,8,2
2024-01-01,Internet Explorer,NT,1
2023-12-31,Internet Explorer,10,124
2023-12-31,Internet Explorer,XP,26
2023-12-31,Internet Explorer,7,3
2023-12-31,Internet Explorer,8,3
2023-12-31,Internet Explorer,Server 2003,2
2023-12-31,Internet Explorer,Vista,1
2023-12-30,Internet Explorer,10,192
2023-12-30,Internet Explorer,8,7
2023-12-30,Internet Explorer,7,1
2023-12-29,Internet Explorer,10,306
2023-12-29,Internet Explorer,8,36
2023-12-29,Internet Explorer,7,5
2023-12-29,Internet Explorer,XP,1
2023-12-28,Internet Explorer,10,299
2023-12-28,Internet Explorer,8,23
2023-12-28,Internet Explorer,7,4
2023-12-28,Internet Explorer,8.1,2
2023-12-27,Internet Explorer,10,361
2023-12-27,Internet Explorer,8,33
2023-12-27,Internet Explorer,7,2
2023-12-27,Internet Explorer,XP,1
2023-12-26,Internet Explorer,10,367
2023-12-26,Internet Explorer,8,11
2023-12-26,Internet Explorer,7,3
2023-12-26,Internet Explorer,XP,2
2023-12-26,Internet Explorer,8.1,1
2023-12-25,Internet Explorer,10,61
2023-12-25,Internet Explorer,XP,33
2023-12-25,Internet Explorer,7,2
2023-12-25,Internet Explorer,8,2
2023-12-25,Internet Explorer,Vista,1
2023-12-24,Internet Explorer,10,123
2023-12-24,Internet Explorer,8,2
2023-12-24,Internet Explorer,XP,2
2023-12-24,Internet Explorer,7,1
2023-12-24,Internet Explorer,8.1,1
2023-12-23,Internet Explorer,10,184
2023-12-23,Internet Explorer,8,9
2023-12-22,Internet Explorer,10,335
2023-12-22,Internet Explorer,8,15
2023-12-22,Internet Explorer,7,2
2023-12-21,Internet Explorer,10,350
2023-12-21,Internet Explorer,8,17
2023-12-21,Internet Explorer,7,3
2023-12-20,Internet Explorer,10,339
2023-12-20,Internet Explorer,8,19
2023-12-20,Internet Explorer,8.1,1
2023-12-19,Internet Explorer,10,312
2023-12-19,Internet Explorer,8,31
2023-12-19,Internet Explorer,7,3
2023-12-19,Internet Explorer,XP,1
2023-12-18,Internet Explorer,10,330
2023-12-18,Internet Explorer,8,20
2023-12-18,Internet Explorer,7,2
2023-12-18,Internet Explorer,XP,1
2023-12-17,Internet Explorer,10,122
2023-12-17,Internet Explorer,8,6
2023-12-17,Internet Explorer,XP,1
2023-12-16,Internet Explorer,10,204
2023-12-16,Internet Explorer,8,5
2023-12-16,Internet Explorer,7,1
2023-12-15,Internet Explorer,10,313
2023-12-15,Internet Explorer,8,15
2023-12-15,Internet Explorer,7,2
2023-12-15,Internet Explorer,XP,1
2023-12-14,Internet Explorer,10,296
2023-12-14,Internet Explorer,8,26
2023-12-14,Internet Explorer,7,3
2023-12-13,Internet Explorer,10,334
2023-12-13,Internet Explorer,8,24
2023-12-13,Internet Explorer,8.1,2
2023-12-13,Internet Explorer,7,1
2023-12-13,Internet Explorer,XP,1
2023-12-12,Internet Explorer,10,321
2023-12-12,Internet Explorer,8,29
2023-12-12,Internet Explorer,7,3
2023-12-12,Internet Explorer,XP,1
2023-12-11,Internet Explorer,10,306
2023-12-11,Internet Explorer,8,23
2023-12-11,Internet Explorer,7,4
2023-12-11,Internet Explorer,XP,1
2023-12-10,Internet Explorer,10,991
2023-12-10,Internet Explorer,8,2
2023-12-09,Internet Explorer,10,164
2023-12-09,Internet Explorer,8,10
2023-12-08,Internet Explorer,10,339
2023-12-08,Internet Explorer,8,21
2023-12-08,Internet Explorer,8.1,1
2023-12-08,Internet Explorer,XP,1
2023-12-07,Internet Explorer,10,305
2023-12-07,Internet Explorer,8,25
2023-12-07,Internet Explorer,8.1,3
2023-12-07,Internet Explorer,XP,2
2023-12-07,Internet Explorer,7,1
2023-12-06,Internet Explorer,10,330
2023-12-06,Internet Explorer,8,31
2023-12-06,Internet Explorer,7,3
2023-12-06,Internet Explorer,8.1,2
2023-12-06,Internet Explorer,XP,1
2023-12-05,Internet Explorer,10,348
2023-12-05,Internet Explorer,8,34
2023-12-05,Internet Explorer,7,2
2023-12-05,Internet Explorer,8.1,1
2023-12-04,Internet Explorer,10,290
2023-12-04,Internet Explorer,8,19
2023-12-04,Internet Explorer,7,2
2023-12-04,Internet Explorer,8.1,1
2023-12-03,Internet Explorer,10,120
2023-12-03,Internet Explorer,8,3
2023-12-03,Internet Explorer,XP,1
2023-12-02,Internet Explorer,10,186
2023-12-02,Internet Explorer,8,9
2023-12-02,Internet Explorer,7,1
2023-12-01,Internet Explorer,10,329
2023-12-01,Internet Explorer,8,25
2023-12-01,Internet Explorer,8.1,2
2023-11-30,Internet Explorer,10,297
2023-11-30,Internet Explorer,8,25
2023-11-30,Internet Explorer,7,3
2023-11-30,Internet Explorer,8.1,1
2023-11-29,Internet Explorer,10,309
2023-11-29,Internet Explorer,8,21
2023-11-29,Internet Explorer,7,4
2023-11-29,Internet Explorer,8.1,2
2023-11-29,Internet Explorer,XP,1
2023-11-28,Internet Explorer,10,301
2023-11-28,Internet Explorer,8,27
2023-11-28,Internet Explorer,7,3
2023-11-28,Internet Explorer,XP,2
2023-11-28,Internet Explorer,8.1,1
2023-11-27,Internet Explorer,10,361
2023-11-27,Internet Explorer,8,23
2023-11-27,Internet Explorer,7,3
2023-11-27,Internet Explorer,8.1,1
2023-11-27,Internet Explorer,XP,1
2023-11-26,Internet Explorer,10,139
2023-11-26,Internet Explorer,8,4
2023-11-25,Internet Explorer,10,145
2023-11-25,Internet Explorer,8,13
2023-11-25,Internet Explorer,7,1
2023-11-25,Internet Explorer,XP,1
2023-11-24,Internet Explorer,10,249
2023-11-24,Internet Explorer,8,14
2023-11-24,Internet Explorer,XP,1
2023-11-23,Internet Explorer,10,153
2023-11-23,Internet Explorer,XP,21
2023-11-23,Internet Explorer,7,4
2023-11-23,Internet Explorer,8,4
2023-11-22,Internet Explorer,10,286
2023-11-22,Internet Explorer,8,29
2023-11-22,Internet Explorer,8.1,2
2023-11-22,Internet Explorer,XP,2
2023-11-22,Internet Explorer,7,1
2023-11-21,Internet Explorer,10,289
2023-11-21,Internet Explorer,8,20
2023-11-21,Internet Explorer,7,2
2023-11-21,Internet Explorer,8.1,1
2023-11-21,Internet Explorer,XP,1
2023-11-20,Internet Explorer,10,299
2023-11-20,Internet Explorer,8,20
2023-11-20,Internet Explorer,7,3
2023-11-20,Internet Explorer,8.1,3
2023-11-20,Internet Explorer,XP,1
2023-11-19,Internet Explorer,10,117
2023-11-19,Internet Explorer,8,3
2023-11-19,Internet Explorer,8.1,2
2023-11-19,Internet Explorer,7,1
2023-11-19,Internet Explorer,XP,1
2023-11-18,Internet Explorer,10,142
2023-11-18,Internet Explorer,8,12
2023-11-18,Internet Explorer,XP,1
2023-11-17,Internet Explorer,10,263
2023-11-17,Internet Explorer,8,14
2023-11-17,Internet Explorer,7,2
2023-11-17,Internet Explorer,8.1,2
2023-11-17,Internet Explorer,XP,1
2023-11-16,Internet Explorer,10,269
2023-11-16,Internet Explorer,8,10
2023-11-16,Internet Explorer,7,4
2023-11-16,Internet Explorer,8.1,3
2023-11-16,Internet Explorer,XP,3
2023-11-15,Internet Explorer,10,292
2023-11-15,Internet Explorer,8,19
2023-11-15,Internet Explorer,8.1,2
2023-11-15,Internet Explorer,XP,2
2023-11-15,Internet Explorer,7,1
2023-11-14,Internet Explorer,10,227
2023-11-14,Internet Explorer,8,14
2023-11-14,Internet Explorer,7,8
2023-11-14,Internet Explorer,8.1,3
2023-11-13,Internet Explorer,10,243
2023-11-13,Internet Explorer,8,11
2023-11-13,Internet Explorer,7,1
2023-11-13,Internet Explorer,8.1,1
2023-11-12,Internet Explorer,10,1714
2023-11-12,Internet Explorer,XP,10
2023-11-12,Internet Explorer,8,2
2023-11-12,Internet Explorer,7,1
2023-11-12,Internet Explorer,8.1,1
2023-11-12,Internet Explorer,Server 2003,1
2023-11-11,Internet Explorer,10,139
2023-11-11,Internet Explorer,8,11
2023-11-11,Internet Explorer,XP,3
2023-11-11,Internet Explorer,8.1,1
2023-11-11,Internet Explorer,NT,1
2023-11-10,Internet Explorer,10,277
2023-11-10,Internet Explorer,8,19
2023-11-10,Internet Explorer,7,3
2023-11-10,Internet Explorer,8.1,3
2023-11-09,Internet Explorer,10,308
2023-11-09,Internet Explorer,8,10
2023-11-09,Internet Explorer,7,7
2023-11-09,Internet Explorer,8.1,5
2023-11-09,Internet Explorer,Server 2003,1
2023-11-08,Internet Explorer,10,308
2023-11-08,Internet Explorer,8,16
2023-11-08,Internet Explorer,7,11
2023-11-08,Internet Explorer,8.1,2
2023-11-08,Internet Explorer,XP,1
2023-11-07,Internet Explorer,10,342
2023-11-07,Internet Explorer,8,29
2023-11-07,Internet Explorer,7,5
2023-11-07,Internet Explorer,8.1,3
2023-11-07,Internet Explorer,XP,1
2023-11-06,Internet Explorer,10,301
2023-11-06,Internet Explorer,8,9
2023-11-06,Internet Explorer,7,6
2023-11-06,Internet Explorer,8.1,3
2023-11-06,Internet Explorer,XP,1
2023-11-05,Internet Explorer,10,113
2023-11-05,Internet Explorer,XP,14
2023-11-05,Internet Explorer,7,5
2023-11-05,Internet Explorer,8,1
2023-11-04,Internet Explorer,10,146
2023-11-04,Internet Explorer,8,15
2023-11-04,Internet Explorer,7,3
2023-11-04,Internet Explorer,8.1,1
2023-11-03,Internet Explorer,10,340
2023-11-03,Internet Explorer,7,25
2023-11-03,Internet Explorer,8,20
