date,browser,visits
2024-01-04,Chrome,514657
2024-01-04,Safari,336680
2024-01-04,Edge,267305
2024-01-04,Safari (in-app),38277
2024-01-04,Samsung Internet,22790
2024-01-04,Firefox,21161
2024-01-04,Android Webview,11974
2024-01-04,(other),9973
2024-01-04,Amazon Silk,2863
2024-01-04,Mozilla Compatible Agent,2007
2024-01-04,Opera,1293
2024-01-04,(not set),601
2024-01-04,Internet Explorer,387
2024-01-04,YaBrowser,24
2024-01-04,Aloha Browser,17
2024-01-04,Opera Mini,12
2024-01-04,DuckDuckGo Browser,11
2024-01-04,UC Browser,11
2024-01-04,Android Browser,9
2024-01-04,Android Runtime,9
2024-01-04,Whale Browser,7
2024-01-04,PaleMoon,6
2024-01-04,Meta Quest Browser,5
2024-01-04,Waterfox,5
2024-01-04,Phoenix Browser,3
2024-01-04,SeaMonkey,3
2024-01-04,Coc Coc,2
2024-01-04,Puffin,2
2024-01-04,Maxthon,1
2024-01-04,Mozilla,1
2024-01-03,Chrome,610456
2024-01-03,Safari,404210
2024-01-03,Edge,317362
2024-01-03,Safari (in-app),50254
2024-01-03,Samsung Internet,27292
2024-01-03,Firefox,23012
2024-01-03,Android Webview,17861
2024-01-03,Amazon Silk,3337
2024-01-03,Mozilla Compatible Agent,3002
2024-01-03,Opera,1475
2024-01-03,(not set),561
2024-01-03,Internet Explorer,538
2024-01-03,YaBrowser,28
2024-01-03,UC Browser,20
2024-01-03,Aloha Browser,19
2024-01-03,Android Browser,15
2024-01-03,DuckDuckGo Browser,12
2024-01-03,Whale Browser,12
2024-01-03,Mozilla,9
2024-01-03,Opera Mini,9
2024-01-03,Meta Quest Browser,8
2024-01-03,PaleMoon,7
2024-01-03,SeaMonkey,6
2024-01-03,Android Runtime,5
2024-01-03,Puffin,4
2024-01-03,Coc Coc,3
2024-01-03,Phoenix Browser,3
2024-01-03,Iron,2
2024-01-03,BlackBerry,1
2024-01-03,Lynx,1
2024-01-03,Maxthon,1
2024-01-03,NetFront,1
2024-01-03,Waterfox,1
2024-01-02,Chrome,569837
2024-01-02,Safari,380459
2024-01-02,Edge,305185
2024-01-02,Safari (in-app),47859
2024-01-02,Samsung Internet,25345
2024-01-02,Firefox,23577
2024-01-02,Android Webview,16542
2024-01-02,Mozilla Compatible Agent,4471
2024-01-02,Amazon Silk,3444
2024-01-02,Opera,1501
2024-01-02,Internet Explorer,466
2024-01-02,(not set),217
2024-01-02,UC Browser,23
2024-01-02,Android Browser,22
2024-01-02,YaBrowser,21
2024-01-02,Aloha Browser,13
2024-01-02,Opera Mini,13
2024-01-02,DuckDuckGo Browser,10
2024-01-02,Coc Coc,9
2024-01-02,Meta Quest Browser,8
2024-01-02,Android Runtime,6
2024-01-02,Whale Browser,6
2024-01-02,Mozilla,5
2024-01-02,PaleMoon,4
2024-01-02,Phoenix Browser,4
2024-01-02,SeaMonkey,4
2024-01-02,NetFront,3
2024-01-02,Puffin,3
2024-01-02,Konqueror,2
2024-01-02,Maxthon,1
2024-01-01,Chrome,248533
2024-01-01,Safari,204393
2024-01-01,Edge,141826
2024-01-01,Safari (in-app),32154
2024-01-01,Android Webview,14501
2024-01-01,Samsung Internet,14457
2024-01-01,Firefox,10716
2024-01-01,Amazon Silk,2442
2024-01-01,Mozilla Compatible Agent,1261
2024-01-01,Opera,885
2024-01-01,(not set),114
2024-01-01,Internet Explorer,46
2024-01-01,YaBrowser,17
2024-01-01,Opera Mini,16
2024-01-01,UC Browser,15
2024-01-01,Aloha Browser,12
2024-01-01,Whale Browser,12
2024-01-01,Android Runtime,9
2024-01-01,Android Browser,8
2024-01-01,DuckDuckGo Browser,8
2024-01-01,Phoenix Browser,6
2024-01-01,Coc Coc,4
2024-01-01,Mozilla,3
2024-01-01,PaleMoon,3
2024-01-01,SeaMonkey,3
2024-01-01,Maxthon,2
2024-01-01,Meta Quest Browser,2
2024-01-01,NetFront,2
2024-01-01,BrowserNG,1
2024-01-01,Konqueror,1
2024-01-01,Puffin,1
2023-12-31,Chrome,197436
2023-12-31,Safari,167881
2023-12-31,Edge,128064
2023-12-31,Safari (in-app),28293
2023-12-31,Android Webview,11790
2023-12-31,Samsung Internet,11201
2023-12-31,Firefox,8212
2023-12-31,Amazon Silk,1592
2023-12-31,Mozilla Compatible Agent,1176
2023-12-31,Opera,706
2023-12-31,(not set),101
2023-12-31,Internet Explorer,80
2023-12-31,UC Browser,13
2023-12-31,YaBrowser,13
2023-12-31,Opera Mini,12
2023-12-31,Whale Browser,12
2023-12-31,Aloha Browser,9
2023-12-31,Android Runtime,6
2023-12-31,Mozilla,6
2023-12-31,Meta Quest Browser,5
2023-12-31,SeaMonkey,5
2023-12-31,Android Browser,4
2023-12-31,Waterfox,3
2023-12-31,DuckDuckGo Browser,2
2023-12-31,Phoenix Browser,2
2023-12-31,Puffin,2
2023-12-31,Galeon,1
2023-12-31,PaleMoon,1
2023-12-30,Chrome,242270
2023-12-30,Safari,201019
2023-12-30,Edge,144251
2023-12-30,Safari (in-app),28560
2023-12-30,Samsung Internet,13370
2023-12-30,Android Webview,12303
2023-12-30,Firefox,9924
2023-12-30,Amazon Silk,2022
2023-12-30,Mozilla Compatible Agent,1271
2023-12-30,Opera,795
2023-12-30,(not set),165
2023-12-30,Internet Explorer,53
2023-12-30,YaBrowser,22
2023-12-30,Opera Mini,20
2023-12-30,UC Browser,15
2023-12-30,Android Browser,10
2023-12-30,Aloha Browser,9
2023-12-30,DuckDuckGo Browser,7
2023-12-30,Meta Quest Browser,6
2023-12-30,SeaMonkey,5
2023-12-30,Android Runtime,4
2023-12-30,Mozilla,4
2023-12-30,Puffin,4
2023-12-30,Waterfox,3
2023-12-30,Coc Coc,2
2023-12-30,Nintendo Browser,2
2023-12-30,PaleMoon,2
2023-12-30,Camino,1
2023-12-30,Konqueror,1
2023-12-30,Phoenix Browser,1
2023-12-30,Whale Browser,1
2023-12-29,Chrome,423669
2023-12-29,Safari,312636
2023-12-29,Edge,233224
2023-12-29,Safari (in-app),36477
2023-12-29,Samsung Internet,21323
2023-12-29,Firefox,16309
2023-12-29,Android Webview,14793
2023-12-29,Amazon Silk,2435
2023-12-29,Mozilla Compatible Agent,2116
2023-12-29,Opera,1110
2023-12-29,Internet Explorer,310
2023-12-29,(not set),167
2023-12-29,YaBrowser,32
2023-12-29,Opera Mini,18
2023-12-29,Android Browser,16
2023-12-29,Aloha Browser,14
2023-12-29,UC Browser,14
2023-12-29,Android Runtime,12
2023-12-29,DuckDuckGo Browser,12
2023-12-29,Meta Quest Browser,10
2023-12-29,SeaMonkey,9
2023-12-29,Mozilla,5
2023-12-29,Waterfox,4
2023-12-29,Phoenix Browser,3
2023-12-29,Lynx,2
2023-12-29,Nintendo Browser,2
2023-12-29,PaleMoon,2
2023-12-29,Vivaldi,2
2023-12-29,Coc Coc,1
2023-12-29,EudoraWeb,1
2023-12-29,NetFront,1
2023-12-29,Puffin,1
2023-12-29,Whale Browser,1
2023-12-28,Chrome,533825
2023-12-28,Safari,409074
2023-12-28,Edge,276528
2023-12-28,Safari (in-app),41735
2023-12-28,Samsung Internet,27663
2023-12-28,Firefox,21024
2023-12-28,Android Webview,16711
