date,language,visits
2024-01-04,(other),869752
2024-01-04,English,514670
2024-01-04,Spanish,3952
2024-01-04,Chinese,531
2024-01-04,Persian,243
2024-01-04,Korean,209
2024-01-04,French,184
2024-01-04,Vietnamese,144
2024-01-04,German,131
2024-01-04,Japanese,111
2024-01-04,Russian,108
2024-01-04,Portuguese,76
2024-01-04,Arabic,69
2024-01-04,Ukrainian,65
2024-01-04,Dutch,56
2024-01-04,Indonesian,54
2024-01-04,Turkish,53
2024-01-04,Italian,48
2024-01-04,Thai,45
2024-01-04,Swedish,28
2024-01-04,Polish,24
2024-01-04,Danish,23
2024-01-04,Romanian,22
2024-01-04,Serbian,22
2024-01-04,Hebrew,15
2024-01-04,Norwegian Bokmål,15
2024-01-04,Finnish,14
2024-01-04,Greek,14
2024-01-04,Croatian,12
2024-01-04,Hindi,11
2024-01-03,English,1424468
2024-01-03,Spanish,10052
2024-01-03,Chinese,1085
2024-01-03,French,434
2024-01-03,Korean,392
2024-01-03,Persian,355
2024-01-03,Vietnamese,345
2024-01-03,German,313
2024-01-03,Russian,250
2024-01-03,Portuguese,244
2024-01-03,Arabic,167
2024-01-03,Indonesian,157
2024-01-03,Japanese,157
2024-01-03,Italian,131
2024-01-03,Dutch,105
2024-01-03,Ukrainian,97
2024-01-03,Turkish,83
2024-01-03,Polish,81
2024-01-03,Swedish,65
2024-01-03,(other),64
2024-01-03,Danish,53
2024-01-03,Hebrew,48
2024-01-03,Thai,41
2024-01-03,Hindi,40
2024-01-03,Norwegian Bokmål,34
2024-01-03,Greek,32
2024-01-03,Finnish,23
2024-01-03,Hungarian,23
2024-01-03,Romanian,21
2024-01-03,Czech,19
2024-01-03,Bengali,15
2024-01-03,Burmese,15
2024-01-03,Panjabi,12
2024-01-02,English,1338176
2024-01-02,Spanish,8769
2024-01-02,Chinese,1018
2024-01-02,French,415
2024-01-02,Korean,405
2024-01-02,Persian,353
2024-01-02,German,302
2024-01-02,Vietnamese,241
2024-01-02,Russian,223
2024-01-02,Portuguese,207
2024-01-02,Indonesian,196
2024-01-02,Arabic,146
2024-01-02,Italian,133
2024-01-02,Japanese,111
2024-01-02,Dutch,96
2024-01-02,Turkish,91
2024-01-02,Ukrainian,89
2024-01-02,Polish,71
2024-01-02,Swedish,64
2024-01-02,(other),62
2024-01-02,Thai,50
2024-01-02,Greek,42
2024-01-02,Danish,41
2024-01-02,Hebrew,41
2024-01-02,Norwegian Bokmål,38
2024-01-02,Czech,37
2024-01-02,Hindi,27
2024-01-02,Finnish,24
2024-01-02,Romanian,23
2024-01-02,Hungarian,20
2024-01-02,Croatian,17
2024-01-02,Burmese,14
2024-01-01,English,667962
2024-01-01,Spanish,7502
2024-01-01,Chinese,941
2024-01-01,French,367
2024-01-01,Persian,354
2024-01-01,Korean,286
2024-01-01,Vietnamese,256
2024-01-01,German,185
2024-01-01,Portuguese,178
2024-01-01,Arabic,173
2024-01-01,Indonesian,150
2024-01-01,Russian,146
2024-01-01,Italian,99
2024-01-01,Turkish,82
2024-01-01,Ukrainian,76
2024-01-01,Japanese,65
2024-01-01,Dutch,55
2024-01-01,Polish,55
2024-01-01,(other),47
2024-01-01,Thai,46
2024-01-01,Hindi,35
2024-01-01,Swedish,35
2024-01-01,Hebrew,34
2024-01-01,Norwegian Bokmål,27
2024-01-01,Romanian,27
2024-01-01,Greek,20
2024-01-01,Danish,19
2024-01-01,Finnish,17
2024-01-01,Azerbaijani,14
2024-01-01,Hungarian,13
2024-01-01,Croatian,12
2024-01-01,Uzbek,12
2024-01-01,Czech,11
2023-12-31,English,544840
2023-12-31,Spanish,5501
2023-12-31,Chinese,831
2023-12-31,French,283
2023-12-31,Korean,256
2023-12-31,Persian,230
2023-12-31,Vietnamese,228
2023-12-31,German,179
2023-12-31,Indonesian,179
2023-12-31,Arabic,178
2023-12-31,Russian,158
2023-12-31,Portuguese,108
2023-12-31,Italian,85
2023-12-31,Japanese,80
2023-12-31,Ukrainian,64
2023-12-31,Turkish,43
2023-12-31,Polish,42
2023-12-31,(other),40
2023-12-31,Dutch,37
2023-12-31,Swedish,34
2023-12-31,Thai,32
2023-12-31,Hindi,26
2023-12-31,Hebrew,22
2023-12-31,Norwegian Bokmål,20
2023-12-31,Danish,19
2023-12-31,Romanian,16
2023-12-31,Greek,15
2023-12-31,Bulgarian,13
2023-12-31,Hungarian,12
2023-12-30,English,656766
2023-12-30,Spanish,5782
2023-12-30,Chinese,764
2023-12-30,French,307
2023-12-30,Korean,244
2023-12-30,Vietnamese,221
2023-12-30,German,204
2023-12-30,Persian,181
2023-12-30,Arabic,155
2023-12-30,Russian,150
2023-12-30,Portuguese,140
2023-12-30,Indonesian,116
2023-12-30,Italian,90
2023-12-30,Japanese,81
2023-12-30,Turkish,71
2023-12-30,Ukrainian,65
2023-12-30,Thai,62
2023-12-30,Dutch,58
2023-12-30,(other),48
2023-12-30,Polish,46
2023-12-30,Swedish,37
2023-12-30,Danish,26
2023-12-30,Finnish,24
2023-12-30,Hebrew,23
2023-12-30,Hindi,23
2023-12-30,Romanian,23
2023-12-30,Greek,21
2023-12-30,Armenian,18
2023-12-30,Norwegian Bokmål,14
2023-12-30,Czech,13
2023-12-30,Bulgarian,11
2023-12-30,Catalan,11
2023-12-29,English,1077027
2023-12-29,Spanish,7177
2023-12-29,Chinese,700
2023-12-29,French,352
2023-12-29,Vietnamese,288
2023-12-29,Korean,257
2023-12-29,German,231
2023-12-29,Arabic,206
2023-12-29,Russian,196
2023-12-29,Indonesian,192
2023-12-29,Persian,188
2023-12-29,Portuguese,187
2023-12-29,Italian,129
2023-12-29,Japanese,89
2023-12-29,Ukrainian,88
2023-12-29,Turkish,75
2023-12-29,Dutch,62
2023-12-29,Polish,57
2023-12-29,Swedish,57
2023-12-29,(other),34
2023-12-29,Hindi,33
2023-12-29,Thai,33
2023-12-29,Danish,26
2023-12-29,Greek,25
2023-12-29,Romanian,25
