date,browser,visits
2024-01-04,Chrome,217213
2024-01-04,Safari,91629
2024-01-04,Edge,57099
2024-01-04,Firefox,12975
2024-01-04,Internet Explorer,4130
2024-01-04,Safari (in-app),4078
2024-01-04,Samsung Internet,3487
2024-01-04,Android Webview,3166
2024-01-04,(not set),2411
2024-01-04,Opera,636
2024-01-04,Mozilla Compatible Agent,454
2024-01-04,Amazon Silk,218
2024-01-04,YaBrowser,65
2024-01-04,Whale Browser,38
2024-01-04,UC Browser,25
2024-01-04,Opera Mini,14
2024-01-04,Android Runtime,11
2024-01-04,Android Browser,4
2024-01-04,Coc Coc,4
2024-01-04,Meta Quest Browser,4
2024-01-04,Mozilla,4
2024-01-04,PaleMoon,3
2024-01-04,SeaMonkey,3
2024-01-04,Aloha Browser,1
2024-01-04,Puffin,1
2024-01-03,Chrome,227881
2024-01-03,Safari,91569
2024-01-03,Edge,60766
2024-01-03,Firefox,12034
2024-01-03,Internet Explorer,4880
2024-01-03,Safari (in-app),4182
2024-01-03,Samsung Internet,3756
2024-01-03,Android Webview,3188
2024-01-03,(not set),2419
2024-01-03,Opera,677
2024-01-03,Mozilla Compatible Agent,452
2024-01-03,Amazon Silk,249
2024-01-03,YaBrowser,52
2024-01-03,UC Browser,32
2024-01-03,Whale Browser,28
2024-01-03,Opera Mini,12
2024-01-03,Coc Coc,9
2024-01-03,SeaMonkey,8
2024-01-03,Android Runtime,6
2024-01-03,Aloha Browser,4
2024-01-03,Android Browser,4
2024-01-03,Mozilla,4
2024-01-03,DuckDuckGo Browser,2
2024-01-03,BlackBerry,1
2024-01-03,Iron,1
2024-01-03,Meta Quest Browser,1
2024-01-03,PaleMoon,1
2024-01-03,Playstation Vita Browser,1
2024-01-03,Seznam,1
2024-01-02,Chrome,219783
2024-01-02,Safari,92657
2024-01-02,Edge,60388
2024-01-02,Firefox,13494
2024-01-02,Safari (in-app),4282
2024-01-02,Internet Explorer,4219
2024-01-02,Samsung Internet,3650
2024-01-02,Android Webview,3486
2024-01-02,(not set),2350
2024-01-02,Opera,613
2024-01-02,Mozilla Compatible Agent,393
2024-01-02,Amazon Silk,267
2024-01-02,YaBrowser,59
2024-01-02,UC Browser,35
2024-01-02,Whale Browser,29
2024-01-02,Coc Coc,19
2024-01-02,Opera Mini,12
2024-01-02,Aloha Browser,6
2024-01-02,Android Browser,6
