date,browser,os,visits
2023-12-12,Safari,iOS,14916315
2023-12-12,Chrome,Windows,9969043
2023-12-12,Chrome,Android,7163375
2023-12-12,Edge,Windows,4255112
2023-12-12,Safari,Macintosh,2354917
2023-12-12,Chrome,Macintosh,2140269
2023-12-12,Chrome,iOS,1824864
2023-12-12,Safari (in-app),iOS,1280854
2023-12-12,Chrome,Chrome OS,1152181
2023-12-12,Chrome,Linux,869202
2023-12-12,Samsung Internet,Android,691596
2023-12-12,Firefox,Windows,639495
2023-12-12,Android Webview,Android,596414
2023-12-12,Firefox,Macintosh,136752
2023-12-12,Firefox,Android,72706
2023-12-12,Opera,Windows,63290
2023-12-12,Amazon Silk,Android,62064
2023-12-12,Edge,Android,55759
2023-12-12,Firefox,Linux,54630
2023-12-12,(not set),(not set),48862
2023-12-12,Internet Explorer,Windows,24410
2023-12-12,Opera,Android,23797
2023-12-12,Mozilla Compatible Agent,Macintosh,22781
2023-12-12,Edge,Macintosh,17579
2023-12-12,Samsung Internet,Linux,16079
2023-12-12,Safari,Linux,12917
2023-12-12,YaBrowser,Windows,6049
2023-12-12,Edge,Linux,5495
2023-12-12,(not set),iOS,4742
2023-12-12,Opera,Macintosh,4237
2023-12-12,UC Browser,Android,3156
2023-12-12,Opera Mini,(not set),2375
2023-12-12,YaBrowser,Android,2163
2023-12-12,Whale Browser,Android,2013
2023-12-12,Whale Browser,Windows,1913
2023-12-12,Lynx,(not set),1856
2023-12-12,Mozilla Compatible Agent,Linux,1599
2023-12-12,Coc Coc,Windows,1590
2023-12-12,Safari,Windows,1094
2023-12-12,Opera,Linux,1023
2023-12-12,YaBrowser,iOS,945
2023-12-12,Android Runtime,Android,847
2023-12-12,Opera Mini,Android,804
2023-12-12,Chrome,(not set),730
2023-12-12,Samsung Internet,Tizen,698
2023-12-12,(not set),Android,697
2023-12-12,Firefox,OS/2,599
2023-12-12,Chrome,Fuchsia,547
2023-12-12,Mozilla,Windows,483
2023-12-12,(not set),Windows,463
2023-12-12,Aloha Browser,iOS,446
2023-12-12,Firefox,Firefox OS,421
2023-12-12,Mozilla,Linux,412
2023-12-12,DuckDuckGo Browser,iOS,385
2023-12-12,PaleMoon,Windows,375
2023-12-12,Iron,iOS,363
2023-12-12,SeaMonkey,Windows,342
2023-12-12,Android Browser,Android,325
2023-12-12,Safari,Playstation 4,301
2023-12-12,YaBrowser,Macintosh,283
2023-12-12,UC Browser,iOS,279
2023-12-12,Mozilla Compatible Agent,(not set),239
2023-12-12,Aloha Browser,Android,237
2023-12-12,Phoenix Browser,Android,217
2023-12-12,Vivaldi,Windows,196
2023-12-12,Mozilla Compatible Agent,Tizen,167
2023-12-12,Meta Quest Browser,Linux,118
2023-12-12,YaBrowser,Linux,108
2023-12-12,Mozilla Compatible Agent,Windows,107
2023-12-12,Whale Browser,Macintosh,102
2023-12-12,Waterfox,Windows,90
2023-12-12,PaleMoon,Linux,63
2023-12-12,Coc Coc,Android,62
2023-12-12,Chrome,Tizen,60
2023-12-12,Coc Coc,Macintosh,60
2023-12-12,Firefox,FreeBSD,56
2023-12-12,SeaMonkey,Linux,55
2023-12-12,DuckDuckGo Browser,Android,50
2023-12-12,BlackBerry,BlackBerry,44
2023-12-12,Puffin,Linux,43
2023-12-12,Safari,(not set),43
2023-12-12,Mozilla,Macintosh,41
2023-12-12,Phoenix Browser,iOS,38
2023-12-12,Edge,Xbox,34
2023-12-12,Opera Mini,Samsung,33
2023-12-12,Aloha Browser,Windows,29
2023-12-12,Whale Browser,iOS,28
2023-12-12,Mozilla Compatible Agent,Android,26
2023-12-12,Nintendo Browser,(not set),26
2023-12-12,SeaMonkey,Macintosh,25
2023-12-12,DuckDuckGo Browser,Macintosh,24
2023-12-12,Chrome,BlackBerry,22
2023-12-12,Chrome,UNIX,22
2023-12-12,Firefox,OpenBSD,22
2023-12-12,Seznam,Android,22
2023-12-12,Chrome,OpenBSD,21
2023-12-12,IE with Chrome Frame,Windows,21
2023-12-12,Internet Explorer,Windows Phone,20
2023-12-12,Opera Mini,BlackBerry,20
2023-12-12,Mozilla Compatible Agent,BlackBerry,18
2023-12-12,Netscape,Windows,18
2023-12-12,UC Browser,Windows,16
2023-12-12,Whale Browser,Linux,16
2023-12-12,Puffin,iOS,15
2023-12-12,Firefox,iOS,14
2023-12-12,Maxthon,Macintosh,14
2023-12-12,Safari,Tizen,14
2023-12-12,Edge,UNIX,13
2023-12-12,Edge,iOS,13
2023-12-12,Internet Explorer,Macintosh,13
2023-12-12,Chrome,NetBSD,12
2023-12-12,Konqueror,Linux,12
2023-12-12,Opera,(not set),12
2023-12-12,Puffin,Android,12
2023-12-12,Waterfox,Macintosh,12
2023-12-12,Waterfox,Linux,11
2023-12-12,Maxthon,Windows,10
2023-12-12,Seznam,Windows,10
2023-12-12,Seznam,iOS,10
2023-12-12,Maxthon,Android,9
2023-12-12,Mozilla Compatible Agent,Chrome OS,9
2023-12-12,(not set),Chrome OS,8
2023-12-12,BrowserNG,SymbianOS,8
2023-12-12,Chrome,Mac OS,8
2023-12-12,Internet Explorer,(not set),7
2023-12-12,PaleMoon,Macintosh,7
2023-12-12,Safari,SymbianOS,7
2023-12-12,(not set),Linux,6
2023-12-12,(not set),Nokia,6
2023-12-12,Aloha Browser,Macintosh,6
2023-12-12,Chrome,FreeBSD,6
2023-12-12,Firefox,SunOS,6
2023-12-12,Lunascape,Windows,5
2023-12-12,Safari,Windows Phone,5
2023-12-12,(not set),Macintosh,4
2023-12-12,Firefox,NetBSD,4
2023-12-12,Iron,Android,4
2023-12-12,NetFront,Sony,4
2023-12-12,Playstation Vita Browser,Playstation Vita,4
2023-12-12,Seznam,Linux,4
2023-12-12,Swing,Windows,4
2023-12-12,(not set),LG,3
2023-12-12,(not set),Sony,3
2023-12-12,Chrome,macOS X,3
2023-12-12,Chrome,motorola/kiev_retail/kiev:11/RZK31.Q3-25-15/180c9:user/release-keys,3
2023-12-12,Galeon,Linux,3
2023-12-12,Internet Explorer,WebTV,3
2023-12-12,Meta Quest Browser,Android,3
2023-12-12,Nokia Browser,(not set),3
2023-12-12,Opera,UNIX,3
2023-12-12,Opera Mini,iOS,3
2023-12-12,Safari,OS/2,3
2023-12-12,Vivaldi,Macintosh,3
2023-12-12,Blazer,PalmOS,2
2023-12-12,Camino,Macintosh,2
2023-12-12,NetFront,Samsung,2
2023-12-12,Nokia Browser,SymbianOS,2
2023-12-12,Opera,SunOS,2
2023-12-12,Puffin,Windows,2
2023-12-12,RockMelt,Macintosh,2
2023-12-12,Vivaldi,Linux,2
2023-12-12,(not set),NetBSD,1
2023-12-12,(not set),SymbianOS,1
2023-12-12,AdobeAIR,Android,1
2023-12-12,Aloha Browser,Linux,1
