date,os_version,visits
2023-12-12,10,839621
2023-12-12,11,98946
2023-12-12,8,19665
2023-12-12,7,8475
2023-12-12,8.1,6711
2023-12-12,XP,178
2023-12-12,Vista,47
2023-12-12,NT,21
2023-12-12,Server 2003,3
2023-12-12,2000,2
2023-12-11,10,762104
2023-12-11,11,92983
2023-12-11,8,19304
2023-12-11,7,11458
2023-12-11,8.1,5611
2023-12-11,XP,135
2023-12-11,Vista,47
2023-12-11,NT,27
2023-12-11,Server 2003,1
2023-12-10,10,438363
2023-12-10,11,98956
2023-12-10,8,14147
2023-12-10,8.1,9045
2023-12-10,7,8943
2023-12-10,XP,226
2023-12-10,Vista,76
2023-12-10,NT,49
2023-12-10,Server 2003,25
2023-12-10,ME,1
2023-12-09,10,436840
2023-12-09,11,76588
2023-12-09,8,22343
2023-12-09,8.1,9213
2023-12-09,7,8345
2023-12-09,XP,197
2023-12-09,Vista,84
2023-12-09,Server 2003,11
2023-12-09,NT,9
2023-12-08,10,724301
2023-12-08,11,103918
2023-12-08,8,19484
2023-12-08,8.1,11472
2023-12-08,7,8048
2023-12-08,XP,291
2023-12-08,Vista,54
2023-12-08,NT,33
2023-12-08,Server 2003,3
2023-12-08,2000,2
2023-12-07,10,781465
2023-12-07,11,109930
2023-12-07,8,19510
2023-12-07,2000,8833
2023-12-07,8.1,8396
2023-12-07,7,7674
2023-12-07,XP,206
2023-12-07,Vista,55
2023-12-07,NT,9
2023-12-07,Server 2003,6
2023-12-06,10,891832
2023-12-06,11,108310
2023-12-06,2000,74257
2023-12-06,8,18983
2023-12-06,8.1,9365
2023-12-06,7,8263
2023-12-06,XP,220
2023-12-06,Vista,50
2023-12-06,NT,36
2023-12-06,Server 2003,2
2023-12-05,10,704781
2023-12-05,11,105529
2023-12-05,2000,95990
2023-12-05,8,19665
2023-12-05,8.1,13371
2023-12-05,7,9755
2023-12-05,XP,235
2023-12-05,Vista,51
2023-12-05,NT,29
2023-12-05,Server 2003,7
2023-12-04,10,704909
2023-12-04,2000,114207
2023-12-04,11,92075
2023-12-04,8,19671
2023-12-04,8.1,9603
2023-12-04,7,7295
2023-12-04,XP,175
2023-12-04,Vista,50
2023-12-04,NT,20
2023-12-03,10,410503
2023-12-03,11,102570
2023-12-03,2000,32409
2023-12-03,8,14601
2023-12-03,7,8877
2023-12-03,8.1,8811
2023-12-03,XP,169
2023-12-03,Vista,82
2023-12-03,NT,27
2023-12-03,Server 2003,20
2023-12-02,10,450676
2023-12-02,11,81871
2023-12-02,8,21834
2023-12-02,2000,16462
2023-12-02,7,7068
2023-12-02,8.1,6869
2023-12-02,XP,226
2023-12-02,Vista,91
2023-12-02,Server 2003,18
2023-12-02,NT,14
2023-12-01,10,777941
2023-12-01,11,99829
2023-12-01,2000,28665
2023-12-01,8,21200
2023-12-01,8.1,11649
2023-12-01,7,10406
2023-12-01,XP,218
2023-12-01,Vista,46
2023-12-01,NT,14
2023-12-01,Server 2003,2
2023-11-30,10,704342
2023-11-30,11,100110
2023-11-30,8,19502
2023-11-30,2000,13748
2023-11-30,8.1,10350
2023-11-30,7,7706
2023-11-30,XP,136
2023-11-30,Vista,48
2023-11-30,NT,15
