date,browser,visits
2024-01-04,Internet Explorer,224
2024-01-03,Internet Explorer,187
2024-01-02,Internet Explorer,172
2023-12-29,Internet Explorer,144
2023-12-28,Internet Explorer,124
2023-12-27,Internet Explorer,116
2023-12-26,Internet Explorer,106
2023-12-22,Internet Explorer,118
2023-12-21,Internet Explorer,157
2023-12-20,Internet Explorer,181
2023-12-19,Internet Explorer,200
2023-12-18,Internet Explorer,212
2023-12-17,Internet Explorer,116
2023-12-15,Internet Explorer,223
2023-12-14,Internet Explorer,204
2023-12-13,Internet Explorer,205
2023-12-12,Internet Explorer,172
2023-12-11,Internet Explorer,192
2023-12-08,Internet Explorer,157
2023-12-07,Internet Explorer,187
2023-12-06,Internet Explorer,170
2023-12-05,Internet Explorer,185
2023-12-04,Internet Explorer,190
2023-12-01,Internet Explorer,140
2023-11-30,Internet Explorer,187
2023-11-29,Internet Explorer,207
2023-11-28,Internet Explorer,186
2023-11-27,Internet Explorer,204
2023-11-22,Internet Explorer,154
2023-11-21,Internet Explorer,198
2023-11-20,Internet Explorer,200
2023-11-17,Internet Explorer,185
2023-11-16,Internet Explorer,257
2023-11-15,Internet Explorer,236
2023-11-14,Internet Explorer,185
2023-11-13,Internet Explorer,172
2023-11-10,Internet Explorer,125
2023-11-09,Internet Explorer,221
2023-11-08,Internet Explorer,210
2023-11-07,Internet Explorer,190
2023-11-06,Internet Explorer,206
2023-11-03,Internet Explorer,179
2023-11-02,Internet Explorer,226
2023-11-01,Internet Explorer,220
2023-10-31,Internet Explorer,237
2023-10-30,Internet Explorer,315
2023-10-27,Internet Explorer,277
2023-10-26,Internet Explorer,258
2023-10-25,Internet Explorer,270
2023-10-24,Internet Explorer,284
2023-10-23,Internet Explorer,233
2023-10-20,Internet Explorer,181
2023-10-19,Internet Explorer,269
2023-10-18,Internet Explorer,251
2023-10-17,Internet Explorer,311
2023-10-16,Internet Explorer,270
2023-10-13,Internet Explorer,175
2023-10-12,Internet Explorer,222
2023-10-11,Internet Explorer,232
2023-10-10,Internet Explorer,274
2023-10-09,Internet Explorer,230
