date,browser,visits
2024-01-04,Chrome,217763
2024-01-04,Safari,54340
2024-01-04,Edge,49835
2024-01-04,Firefox,11391
2024-01-04,Samsung Internet,2174
2024-01-04,Safari (in-app),1499
2024-01-04,Android Webview,1345
2024-01-04,Opera,768
2024-01-04,Amazon Silk,404
2024-01-04,Internet Explorer,224
2024-01-04,Mozilla Compatible Agent,153
2024-01-04,Whale Browser,60
2024-01-04,YaBrowser,50
2024-01-04,UC Browser,39
2024-01-04,Coc Coc,31
2024-01-04,(not set),29
2024-01-04,Opera Mini,18
2024-01-04,Vivaldi,8
2024-01-04,Aloha Browser,6
2024-01-04,DuckDuckGo Browser,5
2024-01-04,Mozilla,5
2024-01-04,SeaMonkey,4
2024-01-04,PaleMoon,3
2024-01-04,Android Browser,2
2024-01-04,Android Runtime,2
2024-01-04,BlackBerry,1
2024-01-04,Nokia Browser,1
2024-01-04,Puffin,1
2024-01-04,Waterfox,1
2024-01-03,Chrome,204935
2024-01-03,Safari,57768
2024-01-03,Edge,46877
2024-01-03,Firefox,10125
2024-01-03,Samsung Internet,2254
2024-01-03,Safari (in-app),1534
2024-01-03,Android Webview,1296
2024-01-03,Opera,793
2024-01-03,Amazon Silk,388
2024-01-03,Internet Explorer,187
2024-01-03,Mozilla Compatible Agent,146
2024-01-03,YaBrowser,69
2024-01-03,Whale Browser,62
2024-01-03,Coc Coc,42
2024-01-03,UC Browser,33
2024-01-03,(not set),19
2024-01-03,Opera Mini,12
2024-01-03,PaleMoon,10
2024-01-03,SeaMonkey,7
2024-01-03,Mozilla,6
2024-01-03,BlackBerry,4
2024-01-03,Android Runtime,3
2024-01-03,DuckDuckGo Browser,2
2024-01-03,Phoenix Browser,2
2024-01-03,Android Browser,1
2024-01-03,Meta Quest Browser,1
2024-01-03,Puffin,1
2024-01-03,Waterfox,1
2024-01-02,Chrome,189484
2024-01-02,Safari,52244
2024-01-02,Edge,41337
2024-01-02,Firefox,8075
2024-01-02,Samsung Internet,2135
2024-01-02,Safari (in-app),1542
2024-01-02,Android Webview,1324
2024-01-02,Opera,740
2024-01-02,Amazon Silk,418
2024-01-02,Internet Explorer,172
2024-01-02,Mozilla Compatible Agent,141
2024-01-02,YaBrowser,55
2024-01-02,Whale Browser,50
2024-01-02,UC Browser,46
2024-01-02,Coc Coc,43
2024-01-02,(not set),35
2024-01-02,Opera Mini,7
2024-01-02,PaleMoon,7
2024-01-02,Aloha Browser,5
2024-01-02,Mozilla,5
2024-01-02,Android Browser,4
2024-01-02,DuckDuckGo Browser,4
2024-01-02,SeaMonkey,4
2024-01-02,Phoenix Browser,2
2024-01-02,Waterfox,2
2024-01-02,BlackBerry,1
2024-01-02,Nokia Browser,1
2024-01-02,Puffin,1
2024-01-01,Chrome,100158
2024-01-01,Safari,55042
2024-01-01,Edge,9196
2024-01-01,Firefox,3941
2024-01-01,Samsung Internet,2095
2024-01-01,Safari (in-app),1966
2024-01-01,Android Webview,1372
2024-01-01,Opera,508
2024-01-01,Amazon Silk,468
2024-01-01,Mozilla Compatible Agent,162
2024-01-01,Internet Explorer,70
2024-01-01,YaBrowser,49
2024-01-01,Whale Browser,41
2024-01-01,UC Browser,38
2024-01-01,Coc Coc,34
2024-01-01,(not set),19
2024-01-01,Opera Mini,11
2024-01-01,Aloha Browser,8
2024-01-01,Mozilla,7
2024-01-01,Waterfox,4
2024-01-01,Meta Quest Browser,3
2024-01-01,Android Browser,2
2024-01-01,PaleMoon,2
2024-01-01,Phoenix Browser,2
2024-01-01,SeaMonkey,2
2024-01-01,DuckDuckGo Browser,1
2024-01-01,Maxthon,1
2024-01-01,Playstation Vita Browser,1
2024-01-01,Puffin,1
2024-01-01,Vivaldi,1
2023-12-31,Chrome,76798
2023-12-31,Safari,38155
2023-12-31,Edge,6562
2023-12-31,Firefox,3387
2023-12-31,Samsung Internet,1812
2023-12-31,Safari (in-app),1124
2023-12-31,Android Webview,1068
2023-12-31,Opera,451
2023-12-31,Amazon Silk,376
2023-12-31,Mozilla Compatible Agent,128
2023-12-31,Internet Explorer,76
2023-12-31,YaBrowser,37
2023-12-31,UC Browser,25
2023-12-31,(not set),15
2023-12-31,Waterfox,15
2023-12-31,Coc Coc,13
2023-12-31,Opera Mini,12
2023-12-31,Whale Browser,11
2023-12-31,Aloha Browser,7
2023-12-31,Meta Quest Browser,5
2023-12-31,Mozilla,5
2023-12-31,Android Browser,4
2023-12-31,SeaMonkey,4
2023-12-31,DuckDuckGo Browser,2
2023-12-31,Phoenix Browser,1
2023-12-31,Puffin,1
2023-12-30,Chrome,87349
2023-12-30,Safari,41191
2023-12-30,Edge,7556
2023-12-30,Firefox,3796
2023-12-30,Samsung Internet,1939
2023-12-30,Safari (in-app),1288
2023-12-30,Android Webview,1175
2023-12-30,Opera,493
2023-12-30,Amazon Silk,380
2023-12-30,Mozilla Compatible Agent,114
2023-12-30,Internet Explorer,58
2023-12-30,YaBrowser,54
2023-12-30,UC Browser,38
2023-12-30,Whale Browser,18
2023-12-30,Opera Mini,13
2023-12-30,Coc Coc,12
2023-12-30,Mozilla,10
2023-12-30,Waterfox,8
2023-12-30,(not set),7
2023-12-30,Aloha Browser,3
2023-12-30,Android Browser,3
2023-12-30,PaleMoon,3
2023-12-30,Puffin,3
2023-12-30,Android Runtime,2
2023-12-30,Phoenix Browser,2
2023-12-30,DuckDuckGo Browser,1
2023-12-30,Meta Quest Browser,1
2023-12-30,SeaMonkey,1
2023-12-30,Seznam,1
2023-12-29,Chrome,114072
2023-12-29,Safari,46529
2023-12-29,Edge,19954
2023-12-29,Firefox,5630
2023-12-29,Samsung Internet,2105
2023-12-29,Safari (in-app),1278
2023-12-29,Android Webview,1143
2023-12-29,Opera,595
2023-12-29,Amazon Silk,378
2023-12-29,Internet Explorer,144
2023-12-29,Mozilla Compatible Agent,138
2023-12-29,YaBrowser,67
2023-12-29,UC Browser,30
2023-12-29,(not set),24
2023-12-29,Whale Browser,24
2023-12-29,Opera Mini,21
2023-12-29,Coc Coc,17
2023-12-29,Mozilla,7
2023-12-29,Android Browser,5
2023-12-29,PaleMoon,4
2023-12-29,Aloha Browser,3
2023-12-29,DuckDuckGo Browser,3
2023-12-29,BlackBerry,2
2023-12-29,Meta Quest Browser,2
2023-12-29,Phoenix Browser,2
2023-12-29,Puffin,2
2023-12-29,SeaMonkey,2
2023-12-29,Iron,1
2023-12-28,Chrome,135082
2023-12-28,Safari,48350
2023-12-28,Edge,26133
2023-12-28,Firefox,6517
2023-12-28,Samsung Internet,2127
2023-12-28,Safari (in-app),1653
2023-12-28,Android Webview,1212
2023-12-28,Opera,681
2023-12-28,Amazon Silk,385
2023-12-28,Mozilla Compatible Agent,141
2023-12-28,Internet Explorer,124
2023-12-28,YaBrowser,68
2023-12-28,Whale Browser,49
2023-12-28,UC Browser,45
2023-12-28,(not set),39
2023-12-28,Coc Coc,37
2023-12-28,Opera Mini,19
2023-12-28,Mozilla,7
2023-12-28,Aloha Browser,6
2023-12-28,Phoenix Browser,6
2023-12-28,Android Browser,3
2023-12-28,PaleMoon,2
2023-12-28,Waterfox,2
2023-12-28,Android Runtime,1
2023-12-28,DuckDuckGo Browser,1
2023-12-28,Iron,1
2023-12-28,Puffin,1
2023-12-28,Vivaldi,1
2023-12-27,Chrome,137360
2023-12-27,Safari,49224
2023-12-27,Edge,27087
2023-12-27,Firefox,6338
2023-12-27,Samsung Internet,2140
2023-12-27,Safari (in-app),1256
2023-12-27,Android Webview,1214
2023-12-27,Opera,670
2023-12-27,Amazon Silk,398
2023-12-27,Mozilla Compatible Agent,156
2023-12-27,Internet Explorer,116
2023-12-27,YaBrowser,103
2023-12-27,Whale Browser,38
2023-12-27,UC Browser,34
2023-12-27,Coc Coc,31
2023-12-27,Opera Mini,21
2023-12-27,(not set),12
2023-12-27,Mozilla,6
