date,language,visits
2024-01-04,English,2393249
2024-01-04,Spanish,17114
2024-01-04,Chinese,3318
2024-01-04,Korean,1337
2024-01-04,French,829
2024-01-04,Russian,731
2024-01-04,Japanese,400
2024-01-04,Portuguese,396
2024-01-04,Vietnamese,377
2024-01-04,German,250
2024-01-04,Ukrainian,201
2024-01-04,Turkish,169
2024-01-04,Italian,164
2024-01-04,Arabic,160
2024-01-04,(other),91
2024-01-04,Polish,80
2024-01-04,Indonesian,58
2024-01-04,Greek,50
2024-01-04,Uzbek,43
2024-01-04,Hindi,42
2024-01-04,Dutch,38
2024-01-04,Thai,33
2024-01-04,Hungarian,31
2024-01-04,Swedish,31
2024-01-04,Romanian,22
2024-01-04,Swahili,22
2024-01-04,Czech,18
2024-01-04,Hebrew,18
2024-01-04,Persian,17
2024-01-04,Marathi,15
2024-01-04,Norwegian Bokmål,15
2024-01-04,Danish,13
2024-01-04,Amharic,11
2024-01-03,English,2697429
2024-01-03,Spanish,19271
2024-01-03,Chinese,3380
2024-01-03,Korean,1559
2024-01-03,French,874
2024-01-03,Russian,581
2024-01-03,Portuguese,454
2024-01-03,Japanese,453
2024-01-03,Vietnamese,437
2024-01-03,German,264
2024-01-03,Ukrainian,210
2024-01-03,Italian,192
2024-01-03,Arabic,182
2024-01-03,Turkish,171
2024-01-03,(other),109
2024-01-03,Polish,71
2024-01-03,Indonesian,65
2024-01-03,Hindi,52
2024-01-03,Dutch,48
2024-01-03,Swedish,46
2024-01-03,Greek,40
2024-01-03,Czech,36
2024-01-03,Thai,36
2024-01-03,Hebrew,35
2024-01-03,Norwegian Bokmål,28
2024-01-03,Hungarian,20
2024-01-03,Persian,19
2024-01-03,Romanian,19
2024-01-03,Danish,18
2024-01-03,Amharic,16
2024-01-03,Corsican,14
2024-01-03,Igbo,12
2024-01-03,Catalan,11
2024-01-02,English,2800600
2024-01-02,Spanish,16696
2024-01-02,Chinese,3148
2024-01-02,Korean,1517
2024-01-02,French,878
2024-01-02,Russian,556
2024-01-02,Japanese,411
2024-01-02,Portuguese,411
2024-01-02,Vietnamese,351
2024-01-02,German,247
2024-01-02,Turkish,229
2024-01-02,Italian,191
2024-01-02,Ukrainian,175
2024-01-02,Arabic,158
2024-01-02,(other),87
2024-01-02,Polish,72
2024-01-02,Indonesian,58
2024-01-02,Dutch,50
2024-01-02,Greek,44
2024-01-02,Hindi,44
2024-01-02,Swedish,41
2024-01-02,Hebrew,36
2024-01-02,Norwegian Bokmål,33
2024-01-02,Thai,32
2024-01-02,Czech,28
2024-01-02,Romanian,26
2024-01-02,Persian,18
2024-01-02,Danish,17
2024-01-02,Samoan,17
2024-01-02,Bulgarian,15
2024-01-02,Finnish,15
2024-01-02,Swahili,15
2024-01-02,Hungarian,14
2024-01-02,Kannada,13
2024-01-02,Catalan,12
2024-01-02,Croatian,12
2024-01-02,Amharic,11
2024-01-02,Corsican,11
2024-01-02,Uzbek,11
2024-01-01,English,2185350
2024-01-01,Spanish,10966
2024-01-01,Chinese,2375
2024-01-01,Korean,1294
2024-01-01,French,636
2024-01-01,Japanese,485
2024-01-01,Russian,386
2024-01-01,Portuguese,289
2024-01-01,Vietnamese,288
2024-01-01,German,180
2024-01-01,Turkish,180
2024-01-01,Arabic,146
2024-01-01,Italian,133
2024-01-01,Ukrainian,89
2024-01-01,(other),62
2024-01-01,Indonesian,56
2024-01-01,Polish,56
2024-01-01,Hindi,47
2024-01-01,Dutch,38
2024-01-01,Swedish,35
2024-01-01,Hebrew,32
2024-01-01,Romanian,20
2024-01-01,Thai,19
2024-01-01,Czech,17
2024-01-01,Greek,17
2024-01-01,Persian,17
2024-01-01,Kannada,13
2024-01-01,Norwegian Bokmål,13
2024-01-01,Hungarian,12
2024-01-01,Bosnian,11
2024-01-01,Telugu,11
2023-12-31,English,1898285
2023-12-31,Spanish,8257
2023-12-31,Chinese,1710
2023-12-31,Korean,891
2023-12-31,French,591
2023-12-31,Japanese,400
2023-12-31,Vietnamese,275
2023-12-31,Russian,265
2023-12-31,Portuguese,213
2023-12-31,German,143
2023-12-31,Arabic,109
2023-12-31,Turkish,101
2023-12-31,Italian,95
2023-12-31,(other),75
2023-12-31,Ukrainian,67
2023-12-31,Hindi,57
2023-12-31,Swedish,56
2023-12-31,Dutch,38
2023-12-31,Indonesian,38
2023-12-31,Polish,34
2023-12-31,Thai,31
2023-12-31,Hebrew,28
2023-12-31,Greek,26
2023-12-31,Czech,22
2023-12-31,Persian,20
2023-12-31,Romanian,19
2023-12-31,Albanian,16
2023-12-31,Afrikaans,13
2023-12-31,Norwegian Bokmål,13
2023-12-31,Bengali,12
2023-12-31,Catalan,12
2023-12-30,English,748185
2023-12-30,Spanish,3491
2023-12-30,Chinese,971
2023-12-30,Korean,477
2023-12-30,French,325
2023-12-30,Russian,221
2023-12-30,Japanese,217
2023-12-30,Portuguese,155
2023-12-30,German,125
2023-12-30,Vietnamese,117
2023-12-30,Arabic,103
2023-12-30,Italian,83
2023-12-30,Turkish,71
2023-12-30,Ukrainian,65
2023-12-30,Hindi,38
2023-12-30,Indonesian,36
2023-12-30,Polish,31
2023-12-30,Swedish,29
2023-12-30,Dutch,26
2023-12-30,(other),18
2023-12-30,Thai,18
2023-12-30,Hebrew,17
2023-12-30,Afrikaans,16
2023-12-30,Greek,15
2023-12-30,Czech,13
2023-12-30,Danish,12
2023-12-30,Persian,12
2023-12-30,Tamil,12
2023-12-30,Marathi,11
2023-12-30,Telugu,11
2023-12-29,English,708776
2023-12-29,Spanish,3207
2023-12-29,Chinese,718
2023-12-29,Korean,365
2023-12-29,French,310
2023-12-29,Russian,211
2023-12-29,Japanese,187
2023-12-29,Portuguese,185
2023-12-29,German,106
2023-12-29,Vietnamese,103
2023-12-29,Arabic,98
2023-12-29,Turkish,90
2023-12-29,Italian,83
2023-12-29,Ukrainian,55
2023-12-29,Indonesian,35
2023-12-29,Hindi,34
2023-12-29,Polish,30
2023-12-29,Swedish,23
2023-12-29,Dutch,22
2023-12-29,(other),20
2023-12-29,Greek,19
2023-12-29,Persian,18
2023-12-29,Norwegian Bokmål,16
2023-12-29,Thai,16
2023-12-28,English,761989
2023-12-28,Spanish,3789
2023-12-28,Chinese,806
2023-12-28,French,325
2023-12-28,Korean,315
2023-12-28,Russian,248
2023-12-28,Portuguese,213
2023-12-28,Japanese,168
2023-12-28,Vietnamese,110
2023-12-28,Turkish,107
2023-12-28,German,103
2023-12-28,Italian,77
2023-12-28,Arabic,76
2023-12-28,Ukrainian,64
2023-12-28,Indonesian,36
2023-12-28,(other),35
2023-12-28,Polish,32
2023-12-28,Hindi,24
2023-12-28,Persian,23
2023-12-28,Greek,19
2023-12-28,Dutch,18
2023-12-28,Hebrew,17
2023-12-28,Swedish,17
2023-12-28,Norwegian Bokmål,15
2023-12-28,Thai,13
2023-12-28,Swahili,12
2023-12-27,English,734125
2023-12-27,Spanish,3777
2023-12-27,Chinese,842
2023-12-27,Korean,316
2023-12-27,French,258
2023-12-27,Russian,236
2023-12-27,Portuguese,208
2023-12-27,Japanese,189
2023-12-27,Vietnamese,125
2023-12-27,German,113
2023-12-27,Turkish,105
2023-12-27,Italian,81
2023-12-27,Arabic,76
2023-12-27,Ukrainian,71
2023-12-27,Indonesian,42
2023-12-27,Hindi,32
2023-12-27,Polish,29
2023-12-27,(other),28
2023-12-27,Greek,23
2023-12-27,Swedish,19
2023-12-27,Thai,19
2023-12-27,Dutch,18
2023-12-27,Persian,15
2023-12-27,Hebrew,12
2023-12-27,Kannada,12
2023-12-26,English,537933
2023-12-26,Spanish,3059
2023-12-26,Chinese,733
2023-12-26,Korean,315
2023-12-26,French,250
2023-12-26,Russian,221
2023-12-26,Portuguese,184
2023-12-26,Japanese,164
2023-12-26,Vietnamese,107
2023-12-26,Arabic,98
2023-12-26,Turkish,82
2023-12-26,Ukrainian,68
2023-12-26,Italian,64
2023-12-26,German,63
2023-12-26,Indonesian,38
2023-12-26,Hindi,37
2023-12-26,Dutch,19
2023-12-26,Thai,17
2023-12-26,Polish,15
2023-12-26,Persian,14
2023-12-26,Hebrew,13
2023-12-26,Tamil,13
2023-12-26,Greek,12
2023-12-26,Swahili,12
2023-12-26,Swedish,12
2023-12-26,Uzbek,11
2023-12-25,English,249937
2023-12-25,Spanish,1635
2023-12-25,Chinese,541
2023-12-25,Korean,225
2023-12-25,French,221
2023-12-25,Russian,180
2023-12-25,Japanese,148
2023-12-25,Vietnamese,108
2023-12-25,Portuguese,103
2023-12-25,Arabic,90
2023-12-25,Turkish,88
2023-12-25,German,53
2023-12-25,Hindi,41
2023-12-25,Ukrainian,40
2023-12-25,Italian,36
2023-12-25,Indonesian,30
2023-12-25,Greek,22
2023-12-25,Thai,21
2023-12-25,Hebrew,17
2023-12-25,Marathi,16
2023-12-25,Polish,16
2023-12-25,Swedish,15
2023-12-25,Uzbek,13
2023-12-25,(other),12
2023-12-25,Dutch,11
2023-12-25,Kannada,11
2023-12-25,Persian,11
2023-12-24,English,235942
2023-12-24,Spanish,1228
2023-12-24,Chinese,562
2023-12-24,French,184
2023-12-24,Russian,154
2023-12-24,Korean,144
2023-12-24,Japanese,125
2023-12-24,Vietnamese,102
2023-12-24,Arabic,83
2023-12-24,Turkish,83
2023-12-24,Portuguese,81
2023-12-24,German,47
2023-12-24,Italian,38
2023-12-24,Indonesian,36
2023-12-24,Hindi,31
2023-12-24,Ukrainian,29
2023-12-24,Hebrew,23
2023-12-24,(other),18
2023-12-24,Greek,14
2023-12-24,Swedish,14
2023-12-24,Kannada,11
2023-12-24,Persian,11
2023-12-23,English,306314
2023-12-23,Spanish,1773
2023-12-23,Chinese,503
2023-12-23,French,232
2023-12-23,Korean,213
2023-12-23,Russian,154
2023-12-23,Japanese,121
2023-12-23,Arabic,107
2023-12-23,Portuguese,102
2023-12-23,Vietnamese,97
2023-12-23,Turkish,65
2023-12-23,Italian,53
2023-12-23,German,51
2023-12-23,Indonesian,35
2023-12-23,Ukrainian,33
2023-12-23,Hindi,30
2023-12-23,(other),22
2023-12-23,Kannada,15
2023-12-23,Persian,15
2023-12-23,Greek,13
2023-12-23,Thai,13
2023-12-23,Polish,12
2023-12-23,Marathi,11
2023-12-22,English,481711
2023-12-22,Spanish,2621
2023-12-22,Chinese,631
2023-12-22,Korean,302
2023-12-22,French,284
2023-12-22,Russian,216
2023-12-22,Portuguese,154
2023-12-22,Japanese,144
2023-12-22,Turkish,109
2023-12-22,German,98
2023-12-22,Vietnamese,97
2023-12-22,Arabic,75
2023-12-22,Ukrainian,69
2023-12-22,Italian,63
2023-12-22,Indonesian,44
2023-12-22,(other),26
2023-12-22,Dutch,24
2023-12-22,Hindi,23
2023-12-22,Polish,20
2023-12-22,Swedish,20
2023-12-22,Thai,12
2023-12-22,Persian,11
2023-12-21,English,621893
2023-12-21,Spanish,3606
2023-12-21,Chinese,829
2023-12-21,French,300
2023-12-21,Korean,290
2023-12-21,Russian,267
2023-12-21,Japanese,184
2023-12-21,Portuguese,181
2023-12-21,Vietnamese,130
2023-12-21,Arabic,98
2023-12-21,Turkish,95
2023-12-21,German,88
2023-12-21,Italian,83
2023-12-21,Ukrainian,78
2023-12-21,Indonesian,40
2023-12-21,(other),36
2023-12-21,Dutch,35
2023-12-21,Hindi,25
2023-12-21,Hebrew,22
2023-12-21,Swedish,17
2023-12-21,Greek,15
2023-12-21,Persian,13
2023-12-21,Czech,11
2023-12-21,Polish,11
2023-12-21,Thai,11
2023-12-20,English,768109
2023-12-20,Spanish,4278
2023-12-20,Chinese,878
2023-12-20,Korean,524
2023-12-20,French,321
2023-12-20,Russian,268
2023-12-20,Japanese,202
2023-12-20,Portuguese,191
2023-12-20,Vietnamese,149
2023-12-20,Turkish,122
2023-12-20,German,118
2023-12-20,Ukrainian,106
2023-12-20,Italian,91
2023-12-20,Arabic,88
2023-12-20,(other),49
2023-12-20,Indonesian,48
2023-12-20,Hindi,33
2023-12-20,Dutch,32
2023-12-20,Hebrew,28
2023-12-20,Thai,26
2023-12-20,Norwegian Bokmål,19
2023-12-20,Persian,15
2023-12-20,Danish,13
2023-12-20,Swedish,13
2023-12-20,Polish,11
2023-12-19,English,782684
2023-12-19,Spanish,4285
2023-12-19,Chinese,926
2023-12-19,French,364
2023-12-19,Korean,352
2023-12-19,Russian,291
2023-12-19,Japanese,220
2023-12-19,Portuguese,181
2023-12-19,Vietnamese,150
2023-12-19,Arabic,125
2023-12-19,Turkish,113
2023-12-19,Italian,89
2023-12-19,German,87
2023-12-19,Ukrainian,74
2023-12-19,Indonesian,41
2023-12-19,(other),35
2023-12-19,Hindi,32
2023-12-19,Dutch,28
2023-12-19,Hebrew,26
2023-12-19,Swedish,24
2023-12-19,Greek,22
2023-12-19,Polish,21
2023-12-19,Thai,19
2023-12-19,Norwegian Bokmål,18
2023-12-19,Swahili,16
2023-12-19,Danish,14
2023-12-19,Marathi,14
2023-12-19,Persian,14
2023-12-19,Uzbek,13
2023-12-19,Telugu,11
2023-12-18,English,724954
2023-12-18,Spanish,4217
2023-12-18,Chinese,884
2023-12-18,Korean,532
2023-12-18,French,343
2023-12-18,Russian,326
2023-12-18,Japanese,226
2023-12-18,Portuguese,218
2023-12-18,Vietnamese,135
2023-12-18,Arabic,120
2023-12-18,Turkish,117
2023-12-18,German,114
2023-12-18,Ukrainian,89
2023-12-18,Italian,69
2023-12-18,Indonesian,43
2023-12-18,Polish,38
2023-12-18,Hindi,36
2023-12-18,(other),30
2023-12-18,Dutch,28
2023-12-18,Swedish,23
2023-12-18,Hebrew,22
2023-12-18,Thai,19
2023-12-18,Finnish,17
2023-12-18,Norwegian Bokmål,17
2023-12-18,Greek,13
2023-12-18,Persian,13
2023-12-18,Czech,12
2023-12-18,Danish,11
2023-12-17,English,372766
2023-12-17,Spanish,2190
2023-12-17,Chinese,685
2023-12-17,Korean,245
2023-12-17,French,240
2023-12-17,Russian,193
2023-12-17,Japanese,162
2023-12-17,Portuguese,123
2023-12-17,Arabic,101
2023-12-17,German,83
2023-12-17,Vietnamese,82
2023-12-17,Turkish,74
2023-12-17,Italian,54
2023-12-17,Ukrainian,46
2023-12-17,Indonesian,42
2023-12-17,Hindi,32
2023-12-17,Hebrew,27
2023-12-17,Dutch,20
2023-12-17,Polish,17
2023-12-17,Greek,16
2023-12-17,Thai,16
2023-12-17,Persian,15
2023-12-17,(other),12
2023-12-16,English,377647
2023-12-16,Spanish,2432
2023-12-16,Chinese,668
2023-12-16,French,223
2023-12-16,Korean,220
2023-12-16,Russian,200
2023-12-16,Japanese,146
2023-12-16,Portuguese,122
2023-12-16,Arabic,117
2023-12-16,Vietnamese,94
2023-12-16,German,74
2023-12-16,Turkish,68
2023-12-16,Italian,57
2023-12-16,Hindi,40
2023-12-16,Ukrainian,36
2023-12-16,Indonesian,33
2023-12-16,Greek,23
2023-12-16,(other),20
2023-12-16,Dutch,20
2023-12-16,Persian,20
2023-12-16,Thai,18
2023-12-16,Polish,14
2023-12-16,Swedish,14
2023-12-16,Hebrew,13
2023-12-16,Uzbek,13
2023-12-16,Danish,11
2023-12-15,English,677487
2023-12-15,Spanish,3865
2023-12-15,Chinese,892
2023-12-15,French,323
2023-12-15,Korean,274
2023-12-15,Russian,245
2023-12-15,Japanese,161
2023-12-15,Portuguese,161
2023-12-15,Vietnamese,154
2023-12-15,German,117
2023-12-15,Arabic,99
2023-12-15,Italian,92
2023-12-15,Turkish,84
2023-12-15,Ukrainian,64
2023-12-15,Hindi,51
2023-12-15,Indonesian,37
2023-12-15,Dutch,29
2023-12-15,(other),25
2023-12-15,Swedish,24
2023-12-15,Polish,21
2023-12-15,Thai,18
2023-12-15,Norwegian Bokmål,17
2023-12-15,Czech,16
2023-12-15,Danish,14
2023-12-15,Persian,14
2023-12-15,Swahili,13
2023-12-15,Bulgarian,11
2023-12-15,Greek,11
2023-12-15,Uzbek,11
2023-12-14,English,778450
2023-12-14,Spanish,4284
2023-12-14,Chinese,1020
2023-12-14,French,379
2023-12-14,Korean,318
2023-12-14,Russian,283
2023-12-14,Portuguese,184
2023-12-14,Japanese,178
2023-12-14,Vietnamese,167
2023-12-14,German,132
2023-12-14,Arabic,124
2023-12-14,Italian,103
2023-12-14,Turkish,97
2023-12-14,Indonesian,65
2023-12-14,Ukrainian,63
2023-12-14,(other),38
2023-12-14,Hindi,34
2023-12-14,Thai,32
2023-12-14,Hebrew,31
2023-12-14,Dutch,28
2023-12-14,Polish,24
2023-12-14,Norwegian Bokmål,19
2023-12-14,Swedish,18
2023-12-14,Greek,16
2023-12-14,Danish,14
2023-12-14,Persian,14
2023-12-14,Uzbek,14
2023-12-14,Hungarian,11
2023-12-14,Swahili,11
2023-12-13,English,798591
2023-12-13,Spanish,4296
2023-12-13,Chinese,1017
2023-12-13,French,383
2023-12-13,Korean,343
2023-12-13,Russian,308
2023-12-13,Portuguese,211
2023-12-13,Japanese,174
2023-12-13,Vietnamese,166
2023-12-13,German,133
2023-12-13,Arabic,130
2023-12-13,Italian,110
2023-12-13,Turkish,100
2023-12-13,Ukrainian,68
2023-12-13,Indonesian,52
2023-12-13,(other),41
2023-12-13,Hindi,32
2023-12-13,Norwegian Bokmål,32
2023-12-13,Dutch,29
2023-12-13,Swedish,28
2023-12-13,Polish,25
2023-12-13,Thai,23
2023-12-13,Greek,20
2023-12-13,Swahili,16
2023-12-13,Hebrew,14
2023-12-13,Persian,14
2023-12-13,Romanian,13
2023-12-13,Marathi,11
2023-12-12,English,824488
2023-12-12,Spanish,4566
2023-12-12,Chinese,1034
2023-12-12,Korean,368
2023-12-12,French,359
2023-12-12,Russian,338
2023-12-12,Japanese,212
2023-12-12,Portuguese,194
2023-12-12,Vietnamese,142
2023-12-12,Arabic,124
2023-12-12,German,123
2023-12-12,Ukrainian,107
2023-12-12,Turkish,104
2023-12-12,Italian,84
2023-12-12,Indonesian,53
2023-12-12,(other),50
2023-12-12,Polish,40
2023-12-12,Dutch,30
2023-12-12,Thai,30
2023-12-12,Hindi,26
2023-12-12,Swedish,26
2023-12-12,Hebrew,21
2023-12-12,Norwegian Bokmål,18
2023-12-12,Greek,17
2023-12-12,Catalan,15
2023-12-12,Czech,14
2023-12-12,Danish,13
2023-12-12,Kannada,12
2023-12-12,Hungarian,11
2023-12-11,English,855735
2023-12-11,Spanish,4309
2023-12-11,Chinese,1075
2023-12-11,Korean,358
2023-12-11,French,353
2023-12-11,Russian,300
2023-12-11,Portuguese,184
2023-12-11,Japanese,163
2023-12-11,Vietnamese,154
2023-12-11,Arabic,127
2023-12-11,German,124
2023-12-11,Turkish,116
2023-12-11,Ukrainian,87
2023-12-11,Italian,81
2023-12-11,Indonesian,57
2023-12-11,(other),41
2023-12-11,Polish,35
2023-12-11,Dutch,30
2023-12-11,Thai,28
2023-12-11,Greek,23
2023-12-11,Swedish,23
2023-12-11,Swahili,20
2023-12-11,Hebrew,17
