domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
www.medicare.gov,/,6686119,2156685,1513954,3.1001833832942687,423.98674544547316,0.30540760472669859
www.healthcare.gov,/,6376615,3955569,2717049,1.6120601106945676,189.63664531800535,0.52100241457044483
www.nhlbi.nih.gov,/health/educational/lose_wt/BMI/bmicalc.htm,6166186,4176770,3200253,1.4763048958884497,125.06727339672847,0.49316002556999788
www.healthcare.gov,/subscribe/,6070983,5001379,3954063,1.2138616169660408,77.635213161230311,0.73703932455428789
exclusions.oig.hhs.gov,/,3389456,833591,609485,4.066091164611902,227.07774838502002,0.1010099677179816
www.covid.gov,/tools-and-resources/resources/tests,3009633,2357547,2152176,1.2765951219636342,84.952014493687528,0.54306361654719926
www.cdc.gov,/coronavirus/2019-ncov/your-health/isolation.html,2867726,1814431,1287252,1.5805098127181469,219.09855469495022,0.48662748817673418
www.cdc.gov,/,1875999,796323,666588,2.3558267185551593,187.34084568894048,0.546578461252532
exclusions.oig.hhs.gov,/default.aspx,1871959,288190,82084,6.4955723654533468,659.39447799763343,0.12738124154203823
www.cdc.gov,/healthyweight/assessing/bmi/adult_bmi/english_bmi_calculator/bmi_calculator.html,1828357,909776,678813,2.0096782065035788,164.8833256762247,0.3642885721320413
www.fda.gov,/,1800372,616705,503429,2.9193406896328065,182.41000733940427,0.55737183904784293
www.medicare.gov,/care-compare/,1760384,267859,200436,6.5720547004207441,448.95891930432731,0.18907335575806675
www.medicare.gov,/plan-compare/#/,1702228,681187,491549,2.4989129269936154,540.50159563956549,0.33406685682492471
www.cms.gov,/,1396408,378159,305234,3.6926478015861055,268.64355564452825,0.33201378256236136
dailymed.nlm.nih.gov,/dailymed/drugInfo.cfm,1383049,924844,671549,1.4954413933593125,203.43028881108648,0.4623655448918953
www.fda.gov,/medical-devices/coronavirus-covid-19-and-medical-devices/home-otc-covid-19-diagnostic-tests#list,1326168,950632,816060,1.3950382482390662,170.37492850954834,0.37150863846367471
www.fda.gov,/safety/recalls-market-withdrawals-safety-alerts/quaker-recalls-granola-bars-and-granola-cereals-due-possible-health-risk,1220422,1079818,940125,1.1302108318253632,132.63567576366489,0.48462611291902896
www.cdc.gov,/healthyweight/spanish/assessing/bmi/adult_bmi/metric_bmi_calculator/bmi_calculator.html,1195662,592396,365827,2.0183492123511977,252.24996914479021,0.39853746480394869
www.accessdata.fda.gov,/scripts/cder/daf/index.cfm,1187699,263820,153069,4.5019255553028579,366.31924018434165,0.3219505723599424
www.cdc.gov,/coronavirus/2019-ncov/symptoms-testing/symptoms.html,1100803,799538,714974,1.3768001020589391,134.34598628156508,0.452428777619075
