date,browser,os_version,visits
2024-01-04,Chrome,10,269930
2024-01-04,Edge,10,91135
2024-01-04,Chrome,11,69934
2024-01-04,Edge,11,31081
2024-01-04,Firefox,10,11770
2024-01-04,Chrome,7,5664
2024-01-04,Chrome,8.1,3274
2024-01-04,Opera,10,1032
2024-01-04,Internet Explorer,8,877
2024-01-04,Chrome,8,484
2024-01-04,Firefox,7,466
2024-01-04,Internet Explorer,10,396
2024-01-04,Firefox,8,379
2024-01-04,Edge,7,245
2024-01-04,Edge,8.1,212
2024-01-04,Firefox,8.1,119
2024-01-03,Chrome,10,313550
2024-01-03,Edge,10,89747
2024-01-03,Chrome,11,67686
2024-01-03,Edge,11,30683
2024-01-03,Firefox,10,11133
2024-01-03,Chrome,7,5626
2024-01-03,Chrome,8.1,3048
2024-01-03,Opera,10,1076
2024-01-03,Internet Explorer,8,975
2024-01-03,Internet Explorer,10,454
2024-01-03,Firefox,7,443
2024-01-03,Chrome,8,439
2024-01-03,Firefox,8,408
2024-01-03,Edge,7,235
2024-01-03,Edge,8.1,183
2024-01-03,Firefox,8.1,125
2024-01-02,Chrome,10,222280
2024-01-02,Edge,10,90793
2024-01-02,Chrome,11,67057
2024-01-02,Edge,11,30259
2024-01-02,Firefox,10,11065
2024-01-02,Chrome,7,5031
2024-01-02,Chrome,8.1,2587
2024-01-02,Opera,10,1068
2024-01-02,Internet Explorer,8,996
2024-01-02,Edge,8.1,821
2024-01-02,Firefox,7,474
2024-01-02,Firefox,8,458
2024-01-02,Chrome,8,447
2024-01-02,Internet Explorer,10,392
2024-01-02,Edge,7,220
2024-01-02,Firefox,8.1,120
2024-01-01,Chrome,10,117097
2024-01-01,Chrome,11,51395
2024-01-01,Edge,10,30482
2024-01-01,Edge,11,22843
2024-01-01,Firefox,10,9615
2024-01-01,Chrome,7,5757
2024-01-01,Chrome,8.1,2431
2024-01-01,Opera,10,1989
2024-01-01,Edge,8.1,846
2024-01-01,Firefox,7,630
2024-01-01,Firefox,8,545
2024-01-01,Internet Explorer,10,253
2024-01-01,Internet Explorer,8,223
2024-01-01,Chrome,8,204
2024-01-01,Edge,7,193
2024-01-01,Firefox,8.1,146
2023-12-31,Chrome,10,101238
2023-12-31,Chrome,11,45911
2023-12-31,Edge,10,26827
2023-12-31,Edge,11,20178
2023-12-31,Firefox,10,9377
2023-12-31,Chrome,7,5284
2023-12-31,Chrome,8.1,2090
2023-12-31,Opera,10,1798
2023-12-31,Edge,8.1,782
2023-12-31,Firefox,7,589
2023-12-31,Firefox,8,516
2023-12-31,Internet Explorer,8,263
2023-12-31,Chrome,8,204
2023-12-31,Firefox,8.1,125
2023-12-31,Edge,7,119
2023-12-31,Internet Explorer,10,116
2023-12-30,Chrome,10,101537
2023-12-30,Chrome,11,51257
2023-12-30,Edge,10,27408
2023-12-30,Edge,11,19426
2023-12-30,Firefox,10,9238
2023-12-30,Chrome,7,7062
2023-12-30,Chrome,8.1,2316
2023-12-30,Opera,10,1825
2023-12-30,Edge,8.1,763
2023-12-30,Firefox,7,604
2023-12-30,Firefox,8,477
2023-12-30,Internet Explorer,8,323
2023-12-30,Chrome,8,209
2023-12-30,Edge,7,160
2023-12-30,Firefox,8.1,147
2023-12-29,Chrome,10,174825
2023-12-29,Edge,10,72436
2023-12-29,Chrome,11,63482
2023-12-29,Edge,11,26605
2023-12-29,Firefox,10,10780
2023-12-29,Chrome,7,6215
2023-12-29,Chrome,8.1,2825
2023-12-29,Internet Explorer,2000,2384
2023-12-29,Opera,10,1447
2023-12-29,Edge,8.1,842
2023-12-29,Internet Explorer,8,717
2023-12-29,Firefox,7,599
2023-12-29,Firefox,8,593
2023-12-29,Chrome,8,372
2023-12-29,Internet Explorer,10,264
2023-12-29,Edge,7,205
2023-12-29,Firefox,8.1,136
2023-12-28,Chrome,10,202969
2023-12-28,Edge,10,79150
2023-12-28,Chrome,11,64792
2023-12-28,Edge,11,28968
2023-12-28,Firefox,10,10870
2023-12-28,Chrome,7,6553
2023-12-28,Chrome,8.1,3518
2023-12-28,Opera,10,1164
2023-12-28,Internet Explorer,8,928
2023-12-28,Firefox,7,564
2023-12-28,Firefox,8,529
2023-12-28,Chrome,8,451
2023-12-28,Internet Explorer,10,317
2023-12-28,Edge,7,245
2023-12-28,Edge,8.1,173
2023-12-28,Firefox,8.1,134
2023-12-27,Chrome,10,193657
2023-12-27,Edge,10,84703
2023-12-27,Chrome,11,64793
2023-12-27,Edge,11,29024
2023-12-27,Firefox,10,10998
2023-12-27,Chrome,7,7035
2023-12-27,Chrome,8.1,3391
2023-12-27,Opera,10,1314
2023-12-27,Internet Explorer,8,919
2023-12-27,Firefox,8,756
2023-12-27,Firefox,7,603
2023-12-27,Chrome,8,497
2023-12-27,Internet Explorer,10,336
2023-12-27,Edge,7,253
2023-12-27,Edge,8.1,154
2023-12-27,Firefox,8.1,146
2023-12-27,YaBrowser,10,108
2023-12-26,Chrome,10,166262
2023-12-26,Edge,10,69769
2023-12-26,Chrome,11,64252
2023-12-26,Edge,11,27106
2023-12-26,Firefox,10,10923
2023-12-26,Chrome,7,6844
2023-12-26,Chrome,8.1,3464
2023-12-26,Internet Explorer,2000,1640
2023-12-26,Opera,10,1486
2023-12-26,Internet Explorer,8,719
2023-12-26,Firefox,8,699
2023-12-26,Firefox,7,647
2023-12-26,Chrome,8,421
2023-12-26,Internet Explorer,10,289
2023-12-26,Edge,7,213
2023-12-26,Firefox,8.1,146
2023-12-26,Edge,8.1,137
2023-12-26,YaBrowser,10,131
2023-12-26,Coc Coc,10,112
2023-12-25,Chrome,10,88648
2023-12-25,Chrome,11,48239
2023-12-25,Edge,10,27644
2023-12-25,Edge,11,18291
2023-12-25,Firefox,10,8042
2023-12-25,Chrome,7,6879
2023-12-25,Internet Explorer,2000,4730
2023-12-25,Chrome,8.1,2327
2023-12-25,Opera,10,1992
2023-12-25,Edge,8.1,767
2023-12-25,Firefox,8,645
2023-12-25,Firefox,7,624
2023-12-25,Internet Explorer,10,347
2023-12-25,Chrome,8,315
2023-12-25,YaBrowser,10,231
2023-12-25,Edge,7,196
2023-12-25,Internet Explorer,8,190
2023-12-25,Coc Coc,10,154
2023-12-25,Firefox,8.1,146
2023-12-24,Chrome,10,81865
2023-12-24,Chrome,11,42939
2023-12-24,Edge,10,24969
2023-12-24,Edge,11,16980
2023-12-24,Firefox,10,8183
2023-12-24,Chrome,7,6329
2023-12-24,Chrome,8.1,2077
2023-12-24,Opera,10,1962
2023-12-24,Internet Explorer,2000,1652
2023-12-24,Edge,8.1,790
2023-12-24,Firefox,7,616
2023-12-24,Firefox,8,605
2023-12-24,YaBrowser,10,226
2023-12-24,Chrome,8,213
2023-12-24,Internet Explorer,8,182
2023-12-24,Edge,7,163
2023-12-24,Internet Explorer,10,141
2023-12-24,Firefox,8.1,127
2023-12-24,Coc Coc,10,122
2023-12-23,Chrome,10,91989
2023-12-23,Chrome,11,47046
2023-12-23,Edge,10,27140
2023-12-23,Edge,11,18366
2023-12-23,Firefox,10,9013
2023-12-23,Chrome,7,8915
2023-12-23,Opera,10,1980
2023-12-23,Chrome,8.1,1647
2023-12-23,Edge,8.1,1371
2023-12-23,Firefox,7,645
2023-12-23,Firefox,8,581
2023-12-23,Internet Explorer,8,303
2023-12-23,Chrome,8,257
2023-12-23,YaBrowser,10,172
2023-12-23,Edge,7,147
2023-12-23,Firefox,8.1,140
2023-12-23,Coc Coc,10,109
2023-12-23,Internet Explorer,10,106
2023-12-22,Chrome,10,217952
2023-12-22,Edge,10,75703
2023-12-22,Chrome,11,64206
2023-12-22,Edge,11,27063
2023-12-22,Firefox,10,11588
2023-12-22,Chrome,7,7766
2023-12-22,Chrome,8.1,1936
2023-12-22,Opera,10,1573
2023-12-22,Edge,8.1,1463
2023-12-22,Internet Explorer,8,808
2023-12-22,Firefox,8,710
2023-12-22,Firefox,7,707
2023-12-22,Chrome,8,464
2023-12-22,Internet Explorer,10,322
2023-12-22,Edge,7,237
2023-12-22,Firefox,8.1,135
2023-12-22,YaBrowser,10,108
2023-12-21,Chrome,10,248366
2023-12-21,Edge,10,90229
2023-12-21,Chrome,11,66331
2023-12-21,Edge,11,29776
2023-12-21,Firefox,10,12041
2023-12-21,Chrome,7,7000
2023-12-21,Chrome,8.1,2532
2023-12-21,Opera,10,1376
2023-12-21,Internet Explorer,8,968
2023-12-21,Edge,8.1,770
2023-12-21,Firefox,7,654
2023-12-21,Firefox,8,608
2023-12-21,Chrome,8,562
2023-12-21,Internet Explorer,10,405
2023-12-21,Edge,7,249
2023-12-21,Firefox,8.1,136
2023-12-21,YaBrowser,10,104
2023-12-20,Chrome,10,230386
2023-12-20,Edge,10,88713
2023-12-20,Chrome,11,65826
2023-12-20,Edge,11,28896
2023-12-20,Firefox,10,11751
2023-12-20,Chrome,7,6245
2023-12-20,Chrome,8.1,3164
2023-12-20,Opera,10,1240
2023-12-20,Internet Explorer,8,1016
2023-12-20,Chrome,8,586
2023-12-20,Firefox,7,493
