page_title,event_label,page,total_events
"Health insurance plans & prices | HealthCare.gov",file_download,www.healthcare.gov/see-plans/#/,224750
Drugs@FDA: FDA-Approved Drugs,file_download,www.accessdata.fda.gov/scripts/cder/daf/index.cfm,62134
"Planes médicos y precios | CuidadoDeSalud.gov",file_download,www.cuidadodesalud.gov/es/see-plans/#/,35215
510(k) Premarket Notification,file_download,www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm,25951
"ASP Pricing Files | CMS",file_download,www.cms.gov/medicare/payment/all-fee-service-providers/medicare-part-b-drug-average-sales-price/asp-pricing-files,10936
"CMS 40B | CMS",file_download,www.cms.gov/Medicare/CMS-Forms/CMS-Forms/CMS-Forms-Items/CMS017339,9348
Growth Charts - Clinical Growth Charts,file_download,www.cdc.gov/growthcharts/clinical_charts.htm,8959
"Vaccine Schedule for Children 6 Years or Younger | CDC",file_download,www.cdc.gov/vaccines/schedules/easy-to-read/child-easyread.html,8189
"Novel Drug Approvals for 2023 | FDA",file_download,www.fda.gov/drugs/new-drugs-fda-cders-new-molecular-entities-and-new-therapeutic-biological-products/novel-drug-approvals-2023,7194
"CMS-1784-F | CMS",file_download,www.cms.gov/medicare/medicare-fee-service-payment/physicianfeesched/pfs-federal-regulation-notices/cms-1784-f,6986
"Inactivated Influenza Vaccine Information Statement | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/flu.html,6758
"Find Healthcare Providers: Compare Care Near You | Medicare",file_download,www.medicare.gov/care-compare/,5815
"Medicare NCCI Policy Manual | CMS",file_download,www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-policy-manual,5798
2023 and 2024 Solid Tumor Rules,file_download,seer.cancer.gov/tools/solidtumor/,5678
"Birth-18 Years Immunization Schedule – Healthcare Providers | CDC",file_download,www.cdc.gov/vaccines/schedules/hcp/imz/child-adolescent.html,5579
"Shelf-Life Extension for Specific Lots of Paxlovid | HHS/ASPR",file_download,aspr.hhs.gov/COVID-19/Therapeutics/updates/Pages/important-update-18January2023.aspx,5502
"Adult Immunization Schedule – Healthcare Providers | CDC",file_download,www.cdc.gov/vaccines/schedules/hcp/imz/adult.html,5487
510(k) Premarket Notification,file_download,www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfPMN/pmn.cfm,5002
Product-Specific Guidances for Generic Drug Development,file_download,www.accessdata.fda.gov/scripts/cder/psg/index.cfm,4967
Growth Charts - WHO Child Growth Standards,file_download,www.cdc.gov/growthcharts/who_charts.htm,4949
"Medicare NCCI Medically Unlikely Edits | CMS",file_download,www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-medically-unlikely-edits,4804
"Overview of the Medicare Physician Fee Schedule Search | CMS",file_download,www.cms.gov/medicare/physician-fee-schedule/search/overview,4374
"100-04 | CMS",file_download,www.cms.gov/regulations-and-guidance/guidance/manuals/internet-only-manuals-ioms-items/cms018912,4194
"DME24-A | CMS",file_download,www.cms.gov/medicare/payment/fee-schedules/dmepos/dmepos-fee-schedule/dme24,4028
"Pneumococcal Conjugate Vaccine Information Statement | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/pcv.html,3952
"RSV Vaccine Information Statement | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/rsv.html,3899
"RVU24A | CMS",file_download,www.cms.gov/medicare/payment/fee-schedules/physician/pfs-relative-value-files/rvu24a,3799
"FFS ABN | CMS",file_download,www.cms.gov/medicare/forms-notices/beneficiary-notices-initiative/ffs-abn,3770
"CMS L564 | CMS",file_download,www.cms.gov/Medicare/CMS-Forms/CMS-Forms/CMS-Forms-Items/CMS009718,3762
"Vaccine Information Statement | Tdap | Tetanus-Diphtheria-Pertussis | VIS | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/tdap.html,3592
QPP Resource Library,file_download,qpp.cms.gov/resources/resource-library,3443
"Hepatitis B Vaccine Information Statement | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/hep-b.html,3437
"Proper Storage and Preparation of Breast Milk | Breastfeeding | CDC",file_download,www.cdc.gov/breastfeeding/recommendations/handling_breastmilk.htm,3320
"MA Plan Directory | CMS",file_download,www.cms.gov/data-research/statistics-trends-and-reports/medicare-advantagepart-d-contract-and-enrollment-data/ma-plan-directory,3289
"How to Apply - Application Guide | grants.nih.gov",file_download,grants.nih.gov/grants/how-to-apply-application-guide.html,3236
"Poverty Guidelines | ASPE",file_download,aspe.hhs.gov/topics/poverty-economic-mobility/poverty-guidelines,3058
"List of Telehealth Services | CMS",file_download,www.cms.gov/medicare/coverage/telehealth/list-services,3052
Appendix C: Site Specific Coding Modules - 2023 SEER Program Coding and Staging Manual,file_download,seer.cancer.gov/manuals/2023/appendixc.html,2859
"Biosketch Format Pages, Instructions and Samples | grants.nih.gov",file_download,grants.nih.gov/grants/forms/biosketch.htm,2765
"Catch-up Immunization Schedule for Children, Birth-18 Years | CDC",file_download,www.cdc.gov/vaccines/schedules/hcp/imz/catchup.html,2638
"Medicare & You | Medicare",file_download,www.medicare.gov/medicare-and-you,2616
"2024 ICD-10-CM | CMS",file_download,www.cms.gov/medicare/coding-billing/icd-10-codes/2024-icd-10-cm,2591
"Your Child's First Vaccines: Vaccine Information Statements | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/multi.html,2571
"List of CPT/HCPCS Codes | CMS",file_download,www.cms.gov/medicare/regulations-guidance/physician-self-referral/list-cpt/hcpcs-codes,2470
"Fee Schedules - General Information | CMS",file_download,www.cms.gov/medicare/payment/fee-schedules,2448
"CMS 460 | CMS",file_download,www.cms.gov/Medicare/CMS-Forms/CMS-Forms/CMS-Forms-Items/CMS007566,2409
"COVID-19 Vaccine Information Statement | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/covid-19.html,2405
"Health insurance plans & prices | HealthCare.gov",file_download,www.healthcare.gov/see-plans/#/plan/results,2397
"FY 2024 IPPS Final Rule Home Page | CMS",file_download,www.cms.gov/medicare/payment/prospective-payment-systems/acute-inpatient-pps/fy-2024-ipps-final-rule-home-page,2344
Premarket Approval (PMA),file_download,www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm,2313
"What's New | COVID-19 Treatment Guidelines",file_download,www.covid19treatmentguidelines.nih.gov/about-the-guidelines/whats-new/,2282
"U.S. COVID-19 Vaccine Product Information | CDC",file_download,www.cdc.gov/vaccines/covid-19/info-by-product/index.html,2256
"Vaccine Information Statement | Shingles Recombinant | VIS | CDC",file_download,www.cdc.gov/vaccines/hcp/vis/vis-statements/shingles-recombinant.html,2239
"100-02 | CMS",file_download,www.cms.gov/regulations-and-guidance/guidance/manuals/internet-only-manuals-ioms-items/cms012673,2204
